시장명,지자체,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
우성상가시장,서울양천구,신월7동,상설장,9,매일,"농산물,가공식품,의류/신발,가정용품,음식점업",Y,Y,37.52265956,126.8335711,9,701,362776,517,1,1,1,1,1,1,1,100,1,1,2,1
월정로시장,서울양천구,신월1동,상설장,123,매일,"농산물,축산물,가공식품,기타소매업,근린생활서비스업",Y,N,37.53347273,126.8356887,9,701,362776,517,1,1,1,1,1,1,2,90,1,1,1,2
대림중앙시장,서울영등포구,대림2동,상설장,91,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.49038353,126.9012678,8,1951,408384,209,1,1,1,1,1,1,1,90,2,1,2,2
대신시장,서울영등포구,신길1동,상설장,202,매일,"농산물,축산물,수산물,의류/신발",Y,N,37.51115621,126.9175856,8,1951,408384,209,1,1,1,1,1,1,1,100,1,1,2,2
동남상가,서울영등포구,영등포동,상설장,73,매일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,N,37.52059746,126.9056598,8,1951,408384,209,1,1,1,1,1,1,1,100,1,1,2,1
삼구시장,서울영등포구,영등포동,상설장,59,매일,"의류/신발,음식점업,기타소매업,근린생활서비스",Y,N,37.52014415,126.9057495,8,1951,408384,209,1,1,1,1,1,1,1,100,1,1,1,2
영신상가,서울영등포구,영등포동,상설장,99,매일,의류/신발,Y,N,37.51992006,126.9066547,8,1951,408384,209,1,1,1,1,1,1,1,100,1,1,1,1
영일시장,서울영등포구,문래동,상설장,120,매일,"농산물,축산물,수산물,가공식품",Y,Y,37.51613516,126.9007193,8,1951,408384,209,1,2,1,1,1,1,1,100,1,1,2,2
영진시장(A동),서울영등포구,신길6동,상설장,57,매일,"농산물,축산물,가공식품,의류/신발,음식점업",Y,N,37.50044717,126.9158527,8,1951,408384,209,1,1,1,1,1,1,1,98,2,1,2,2
만리시장,서울용산구,청파동,상설장,33,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,N,37.5513334,126.963696,7,533,228398,428,1,2,1,1,1,1,1,80,2,1,1,1
보광시장,서울용산구,보광동,상설장,27,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.52719632,127.0002892,7,533,228398,428,1,1,1,1,1,1,1,50,2,1,2,1
신흥시장,서울용산구,용산2가동,상설장,65,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,N,37.54532379,126.9850855,7,533,228398,428,1,2,1,1,1,1,1,80,2,1,2,2
용산용문시장,서울용산구,용문동,상설장,155,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.53662269,126.9597957,7,533,228398,428,1,2,1,1,1,1,1,80,1,1,2,2
이촌종합시장,서울용산구,이촌1동,상설장,100,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.52073939,126.9747838,7,533,228398,428,1,1,1,1,1,1,2,100,1,1,1,2
이태원시장,서울용산구,이태원1동,상설장,105,매일,"의류/신발,가정용품",Y,N,37.53381836,126.9900484,7,533,228398,428,1,1,1,1,1,1,1,100,1,1,1,1
후암시장,서울용산구,후암동,상설장,48,매일,"농산물,축산물,수산물,가정용품,기타소매업",Y,Y,37.55042316,126.9767077,7,533,228398,428,1,2,1,1,2,2,2,100,1,1,1,2
대림골목시장,서울은평구,응암3동,상설장,76,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.58791373,126.9175082,7,558,388102,695,1,2,1,1,1,2,2,100,2,1,2,2
대림시장,서울은평구,응암3동,상설장,65,매일,"의류/신발,음식점업,기타소매업,근린생활서비스",Y,Y,37.58653706,126.9175785,7,558,388102,695,1,2,1,1,1,1,1,80,1,1,1,2
대조시장,서울은평구,대조동,상설장,105,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.6093215,126.9276,7,558,388102,695,1,2,1,1,2,2,2,60,2,1,1,2
신응암시장,서울은평구,응암2동,상설장,52,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,37.5939075,126.9186943,7,558,388102,695,1,1,1,1,1,1,1,100,1,1,1,2
연서시장,서울은평구,불광2동,상설장,91,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,37.61969094,126.922172,7,558,388102,695,1,2,1,1,1,1,1,100,1,1,2,2
제일시장,서울은평구,대조동,상설장,55,매일,"농산물,가공식품,의류/신발,가정용품,음식점업",Y,N,37.61062266,126.9294663,7,558,388102,695,1,1,1,1,1,1,1,100,1,1,1,2
증산종합시장,서울은평구,증산동,상설장,114,매일,"농산물,축산물,가공식품,음식점업,기타소매업",Y,Y,37.58146885,126.9050616,7,558,388102,695,1,2,1,1,1,1,1,100,1,1,1,2
광장시장,서울종로구,종로1.2.3.4가동,상설장,300,매일,"수산물,가공식품,의류/신발,기타소매업",Y,Y,37.57011251,126.9997072,9,6943,158492,22,1,1,1,1,1,1,1,100,1,1,1,2
동대문종합시장,서울종로구,종로5.6가동,상설장,4300,매일,"의류/신발,근린생활서비스업",Y,Y,37.57070649,127.0073287,9,6943,158492,22,1,1,1,1,1,1,1,10,1,1,1,1
동대문종합시장D동상가,서울종로구,종로5.6가동,상설장,1050,매일,근린생활서비스,Y,N,37.57070649,127.0073287,9,6943,158492,22,1,1,1,1,1,1,1,10,1,1,2,1
동문시장㈜,서울종로구,창신1동,상설장,320,매일,가정용품,Y,N,37.57051095,127.011128,9,6943,158492,22,1,1,1,1,1,1,1,50,1,1,2,2
신설종합시장,서울종로구,숭인2동,상설장,156,매일,근린생활서비스업,Y,N,37.57266959,127.0203448,9,6943,158492,22,1,2,1,1,1,1,1,80,1,1,2,2
종로신진시장,서울종로구,종로5.6가동,상설장,104,매일,"의류/신발,가정용품,음식점업,기타소매업",Y,N,37.57022828,127.0049462,9,6943,158492,22,1,1,1,1,1,1,1,90,1,1,1,2
통인시장,서울종로구,청운효자동,상설장,85,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.580767,126.9699476,9,6943,158492,22,1,1,1,1,1,1,1,95,1,1,1,2
한일상가,서울종로구,종로5.6가동,상설장,228,매일,"의류/신발,근린생활서비스",Y,Y,37.5701341,127.003025,9,6943,158492,22,1,1,1,1,1,1,1,50,1,1,2,1
동대문종합시장 신관(동대문쇼핑타운),서울종로구,종로5.6가동,상설장,400,매일,"의류/신발,근린생활서비스업",Y,Y,37.57081871,127.0080914,9,6943,158492,22,1,1,1,1,1,1,1,0,1,1,2,1
광희패션몰,서울중구,신당동,상설장,1190,매일,"의류/신발,가정용품",Y,Y,37.56867293,127.0119155,25,21486,138972,6,1,1,1,1,1,1,1,0,1,1,2,1
남대문시장,서울중구,회현동,상설장,5400,매일,"가공식품,의류/신발,음식점업,기타소매업,근린생활서비스",Y,N,37.55918636,126.9776537,25,21486,138972,6,1,1,1,1,1,1,2,80,1,1,2,1
남평화시장,서울중구,신당동,상설장,500,매일,의류/신발,Y,Y,37.5691712,127.010836,25,21486,138972,6,1,1,1,1,1,1,2,40,1,1,2,2
대림상가,서울중구,을지로동,상설장,410,매일,근린생활서비스,Y,Y,37.56693065,127.0004085,25,21486,138972,6,1,1,1,1,1,1,1,50,1,1,2,1
동평화시장,서울중구,신당동,상설장,1280,매일,의류/신발,Y,Y,37.56935658,127.0137915,25,21486,138972,6,1,1,1,1,1,1,1,100,1,1,2,1
동화상가,서울중구,광희동,상설장,975,매일,의류/신발,Y,Y,37.56860486,127.006912,25,21486,138972,6,1,1,1,1,1,1,1,100,1,1,2,1
방산종합시장,서울중구,을지로동,상설장,1240,매일,근린생활서비스,Y,Y,37.56872417,127.0008056,25,21486,138972,6,1,1,1,1,1,1,1,100,1,1,1,1
에리어식스(벨포스트),서울중구,신당동,상설장,393,매일,의류/신발,Y,Y,37.56814161,127.011974,25,21486,138972,6,1,1,1,1,1,1,1,90,1,1,2,2
삼익패션타운,서울중구,회현동,상설장,1062,매일,"의류/신발,가정용품,근린생활서비스",Y,Y,37.56043529,126.9789566,25,21486,138972,6,1,1,1,1,1,1,1,0,1,1,1,1
서울중앙시장,서울중구,황학동,상설장,216,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.56738265,127.0197632,25,21486,138972,6,1,2,1,1,1,1,2,100,1,1,1,2
숭례문수입상가,서울중구,회현동,상설장,565,매일,음식점업,Y,Y,37.55937186,126.9762025,25,21486,138972,6,1,1,1,1,1,1,1,30,1,1,2,2
신중부시장,서울중구,광희동,상설장,749,매일,"농산물,축산물,수산물",Y,Y,37.56553374,126.9994062,25,21486,138972,6,1,1,1,1,1,1,1,100,1,1,1,2
신중앙시장,서울중구,황학동,상설장,114,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.56738265,127.0197632,25,21486,138972,6,1,2,1,1,1,1,1,100,1,1,1,2
신평화패션타운,서울중구,신당동,상설장,1266,매일,의류/신발,Y,N,37.56945382,127.0110696,25,21486,138972,6,1,1,1,1,1,1,1,50,1,1,2,2
약수시장,서울중구,약수동,상설장,219,매일,"축산물,가공식품,기타소매업",Y,N,37.55403383,127.0107651,25,21486,138972,6,1,2,1,1,1,1,2,90,2,1,2,2
자유상가,서울중구,회현동,상설장,180,매일,근린생활서비스업,Y,N,37.56095855,126.9797671,25,21486,138972,6,1,1,1,1,1,1,1,10,1,1,2,1
제일평화시장,서울중구,신당동,상설장,800,매일,의류/신발,Y,Y,37.56851432,127.0114021,25,21486,138972,6,1,1,1,1,1,1,1,10,1,1,1,1
청평화시장,서울중구,신당동,상설장,1037,매일,의류/신발,Y,Y,37.56946664,127.0149365,25,21486,138972,6,1,1,1,1,1,1,2,100,1,1,1,1
통일상가,서울중구,광희동,상설장,627,매일,"의류/신발,근린생활서비스",Y,N,37.5689078,127.0063163,25,21486,138972,6,1,1,1,1,1,1,1,90,1,1,2,2
평화시장,서울중구,광희동,상설장,2170,매일,의류/신발,Y,Y,37.56942586,127.0080476,25,21486,138972,6,1,1,1,1,1,1,1,50,1,1,2,1
황학시장,서울중구,황학동,상설장,116,매일,"축산물,수산물,가공식품",N,N,37.56738265,127.0197632,25,21486,138972,6,1,2,1,1,2,2,2,100,2,2,2,2
동성타워프라자,서울중랑구,신내1동,상설장,83,매일,"의류/신발,음식점업,기타소매업",Y,Y,37.6080276,127.0972055,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,2,1
동원전통종합시장,서울중랑구,면목본동,상설장,127,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.5898242,127.092107,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,1,2
면목골목시장,서울중랑구,면목7동,상설장,93,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.57748534,127.0844361,12,1059,333193,314,1,1,1,1,1,1,2,100,1,1,1,2
사가정시장,서울중랑구,면목3.8동,상설장,135,매일,"농산물,축산물,가공식품,음식점업,기타소매업",N,N,37.58108117,127.0893792,12,1059,333193,314,1,2,1,1,1,1,1,100,1,2,2,2
신아타운,서울중랑구,신내2동,상설장,150,매일,"의류/신발,가정용품,음식점업,기타소매업",Y,Y,37.60645263,127.094707,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,2,1
우림골목시장,서울중랑구,망우본동,상설장,127,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,37.59677182,127.0982722,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,1,2
중랑교종합상가,서울중랑구,상봉2동,상설장,67,매일,"의류/신발,가정용품,음식점업,기타소매업,근린생활서비스업",Y,Y,37.59294806,127.0771147,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,2,2
중랑동부시장(동부골목시장),서울중랑구,상봉2동,상설장,125,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.59244203,127.0763254,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,2,2
태능엔터피아,서울중랑구,중화2동,상설장,47,매일,"농산물,축산물,가공식품,기타소매업",Y,Y,37.59922257,127.0775053,12,1059,333193,314,1,1,1,1,1,1,1,100,1,1,2,1
명지시장,부산강서구,명지1동,상설장,115,매일,"수산물,기타소매업",Y,Y,35.11254126,128.931598,1,115,109845,955,1,1,1,1,1,1,1,60,1,1,1,2
구서오시게시장,부산금정구,구서1동,상설장,93,매일,"수산물,의류/신발,근린생활서비스",Y,Y,35.24735756,129.0897741,8,746,198602,266,1,1,1,1,1,1,1,100,1,1,1,2
금사제일상가시장,부산금정구,금사회동동,상설장,32,매일,"농산물,기타소매업",Y,N,35.22043665,129.1124628,8,746,198602,266,1,2,1,1,1,1,1,80,1,1,2,2
부곡상가시장,부산금정구,부곡1동,상설장,136,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.22548538,129.0915165,8,746,198602,266,1,2,1,1,1,1,1,100,1,1,1,2
서동시장,부산금정구,서3동,상설장,72,매일,"농산물,음식점업",Y,Y,35.21641237,129.1023592,8,746,198602,266,1,1,1,1,1,1,1,100,1,1,1,2
서동전통골목시장,부산금정구,서3동,상설장,175,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.21528357,129.1022459,8,746,198602,266,1,2,1,1,1,1,1,100,1,1,1,2
서동향토시장,부산금정구,서3동,상설장,153,매일,"농산물,가공식품,의류/신발,기타소매업",Y,N,35.21593693,129.1033546,8,746,198602,266,1,2,1,1,1,1,1,80,1,1,1,2
장성시장,부산금정구,장전1동,상설장,28,매일,"기타소매업,근린생활서비스업",Y,N,35.23744168,129.0855567,8,746,198602,266,1,2,1,1,1,1,1,100,1,1,1,2
장전상가시장,부산금정구,장전2동,상설장,57,매일,"가공식품,음식점업,기타소매업",Y,N,35.23084994,129.086107,8,746,198602,266,1,1,1,1,1,1,1,100,2,1,1,2
기장시장,부산기장군,기장읍,상설장,149,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.24406017,129.215363,1,149,122427,821,1,1,1,1,1,1,1,100,1,1,2,1
감만시장,부산남구,감만1동,상설장,63,매일,"농산물,축산물,기타소매업",Y,N,35.11634433,129.0821611,11,1181,222496,188,1,1,1,1,1,1,2,80,2,2,2,2
남광시장,부산남구,대연4동,상설장,57,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,N,35.12392263,129.0887175,11,1181,222496,188,1,1,1,1,1,1,2,20,2,1,2,2
대연시장,부산남구,대연5동,상설장,69,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.13567985,129.0884212,11,1181,222496,188,1,1,1,1,1,1,1,100,2,1,2,2
동성하이타운시장,부산남구,대연1동,상설장,340,매일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,Y,35.13357079,129.087532,11,1181,222496,188,1,1,1,1,1,1,1,100,2,1,2,2
못골골목시장,부산남구,대연5동,상설장,150,매일,"농산물,축산물,의류/신발,가정용품,기타소매업",Y,Y,35.13586148,129.0896366,11,1181,222496,188,1,1,1,1,1,1,1,100,1,1,2,2
새감만종합시장,부산남구,감만1동,상설장,30,매일,"농산물,가공식품,의류/신발,근린생활서비스업",Y,Y,35.1163335,129.0817109,11,1181,222496,188,1,1,1,1,1,1,1,100,1,1,2,2
용호1동골목시장,부산남구,용호1동,상설장,130,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,35.12436007,129.1102038,11,1181,222496,188,1,1,1,1,1,1,2,100,1,1,2,2
용호골목시장,부산남구,용호3동,상설장,113,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,35.11640737,129.1114604,11,1181,222496,188,1,1,1,1,1,1,1,100,1,1,1,2
용호삼성시장,부산남구,용호1동,상설장,37,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.12389935,129.1105376,11,1181,222496,188,1,1,1,1,1,1,1,100,1,1,2,2
용호시장,부산남구,용호2동,상설장,62,매일,"농산물,수산물,의류/신발,기타소매업,근린생활서비스",Y,Y,35.114912,129.1127729,11,1181,222496,188,1,1,1,1,1,1,2,80,1,1,1,2
우암골목시장,부산남구,우암동,상설장,130,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.12643197,129.0705809,11,1181,222496,188,1,2,1,1,2,2,2,90,2,1,2,2
부산자유시장,부산동구,범일2동,상설장,1776,매일,"의류/신발,가정용품,음식점업,근린생활서비스",Y,Y,35.14097365,129.0610402,9,3677,71745,19,1,1,1,1,1,1,1,100,1,1,2,1
부산남문시장,부산동구,범일2동,상설장,192,매일,의류/신발,Y,Y,35.13592461,129.058687,9,3677,71745,19,1,1,1,1,1,1,1,98,1,1,2,1
부산진시장,부산동구,범일2동,상설장,1070,매일,"의류/신발,가정용품,음식점업",Y,Y,35.13642339,129.0588362,9,3677,71745,19,1,1,1,1,1,1,1,100,1,1,1,1
성북시장,부산동구,범일1동,상설장,117,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.13873344,129.0487528,9,3677,71745,19,1,2,1,1,2,2,2,100,2,1,2,2
수정시장,부산동구,수정2동,상설장,69,매일,"가공식품,의류/신발,기타소매업,근린생활서비스",Y,Y,35.12825843,129.0463919,9,3677,71745,19,1,2,1,1,1,1,1,100,2,1,2,2
수정전통시장,부산동구,수정2동,상설장,115,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,35.13011972,129.0463697,9,3677,71745,19,1,2,1,1,1,2,2,100,1,2,2,2
초량상가시장,부산동구,초량2동,상설장,100,매일,"가공식품,기타소매업,근린생활서비스",Y,N,35.11890679,129.0399808,9,3677,71745,19,1,2,1,1,1,1,1,90,1,1,2,2
초량전통시장,부산동구,초량2동,상설장,158,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.11803874,129.0396675,9,3677,71745,19,1,1,1,1,1,1,1,69,1,1,1,2
범일골목시장,부산동구,범일1동,상설장,80,매일,"수산물,가공식품,가정용품,기타소매업",Y,N,35.14178489,129.0554918,9,3677,71745,19,1,2,2,2,2,2,2,100,2,2,2,2
국민시장,부산동래구,사직2동,상설장,78,매일,"농산물,수산물,가공식품,의류/신발",Y,Y,35.19840108,129.0582333,10,1213,217372,179,1,2,1,1,1,1,2,70,2,1,2,2
금성상가시장,부산동래구,온천2동,상설장,14,매일,"농산물,축산물,가공식품,기타소매업",Y,N,35.20817586,129.0719427,10,1213,217372,179,1,2,2,1,1,1,2,100,1,1,1,2
동래시장,부산동래구,복산동,상설장,343,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.20380872,129.0859386,10,1213,217372,179,1,1,1,1,1,1,1,70,1,1,2,2
명장시장,부산동래구,명장1동,상설장,46,매일,"가공식품,기타소매업",Y,N,35.20401286,129.1074835,10,1213,217372,179,1,1,1,1,1,1,1,100,2,1,1,2
사직시장,부산동래구,사직1동,상설장,140,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,N,35.20005591,129.0623187,10,1213,217372,179,1,1,1,1,1,1,1,100,1,1,1,2
서원시장,부산동래구,안락1동,상설장,53,매일,"농산물,수산물,가공식품,기타소매업",Y,Y,35.20038828,129.0990191,10,1213,217372,179,1,2,1,1,1,1,1,100,1,1,1,2
수안인정시장,부산동래구,수민동,상설장,243,매일,"축산물,수산물,가공식품,가정용품,기타소매업",Y,Y,35.20149621,129.0865801,10,1213,217372,179,1,2,1,1,1,1,2,100,1,1,1,2
안락상가시장,부산동래구,안락2동,상설장,59,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,N,35.1954983,129.1033164,10,1213,217372,179,1,2,1,1,1,1,1,100,1,1,1,2
온천인정시장,부산동래구,온천1동,상설장,129,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.22311398,129.0831495,10,1213,217372,179,1,2,1,1,1,1,2,100,1,1,1,2
충렬상가시장,부산동래구,안락2동,상설장,108,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.19809586,129.1099543,10,1213,217372,179,1,1,1,1,1,1,1,70,1,1,1,2
가야벽산상가,부산부산진구,가야2동,상설장,80,매일,"축산물,가공식품,음식점업,기타소매업",Y,Y,35.14661344,129.0269894,26,4728,283552,59,1,1,1,1,1,1,1,50,1,1,2,1
개금골목시장,부산부산진구,개금1동,상설장,195,매일,"농산물,축산물,수산물,가공식품",N,N,35.1518328,129.0247937,26,4728,283552,59,1,1,1,1,1,1,2,100,1,2,1,2
개금큰시장,부산부산진구,개금1동,상설장,67,매일,"농산물,수산물,가공식품,기타소매업,근린생활서비스업",Y,N,35.14853427,129.0178858,26,4728,283552,59,1,2,1,1,1,1,2,60,1,1,1,2
