,지자체,시장명,상인회 조직형태,상인회 가입점포 수 - 점포수,점포수,상인회_가입률
0,서울강남구,강남시장,임의단체,,70,
1,서울강남구,신사상가,,,90,
2,서울강남구,영동전통시장,법적단체,108,110,0.981818182
3,서울강남구,청담삼익시장,임의단체,,183,
4,서울강동구,고분다리전통시장,법적단체,75,106,0.70754717
5,서울강동구,길동복조리시장,법적단체,156,166,0.939759036
6,서울강동구,둔촌역전통시장,법적단체,116,125,0.928
7,서울강동구,명일전통시장,법적단체,85,90,0.944444444
8,서울강동구,성내전통시장,법적단체,78,82,0.951219512
9,서울강동구,암사종합시장,법적단체,113,113,1
10,서울강북구,강북북부시장,법적단체,29,50,0.58
11,서울강북구,동북시장,임의단체,22,28,0.785714286
12,서울강북구,수유북부시장,임의단체,,25,
13,서울강북구,수유시장,법적단체,56,60,0.933333333
14,서울강북구,수유재래시장,법적단체,110,110,1
15,서울강북구,수유전통시장(수유골목시장),법적단체,85,85,1
16,서울강북구,수유중앙시장,,,40,
17,서울강북구,수유프라자,임의단체,,88,
18,서울강북구,숭인시장,,,90,
19,서울강북구,우이시장,,,31,
20,서울강북구,장미원골목시장,법적단체,85,108,0.787037037
21,서울강서구,까치산시장,법적단체,138,138,1
22,서울강서구,남부골목시장,법적단체,149,153,0.973856209
23,서울강서구,남부화곡시장,,,20,
24,서울강서구,대원종합시장,,,40,
25,서울강서구,등마루시장,,,60,
26,서울강서구,방신전통시장,법적단체,91,94,0.968085106
27,서울강서구,신월중앙시장,임의단체,,30,
28,서울강서구,화곡본동시장,법적단체,50,50,1
29,서울강서구,화곡중앙골목시장,법적단체,54,58,0.931034483
30,서울관악구,관악신사시장,법적단체,100,104,0.961538462
31,서울관악구,봉일시장,,,24,
32,서울관악구,봉천제일종합시장,법적단체,25,30,0.833333333
33,서울관악구,봉천중앙시장,임의단체,,30,
34,서울관악구,봉천현대시장,법적단체,31,32,0.96875
35,서울관악구,신림종합시장,,,26,
36,서울관악구,신림중앙시장,법적단체,35,292,0.119863014
37,서울관악구,신림현대종합상가,법적단체,45,89,0.505617978
38,서울관악구,신신림시장,,,40,
39,서울관악구,신원시장,법적단체,119,121,0.983471074
40,서울관악구,우림시장,법적단체,0,95,0
41,서울관악구,인헌시장,법적단체,50,50,1
42,서울관악구,펭귄시장,법적단체,67,80,0.8375
43,서울광진구,광성시장,법적단체,132,132,1
44,서울광진구,노룬산골목시장(인정시장),법적단체,30,30,1
45,서울광진구,노룬산시장(건물형),임의단체,,58,
46,서울광진구,능동로골목시장,법적단체,76,87,0.873563218
47,서울광진구,신성종합시장(건물형),임의단체,,26,
48,서울광진구,영동교골목시장,법적단체,57,57,1
49,서울광진구,자양전통시장,법적단체,135,136,0.992647059
50,서울광진구,중곡제일전통시장(중곡제일시장),법적단체,137,137,1
51,서울광진구,화양제일골목시장,법적단체,60,63,0.952380952
52,서울구로구,가리봉시장,법적단체,61,66,0.924242424
53,서울구로구,개봉중앙시장,,,21,
54,서울구로구,개봉프라자,임의단체,40,98,0.408163265
55,서울구로구,고척근린시장,법적단체,66,69,0.956521739
56,서울구로구,구로시장,법적단체,145,159,0.911949686
57,서울구로구,남구로시장,법적단체,184,184,1
58,서울금천구,남문시장,법적단체,108,108,1
59,서울금천구,은행나무시장,법적단체,60,62,0.967741935
60,서울금천구,비단길현대시장,법적단체,228,228,1
61,서울노원구,공릉동도깨비시장,법적단체,103,106,0.971698113
62,서울도봉구,방학동도깨비시장,법적단체,88,88,1
63,서울도봉구,백운시장,법적단체,38,54,0.703703704
64,서울도봉구,쌍문시장,법적단체,0,96,0
65,서울도봉구,창동골목시장,법적단체,60,62,0.967741935
66,서울도봉구,창동신창시장,법적단체,77,77,1
67,서울동대문구,경동광성상가,법적단체,102,102,1
68,서울동대문구,경동시장,법적단체,362,678,0.533923304
69,서울동대문구,답십리시장,법적단체,50,56,0.892857143
70,서울동대문구,답십리현대시장,법적단체,90,101,0.891089109
71,서울동대문구,동부시장,임의단체,,30,
72,서울동대문구,동서시장,법적단체,43,43,1
73,서울동대문구,서울약령시장,법적단체,453,1007,0.449851043
74,서울동대문구,전농로터리시장,법적단체,75,85,0.882352941
75,서울동대문구,청량리농수산물시장,법적단체,110,121,0.909090909
76,서울동대문구,청량리수산시장,법적단체,100,100,1
77,서울동대문구,청량리전통시장,법적단체,70,103,0.67961165
78,서울동대문구,청량리종합시장,법적단체,135,135,1
79,서울동대문구,청량리청과물시장,법적단체,150,150,1
80,서울동대문구,청량종합도매시장(깡통시장),법적단체,50,56,0.892857143
81,서울동대문구,회기시장,법적단체,60,64,0.9375
82,서울동작구,강남시장,법적단체,0,30,0
83,서울동작구,남성시장,법적단체,113,153,0.738562092
84,서울동작구,남성역골목시장,법적단체,52,78,0.666666667
85,서울동작구,본동인정시장,,,30,
86,서울동작구,사당시장,,,18,
87,서울동작구,상도전통시장,법적단체,50,73,0.684931507
88,서울동작구,성대시장,,,43,
89,서울동작구,성대전통시장,법적단체,91,104,0.875
90,서울마포구,공덕시장,법적단체,67,170,0.394117647
91,서울마포구,동진시장,임의단체,,19,
92,서울마포구,마포농수산물시장,법적단체,78,121,0.644628099
93,서울마포구,마포시장,법적단체,60,90,0.666666667
94,서울마포구,망원동월드컵시장,법적단체,50,50,1
95,서울마포구,망원시장,법적단체,79,79,1
96,서울마포구,서교시장,법적단체,24,63,0.380952381
97,서울마포구,아현시장,법적단체,137,150,0.913333333
98,서울마포구,영진시장,임의단체,,61,
99,서울서대문구,백련시장,법적단체,28,66,0.424242424
100,서울서대문구,연희사러가,법적단체,22,30,0.733333333
101,서울서대문구,영천시장,법적단체,135,135,1
102,서울서대문구,유진상가,법적단체,65,67,0.970149254
103,서울서대문구,인왕시장,임의단체,,158,
104,서울서초구,남부종합시장,임의단체,83,134,0.619402985
105,서울서초구,양재시장,,,31,
106,서울성동구,금남시장,법적단체,102,104,0.980769231
107,서울성동구,뚝도시장,법적단체,130,133,0.977443609
108,서울성동구,마장축산물시장,법적단체,597,1900,0.314210526
109,서울성동구,용답상가시장,임의단체,175,175,1
110,서울성북구,길음시장,법적단체,82,138,0.594202899
111,서울성북구,돈암시장,임의단체,102,106,0.962264151
112,서울성북구,돌곶이시장(구 석관황금시장),법적단체,74,92,0.804347826
113,서울성북구,장위전통시장,법적단체,62,64,0.96875
114,서울성북구,정릉시장,법적단체,87,120,0.725
115,서울성북구,정릉아리랑시장,법적단체,50,54,0.925925926
116,서울송파구,마천시장,법적단체,63,69,0.913043478
117,서울송파구,마천중앙시장,법적단체,138,139,0.992805755
118,서울송파구,방이시장,법적단체,107,136,0.786764706
119,서울송파구,새마을시장,법적단체,107,107,1
120,서울송파구,석촌시장,법적단체,50,60,0.833333333
121,서울송파구,풍납시장,법적단체,121,160,0.75625
122,서울양천구,경창시장,임의단체,50,50,1
123,서울양천구,목2동시장,,,96,
124,서울양천구,목동깨비시장 (목3동시장),법적단체,95,105,0.904761905
125,서울양천구,목사랑시장 (목4동시장),법적단체,85,85,1
126,서울양천구,신월1동신영시장,법적단체,110,127,0.866141732
127,서울양천구,우성상가시장,임의단체,8,9,0.888888889
128,서울양천구,월정로시장,,,123,
129,서울영등포구,대림중앙시장,법적단체,85,91,0.934065934
130,서울영등포구,대신시장,법적단체,152,202,0.752475248
131,서울영등포구,동남상가,법적단체,54,73,0.739726027
132,서울영등포구,삼구시장,법적단체,48,59,0.813559322
133,서울영등포구,영신상가,법적단체,80,99,0.808080808
134,서울영등포구,영일시장,법적단체,100,120,0.833333333
135,서울영등포구,영진시장(A동),임의단체,,57,
136,서울용산구,만리시장,임의단체,,33,
137,서울용산구,보광시장,임의단체,,27,
138,서울용산구,신흥시장,법적단체,65,65,1
139,서울용산구,용산용문시장,법적단체,154,155,0.993548387
140,서울용산구,이촌종합시장,법적단체,100,100,1
141,서울용산구,이태원시장,임의단체,,105,
142,서울용산구,후암시장,법적단체,42,48,0.875
143,서울은평구,대림골목시장,법적단체,53,76,0.697368421
144,서울은평구,대림시장,법적단체,63,65,0.969230769
145,서울은평구,대조시장,법적단체,102,105,0.971428571
146,서울은평구,신응암시장,법적단체,33,52,0.634615385
147,서울은평구,연서시장,법적단체,90,91,0.989010989
148,서울은평구,제일시장,법적단체,48,55,0.872727273
149,서울은평구,증산종합시장,법적단체,40,114,0.350877193
150,서울종로구,광장시장,법적단체,280,300,0.933333333
151,서울종로구,동대문종합시장,임의단체,0,4300,0
152,서울종로구,동대문종합시장D동상가,법적단체,900,1050,0.857142857
153,서울종로구,동문시장㈜,임의단체,160,320,0.5
154,서울종로구,신설종합시장,임의단체,80,156,0.512820513
155,서울종로구,종로신진시장,법적단체,86,104,0.826923077
156,서울종로구,통인시장,법적단체,75,85,0.882352941
157,서울종로구,한일상가,임의단체,38,228,0.166666667
158,서울종로구,동대문종합시장 신관(동대문쇼핑타운),임의단체,0,400,0
159,서울중구,광희패션몰,법적단체,1150,1190,0.966386555
160,서울중구,남대문시장,법적단체,3600,5400,0.666666667
161,서울중구,남평화시장,법적단체,430,500,0.86
162,서울중구,대림상가,법적단체,243,410,0.592682927
163,서울중구,동평화시장,법적단체,1030,1280,0.8046875
164,서울중구,동화상가,임의단체,,975,
165,서울중구,방산종합시장,법적단체,280,1240,0.225806452
166,서울중구,에리어식스(벨포스트),법적단체,205,393,0.521628499
167,서울중구,삼익패션타운,법적단체,527,1062,0.496233522
168,서울중구,서울중앙시장,법적단체,204,216,0.944444444
169,서울중구,숭례문수입상가,법적단체,535,565,0.946902655
170,서울중구,신중부시장,법적단체,396,749,0.52870494
171,서울중구,신중앙시장,법적단체,107,114,0.938596491
172,서울중구,신평화패션타운,법적단체,906,1266,0.71563981
173,서울중구,약수시장,임의단체,91,219,0.415525114
174,서울중구,자유상가,법적단체,100,180,0.555555556
175,서울중구,제일평화시장,법적단체,750,800,0.9375
176,서울중구,청평화시장,임의단체,965,1037,0.930568949
177,서울중구,통일상가,법적단체,339,627,0.540669856
178,서울중구,평화시장,법적단체,1300,2170,0.599078341
179,서울중구,황학시장,법적단체,108,116,0.931034483
180,서울중랑구,동성타워프라자,임의단체,55,83,0.662650602
181,서울중랑구,동원전통종합시장,법적단체,124,127,0.976377953
182,서울중랑구,면목골목시장,법적단체,92,93,0.989247312
183,서울중랑구,사가정시장,법적단체,135,135,1
184,서울중랑구,신아타운,임의단체,,150,
185,서울중랑구,우림골목시장,법적단체,127,127,1
186,서울중랑구,중랑교종합상가,,,67,
187,서울중랑구,중랑동부시장(동부골목시장),법적단체,121,125,0.968
188,서울중랑구,태능엔터피아,임의단체,0,47,0
189,부산강서구,명지시장,임의단체,105,115,0.913043478
190,부산금정구,구서오시게시장,법적단체,93,93,1
191,부산금정구,금사제일상가시장,임의단체,22,32,0.6875
192,부산금정구,부곡상가시장,법적단체,82,136,0.602941176
193,부산금정구,서동시장,법적단체,60,72,0.833333333
194,부산금정구,서동전통골목시장,법적단체,170,175,0.971428571
195,부산금정구,서동향토시장,법적단체,147,153,0.960784314
196,부산금정구,장성시장,법적단체,24,28,0.857142857
197,부산금정구,장전상가시장,법적단체,42,57,0.736842105
198,부산기장군,기장시장,임의단체,135,149,0.906040268
199,부산남구,감만시장,법적단체,50,63,0.793650794
200,부산남구,남광시장,임의단체,44,57,0.771929825
201,부산남구,대연시장,법적단체,66,69,0.956521739
202,부산남구,동성하이타운시장,법적단체,47,340,0.138235294
203,부산남구,못골골목시장,임의단체,147,150,0.98
204,부산남구,새감만종합시장,임의단체,20,30,0.666666667
205,부산남구,용호1동골목시장,법적단체,32,130,0.246153846
206,부산남구,용호골목시장,법적단체,110,113,0.973451327
207,부산남구,용호삼성시장,법적단체,27,37,0.72972973
208,부산남구,용호시장,법적단체,60,62,0.967741935
209,부산남구,우암골목시장,임의단체,30,130,0.230769231
210,부산동구,부산자유시장,법적단체,1483,1776,0.835022523
211,부산동구,부산남문시장,법적단체,170,192,0.885416667
212,부산동구,부산진시장,법적단체,1044,1070,0.975700935
213,부산동구,성북시장,법적단체,80,117,0.683760684
214,부산동구,수정시장,법적단체,68,69,0.985507246
215,부산동구,수정전통시장,법적단체,110,115,0.956521739
216,부산동구,초량상가시장,법적단체,40,100,0.4
217,부산동구,초량전통시장,법적단체,157,158,0.993670886
218,부산동구,범일골목시장,법적단체,50,80,0.625
219,부산동래구,국민시장,임의단체,49,78,0.628205128
220,부산동래구,금성상가시장,임의단체,,14,
221,부산동래구,동래시장,법적단체,332,343,0.967930029
222,부산동래구,명장시장,임의단체,,46,
223,부산동래구,사직시장,법적단체,10,140,0.071428571
224,부산동래구,서원시장,임의단체,49,53,0.924528302
225,부산동래구,수안인정시장,법적단체,117,243,0.481481481
226,부산동래구,안락상가시장,임의단체,59,59,1
227,부산동래구,온천인정시장,법적단체,86,129,0.666666667
228,부산동래구,충렬상가시장,임의단체,33,108,0.305555556
229,부산부산진구,가야벽산상가,법적단체,75,80,0.9375
230,부산부산진구,개금골목시장,법적단체,195,195,1
231,부산부산진구,개금큰시장,법적단체,0,67,0
232,부산부산진구,골드테마거리,법적단체,324,324,1
233,부산부산진구,국제상가,법적단체,0,100,0
234,부산부산진구,당감골목시장,법적단체,79,125,0.632
235,부산부산진구,당감새시장,법적단체,121,121,1
236,부산부산진구,당감시장,법적단체,0,43,0
237,부산부산진구,동평새시장,법적단체,62,65,0.953846154
238,부산부산진구,부산전자종합시장,법적단체,130,135,0.962962963
239,부산부산진구,부산평화시장,법적단체,460,900,0.511111111
240,부산부산진구,부전기장골목시장,법적단체,60,60,1
241,부산부산진구,부전농수산물새벽시장,임의단체,305,330,0.924242424
242,부산부산진구,부전상가,법적단체,650,735,0.884353741
243,부산부산진구,부전시장,법적단체,225,229,0.982532751
244,부산부산진구,부전인삼시장,법적단체,60,60,1
245,부산부산진구,서면시장,법적단체,183,209,0.875598086
246,부산부산진구,서면종합시장,법적단체,240,260,0.923076923
247,부산부산진구,서면중앙시장,임의단체,129,150,0.86
248,부산부산진구,성곡종합시장,임의단체,52,58,0.896551724
249,부산부산진구,양정시장,법적단체,50,110,0.454545455
250,부산부산진구,양정전통시장,법적단체,97,98,0.989795918
251,부산부산진구,연지시장,법적단체,83,83,1
252,부산부산진구,전포놀이터시장,법적단체,58,70,0.828571429
253,부산부산진구,초읍시장,임의단체,28,58,0.482758621
254,부산북구,구포축산물도매시장,법적단체,195,205,0.951219512
255,부산북구,덕천시장,임의단체,60,112,0.535714286
256,부산북구,만덕2동제일상가시장,임의단체,35,47,0.744680851
257,부산북구,만덕시장,법적단체,22,47,0.468085106
258,부산북구,정이있는구포시장,법적단체,450,1036,0.434362934
259,부산사상구,감전시장,법적단체,128,146,0.876712329
260,부산사상구,감전제일상가시장,법적단체,49,57,0.859649123
261,부산사상구,구덕대림상가,임의단체,26,29,0.896551724
262,부산사상구,르네시떼시장,법적단체,660,2620,0.251908397
263,부산사상구,모라전통시장,법적단체,76,83,0.915662651
264,부산사상구,복이있는덕포시장,법적단체,170,175,0.971428571
265,부산사상구,부산산업용재유통상가,법적단체,751,841,0.892984542
266,부산사상구,부산산업용품상협동조합,법적단체,906,1006,0.900596421
267,부산사상구,부산새벽시장,법적단체,281,295,0.952542373
268,부산사상구,사상시장,법적단체,96,205,0.468292683
269,부산사상구,영해종합시장,,,30,
270,부산사상구,우신종합상가,법적단체,0,189,0
271,부산사상구,주례럭키종합상가,법적단체,67,78,0.858974359
