시장명,지자체,시도명,시군구명,시군구명_원본,행정동코드,행정동명,도로명주소코드,도로명주소명,우편번호,격자코드,위치경도,위치위도
아미시장,부산서구,부산,서구,서구,2614061500,아미동,2.61E+11,부산 서구 아미초장로 132,49245,마라383793,129.0174795,35.0996515
충무동골목시장,부산서구,부산,서구,서구,2614064000,충무동,2.61E+11,부산 서구 충무대로267번길 5,49253,마라388787,129.0236516,35.09428203
충무동새벽시장,부산서구,부산,서구,서구,2614065000,남부민1동,2.61E+11,부산 서구 해안새벽시장길 68,49254,마라389786,129.0247388,35.09329448
충무동해안시장,부산서구,부산,서구,서구,2614064000,충무동,2.61E+11,부산 서구 자갈치로 14-12,49254,마라390789,129.0259959,35.09588256
광안시장,부산수영구,부산,수영구,수영구,2650079000,광안4동,2.65E+11,부산 수영구 수영로603번길 18,48254,마라468861,129.1124667,35.16011763
광안어패류시장,부산수영구,부산,수영구,수영구,2650080000,민락동,2.65E+11,부산 수영구 민락수변로7번길 19,48283,마라479856,129.1245342,35.15559064
광안종합시장,부산수영구,부산,수영구,수영구,2650076000,광안1동,2.65E+11,부산 수영구 무학로49번길 71,48268,마라473866,129.1181777,35.16442161
남천해변시장,부산수영구,부산,수영구,수영구,2650066000,남천1동,2.65E+11,부산 수영구 광안해변로15번길 77,48313,마라465838,129.1090408,35.13915613
동방시장,부산수영구,부산,수영구,수영구,2650080000,민락동,2.65E+11,부산 수영구 감포로8번길 10,48277,마라476860,129.1212751,35.15912351
망미삼성상가시장,부산수영구,부산,수영구,수영구,2650074000,망미1동,2.65E+11,부산 수영구 망미로30번길 23,48238,마라457871,129.1008259,35.16860867
망미새상가시장,부산수영구,부산,수영구,수영구,2650074000,망미1동,2.65E+11,부산 수영구 연수로275번길 9,48208,마라457876,129.1007557,35.17361624
망미종합시장,부산수영구,부산,수영구,수영구,2650074000,망미1동,2.65E+11,부산 수영구 연수로310번길 16,48235,마라460874,129.1035626,35.17180242
망미중앙시장,부산수영구,부산,수영구,수영구,2650075000,망미2동,2.65E+11,부산 수영구 과정로 6-5,48219,마라465875,129.1093334,35.17236834
민락골목시장,부산수영구,부산,수영구,수영구,2650080000,민락동,2.65E+11,부산 수영구 광안해변로277번길 39,48286,마라478859,129.1236523,35.15760964
민락씨랜드시장,부산수영구,부산,수영구,수영구,2650080000,민락동,2.65E+11,부산 수영구 광안해변로 299,48290,마라481858,129.1263963,35.15697403
민락어패류시장,부산수영구,부산,수영구,수영구,2650080000,민락동,2.65E+11,부산 수영구 광안해변로 278,48283,마라479857,129.1243511,35.1556955
민락회타운시장,부산수영구,부산,수영구,수영구,2650080000,민락동,1.15E+11,부산 수영구 광남로 158,48284,마라474856,129.1186411,35.15516031
삼익비치A상가시장,부산수영구,부산,수영구,수영구,2650067000,남천2동,2.65E+11,부산 수영구 광안해변로 100,48305,마라471843,129.1153663,35.14375309
삼익비치B상가시장,부산수영구,부산,수영구,수영구,2650067000,남천2동,2.65E+11,부산 수영구 광안해변로 122,48305,마라471845,129.1149654,35.14579319
세흥시장,부산수영구,부산,수영구,수영구,2650066000,남천1동,2.65E+11,부산 수영구 남천바다로 16,48314,마라468849,129.1123157,35.14940673
수영팔도시장,부산수영구,부산,수영구,수영구,2650073000,수영동,2.65E+11,부산 수영구 수영로725번길 36,48227,마라472871,129.1168966,35.16878215
현대종합상가시장,부산수영구,부산,수영구,수영구,2650073000,수영동,2.65E+11,부산 수영구 수영로741번길 12,48222,마라475871,129.1207324,35.16840801
거성시장,부산연제구,부산,연제구,연제구,2647062000,거제2동,2.63E+11,부산 연제구 아시아드대로 56,47525,마라427894,129.0682199,35.19000574
거제시장,부산연제구,부산,연제구,연제구,2647063000,거제3동,2.65E+11,부산 연제구 거제시장로14번길 28,47544,마라431885,129.0726611,35.18188886
연동시장,부산연제구,부산,연제구,연제구,2647065000,연산1동,2.65E+11,부산 연제구 연동로8번길 22,47552,마라449893,129.0925228,35.18884338
연미새시장,부산연제구,부산,연제구,연제구,2647070000,연산6동,2.65E+11,부산 연제구 배산로 22,47594,마라452877,129.0945796,35.17412578
연일시장,부산연제구,부산,연제구,연제구,2647068000,연산4동,2.64E+11,부산 연제구 고분로 24,47578,마라443889,129.0848775,35.18557217
연천시장,부산연제구,부산,연제구,연제구,2647072000,연산8동,2.65E+11,부산 연제구 과정로276번길 28,47564,마라454894,129.0980891,35.18978408
영남종합시장,부산연제구,부산,연제구,연제구,2647069000,연산5동,2.61E+11,부산 연제구 중앙대로 1031,47542,마라435884,129.0770184,35.18077479
남항시장,부산영도구,부산,영도구,영도구,2620054000,영선1동,2.62E+11,부산 영도구 절영로49번길 73-5,49053,마라405781,129.0422626,35.08890761
영도봉래시장,부산영도구,부산,영도구,영도구,2620059000,봉래1동,2.62E+11,부산 영도구 태종로105번길 36,49035,마라406786,129.0432815,35.09272088
청학시장,부산영도구,부산,영도구,영도구,2620063000,청학1동,2.62E+11,부산 영도구 태종로316번길 1,49023,마라422790,129.0603435,35.09660365
남포동건어물도매시장,부산중구,부산,중구,중구,2611058000,남포동,2.61E+11,부산 중구 용미길10번길 1,48984,마라398790,129.0347275,35.09683833
국제시장,부산중구,부산,중구,중구,2611057000,광복동,2.61E+11,부산 중구 국제시장2길 25,48945,마라392795,129.0283106,35.10154027
만물의거리시장,부산중구,부산,중구,중구,2611057000,광복동,2.61E+11,부산 중구 국제시장2길 24-1,48946,마라393795,129.0285474,35.10148926
보수종합시장,부산중구,부산,중구,중구,2611054500,보수동,2.61E+11,부산 중구 보수대로 94,48966,마라386798,129.0218075,35.10421143
부산데파트,부산중구,부산,중구,중구,2611051000,중앙동,2.61E+11,부산 중구 중앙대로 2,48944,마라400791,129.0366323,35.0979849
부산자갈밭시장,부산중구,부산,중구,중구,2611058000,남포동,2.61E+11,부산 중구 자갈치해안로 52,48983,마라395790,129.0305837,35.09661378
부평깡통시장,부산중구,부산,중구,중구,2611056000,부평동,2.61E+11,부산 중구 부평1길 48,48977,마라390795,129.0260206,35.1015592
새영주시장,부산중구,부산,중구,중구,2611059000,영주1동,2.61E+11,부산 중구 초량중로 6,48911,마라400808,129.0363017,35.11270202
신동아수산물종합시장,부산중구,부산,중구,중구,2611058000,남포동,2.61E+11,부산 중구 자갈치로 42,48983,마라393790,129.0286701,35.09672134
신창상가,부산중구,부산,중구,중구,2611057000,광복동,2.61E+11,부산 중구 중구로34번길 21-1,48947,마라394795,129.0302005,35.10117897
신천지시장,부산중구,부산,중구,중구,2611058000,남포동,2.61E+11,부산 중구 자갈치로 33,48982,마라392790,129.0278397,35.09705479
아리랑거리,부산중구,부산,중구,중구,2611057000,광복동,2.61E+11,부산 중구 중구로30번길 12,48946,마라393794,129.0289689,35.10045748
영주시장,부산중구,부산,중구,중구,2611059000,영주1동,2.61E+11,부산 중구 대영로 242,48922,마라400807,129.0369848,35.11189976
월드밸리,부산중구,부산,중구,중구,2611056000,부평동,2.61E+11,부산 중구 대청로 60,48977,마라391796,129.0263584,35.10280429
자갈치시장,부산중구,부산,중구,중구,2611058000,남포동,2.61E+11,부산 중구 자갈치해안로 52,48983,마라395790,129.0305837,35.09661378
창선상가,부산중구,부산,중구,중구,2611056000,부평동,2.61E+11,부산 중구 중구로 45,48978,마라392796,129.0277411,35.10194037
반송큰시장(반송2동시장),부산해운대구,부산,해운대구,해운대구,2635062000,반송2동,2.64E+11,부산 해운대구 윗반송로51번길 86,48007,마라507941,129.1562096,35.23111739
반송골목시장,부산해운대구,부산,해운대구,해운대구,2635061000,반송1동,2.64E+11,부산 해운대구 아랫반송로39번길 18-3,48019,마라501933,129.1503333,35.22428809
반송시장,부산해운대구,부산,해운대구,해운대구,2635061000,반송1동,2.64E+11,부산 해운대구 아랫반송로21번길 41,48017,마라499935,129.14805,35.22647416
반여2동상가시장,부산해운대구,부산,해운대구,해운대구,2635058000,반여2동,2.64E+11,부산 해운대구 해운대로61번길 95-83,48029,마라483901,129.1290477,35.1960262
반여3동골목시장,부산해운대구,부산,해운대구,해운대구,2635059000,반여3동,2.64E+11,부산 해운대구 재반로256번길 8,48025,마라485906,129.1320531,35.19993941
반여시장,부산해운대구,부산,해운대구,해운대구,2635058000,반여2동,2.64E+11,부산 해운대구 재반로226번길 48,48026,마라487903,129.1334271,35.1977028
우동종합상가시장,부산해운대구,부산,해운대구,해운대구,2635052000,우2동,2.64E+11,부산 해운대구 해운대로383번길 37-10,48062,마라492873,129.1388575,35.17067972
재송시장,부산해운대구,부산,해운대구,해운대구,2635065000,재송1동,2.64E+11,부산 해운대구 재송1로60번길 16,48055,마라478891,129.1236759,35.18658572
재송한마음시장,부산해운대구,부산,해운대구,해운대구,2635065000,재송1동,2.64E+11,부산 해운대구 재반로 81-20,48055,마라479890,129.1246062,35.18607539
좌동재래시장,부산해운대구,부산,해운대구,해운대구,2635055100,좌1동,2.64E+11,부산 해운대구 좌동로91번길 20,48079,마라524877,129.1744556,35.17306907
해운대시장,부산해운대구,부산,해운대구,해운대구,2635053000,중1동,2.64E+11,부산 해운대구 구남로41번길 22-1,48095,마라513863,129.1623153,35.16140387
관문상가시장,대구남구,대구,남구,남구,2720066000,대명11동,2.72E+11,대구 남구 월배로 494,42482,라마954605,128.5572814,35.83654368
관문시장,대구남구,대구,남구,남구,2720066000,대명11동,2.72E+11,대구 남구 관문시장2길 43,42498,라마956604,128.5590637,35.83553597
광덕시장,대구남구,대구,남구,남구,2720064000,대명9동,2.72E+11,대구 남구 자유6길 50,42452,라마977606,128.5824169,35.8371932
남부시장,대구남구,대구,남구,남구,2720056000,대명1동,2.72E+11,대구 남구 현충로19길 43,42470,라마972610,128.5769294,35.84140252
대명시장,대구남구,대구,남구,남구,2720058600,대명3동,2.71E+11,대구 남구 명덕로 60,42400,라마972629,128.5771651,35.85840896
대명신시장,대구남구,대구,남구,남구,2720058600,대명3동,2.72E+11,대구 남구 명덕로14길 16,42400,라마972629,128.576886,35.85802009
대명중앙시장,대구남구,대구,남구,남구,2720061000,대명6동,2.72E+11,대구 남구 대명로20길 56,42494,라마964605,128.5677075,35.83680695
명덕시장,대구남구,대구,남구,남구,2720060000,대명5동,2.72E+11,대구 남구 대명로57길 10-46,42418,라마982614,128.5882688,35.84479575
봉덕시장,대구남구,대구,남구,남구,2720053000,봉덕1동,2.72E+11,대구 남구 대봉로17길 5-3,42439,라마996615,128.6036912,35.84571081
봉덕신시장,대구남구,대구,남구,남구,2720053000,봉덕1동,2.72E+11,대구 남구 봉덕로 115,42439,라마996615,128.603414,35.84510444
성당시장,대구남구,대구,남구,남구,2720059000,대명4동,2.72E+11,대구 남구 성당로 196,42454,라마968620,128.5729695,35.85016855
안지랑시장,대구남구,대구,남구,남구,2720064000,대명9동,2.72E+11,대구 남구 안지랑로16길 67,42487,라마971605,128.5751543,35.83685644
영선신시장,대구남구,대구,남구,남구,2720057100,대명2동,2.72E+11,대구 남구 중앙대로48길 36,42424,라마986623,128.5929207,35.85230523
달서송림시장,대구달서구,대구,달서구,달서구,2729065000,본동,2.73E+11,대구 달서구 구마로 176,42735,라마945605,128.5470721,35.83686121
달서시장,대구달서구,대구,달서구,달서구,2729059000,본리동,1.16E+11,대구 달서구 당산로 35,42676,라마943609,128.5442419,35.84019458
대곡시장,대구달서구,대구,달서구,달서구,2729062800,도원동,2.73E+11,대구 달서구 도원로 24,42832,라마935572,128.5354588,35.80758305
대구대동시장,대구달서구,대구,달서구,달서구,2729062500,상인2동,2.73E+11,대구 달서구 상원로 22-24,42791,라마937577,128.5377864,35.81167078
대구예전우시장,대구달서구,대구,달서구,달서구,2729053500,두류1.2동,2.73E+11,대구 달서구 야외음악당로47길 111,42659,라마958629,128.5620318,35.85853624
도원시장,대구달서구,대구,달서구,달서구,2729062800,도원동,2.73E+11,대구 달서구 도원로동길 8,42833,라마936572,128.5367189,35.8075801
두류종합시장,대구달서구,대구,달서구,달서구,2729051500,성당동,2.73E+11,대구 달서구 당산동길 9,42654,라마943615,128.5451423,35.84549251
보성은하상가,대구달서구,대구,달서구,달서구,2729062400,상인1동,1.13E+11,대구 달서구 월곡로 320,42749,라마934590,128.5342978,35.82358281
상원시장,대구달서구,대구,달서구,달서구,2729062600,상인3동,2.73E+11,대구 달서구 상인로 9,42815,라마949574,128.5512851,35.80902715
상인영남상가,대구달서구,대구,달서구,달서구,2729062400,상인1동,2.73E+11,대구 달서구 상인서로 76,42807,라마941582,128.5425774,35.8165179
서남시장,대구달서구,대구,달서구,달서구,2729056300,죽전동,2.72E+11,대구 달서구 달구벌대로329길 17,42641,라마943624,128.5451734,35.85436693
서남신시장,대구달서구,대구,달서구,달서구,2729056300,죽전동,2.72E+11,대구 달서구 달구벌대로329길 10,42641,라마944624,128.5459007,35.85401333
서대구시장,대구달서구,대구,달서구,달서구,2729053500,두류1.2동,2.73E+11,대구 달서구 명덕로2길 30,42662,라마966632,128.5706868,35.86059821
성서보성화성상가,대구달서구,대구,달서구,달서구,2729057700,이곡2동,2.73E+11,대구 달서구 계대동문로 99,42611,라마906625,128.5041213,35.85566367
송경종합시장,대구달서구,대구,달서구,달서구,2729063000,송현1동,2.73E+11,대구 달서구 앞산순환로49길 73,42820,라마949594,128.5516336,35.82709695
송현주공시장(월촌역시장),대구달서구,대구,달서구,달서구,2729063000,송현1동,2.73E+11,대구 달서구 송현로12안길 38,42824,라마946589,128.5481771,35.82274056
신내당시장,대구달서구,대구,달서구,달서구,2729055000,두류3동,2.73E+11,대구 달서구 야외음악당로39길 62,42648,라마951625,128.5538543,35.854621
와룡시장,대구달서구,대구,달서구,달서구,2729058500,신당동,2.73E+11,대구 달서구 성서서로69길 7,42609,라마902626,128.4993262,35.85581625
성서용산시장,대구달서구,대구,달서구,달서구,2729057200,용산2동,2.62E+11,대구 달서구 성지로 66-1,42617,라마922625,128.5213741,35.85513785
용산종합큰시장,대구달서구,대구,달서구,달서구,2729057100,용산1동,2.73E+11,대구 달서구 달구벌대로301길 187-11,42627,라마931628,128.5311724,35.8580507
월배시장,대구달서구,대구,달서구,달서구,2729061500,진천동,2.73E+11,대구 달서구 월배로24길 13,42801,라마928579,128.5273978,35.81407427
월성청구시장,대구달서구,대구,달서구,달서구,2729060200,월성2동,2.64E+11,대구 달서구 학산로 17,42732,라마931594,128.5311036,35.82753061
두류신시장,대구달서구,대구,달서구,달서구,2729051500,성당동,2.73E+11,대구 달서구 당산동길 27,42654,라마944614,128.5462249,35.84527483
논공중앙시장,대구달성군,대구,달성군,달성군,2771025300,논공읍,2.77E+11,대구 달성군 논공읍 용호로2길 12,42986,라마856484,128.4465752,35.72840144
현풍백년도깨비시장,대구달성군,대구,달성군,달성군,2771026500,현풍읍,2.77E+11,대구 달성군 현풍읍 현풍로6길 5,43003,라마852446,128.4422285,35.69476056
화원시장,대구달성군,대구,달성군,달성군,2771025000,화원읍,2.77E+11,대구 달성군 화원읍 비슬로512길 58-5,42962,라마902565,128.4990942,35.8012922
공항시장,대구동구,대구,동구,동구,2714064000,지저동,2.71E+11,대구 동구 해동로3길 6,41044,마마027672,128.6382422,35.89639261
동구시장,대구동구,대구,동구,동구,2714060000,효목2동,2.71E+11,대구 동구 효목로 8,41239,마마028647,128.6395728,35.87405461
동대구역전시장,대구동구,대구,동구,동구,2714057000,신천3동,2.71E+11,대구 동구 동부로16길 18,41254,마마011647,128.6205677,35.87430058
동서시장,대구동구,대구,동구,동구,2714054100,신암5동,2.71E+11,대구 동구 아양로37길 51-1,41183,마마022663,128.6333701,35.88820415
목련시장,대구동구,대구,동구,동구,2714072000,안심1동,2.71E+11,대구 동구 반야월로30길 61-1,41114,마마087643,128.7046611,35.86998236
반야월종합시장,대구동구,대구,동구,동구,2714072000,안심1동,2.71E+11,대구 동구 율하동로 143,41118,마마085646,128.7024484,35.87240606
방촌시장,대구동구,대구,동구,동구,2714067000,방촌동,2.71E+11,대구 동구 동촌로46길 2,41160,마마051655,128.6644272,35.88130152
불로전통시장,대구동구,대구,동구,동구,2714073000,안심2동,2.71E+11,대구 동구 반야월로1길 7,41124,마마073648,128.6889732,35.87461007
송라시장,대구동구,대구,동구,동구,2714055500,신천1.2동,2.71E+11,대구 동구 동부로5길 10,41263,마마006647,128.6153112,35.87448539
평화시장,대구동구,대구,동구,동구,2714051000,신암1동,2.71E+11,대구 동구 아양로9길 6-6,41198,마마010656,128.6193995,35.88259978
대구능금시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성남로 197-15,41582,라마994650,128.6019681,35.87714991
대구청과시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성시장로 34,41583,라마996650,128.6039134,35.87702959
동대구시장,대구북구,대구,북구,북구,2723064500,대현동,2.72E+11,대구 북구 대현로20길 30,41570,마마001655,128.6090909,35.88107854
동대구신시장,대구북구,대구,북구,북구,2723064500,대현동,2.71E+11,대구 북구 대현로 100,41570,마마001656,128.6097908,35.88219144
산격종합시장,대구북구,대구,북구,북구,2723063000,산격3동,2.72E+11,대구 북구 대동로1길 34,41535,마마002674,128.6103517,35.89863699
삼성시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성시장로 42,41583,라마996651,128.6034802,35.8778191
서변중앙시장,대구북구,대구,북구,북구,2723069500,무태조야동,2.72E+11,대구 북구 호국로43길 27,41477,라마988699,128.596176,35.92100345
중앙시장,대구북구,대구,북구,북구,2723072500,태전1동,2.72E+11,대구 북구 태전로 15,41458,라마942699,128.5449078,35.92166388
칠곡시장,대구북구,대구,북구,북구,2723077000,읍내동,2.72E+11,대구 북구 칠곡중앙대로 526,41434,라마948722,128.551221,35.94252496
칠성시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성남로 229,41583,라마997649,128.605429,35.87631033
칠성진시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성시장로 19,41582,라마996649,128.6040649,35.87571938
팔달신시장,대구북구,대구,북구,북구,2723079000,노원동,1.14E+11,대구 북구 노원로 33,41497,라마962667,128.566322,35.8922884
산업용재관,대구북구,대구,북구,북구,2723062000,산격2동,2.72E+11,대구 북구 유통단지로 16,41518,라마998681,128.6063956,35.90496577
섬유제품관,대구북구,대구,북구,북구,2723062000,산격2동,2.72E+11,대구 북구 유통단지로 60,41518,마마001683,128.6096611,35.90627923
전기재료관,대구북구,대구,북구,북구,2723062000,산격2동,2.72E+11,대구 북구 유통단지로 38,41518,라마999681,128.6077132,35.9050606
전기조명관,대구북구,대구,북구,북구,2723062000,산격2동,2.72E+11,대구 북구 유통단지로 50,41518,마마000682,128.6082752,35.90569603
전자관,대구북구,대구,북구,북구,2723062000,산격2동,2.72E+11,대구 북구 유통단지로 45,41505,라마998684,128.6070187,35.90720316
전자상가,대구북구,대구,북구,북구,2723062000,산격2동,2.72E+11,대구 북구 유통단지로 25,41505,라마997682,128.604982,35.90545705
칠성본시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성시장로 15-1,41582,라마996648,128.60438,35.87551494
칠성전자주방시장,대구북구,대구,북구,북구,2723052600,칠성동,2.72E+11,대구 북구 칠성시장로 73-1,41582,라마994654,128.6015513,35.88023367
대평리시장,대구서구,대구,서구,서구,2717064000,평리3동,2.72E+11,대구 서구 문화로49길 25,41770,라마955651,128.5589346,35.87801117
새길시장,대구서구,대구,서구,서구,2717052500,내당2.3동,2.72E+11,대구 서구 달서로6길 3-1,41810,라마967636,128.5715679,35.86503889
서구시장,대구서구,대구,서구,서구,2717064000,평리3동,2.72E+11,대구 서구 국채보상로45길 33,41776,라마953646,128.5556896,35.87393762
서부시장,대구서구,대구,서구,서구,2717056500,비산2.3동,2.72E+11,대구 서구 달서로26길 7-2,41798,라마967646,128.5720469,35.87330956
신평리시장,대구서구,대구,서구,서구,2717065000,평리4동,2.72E+11,대구 서구 국채보상로52길 33,41826,라마957640,128.5606859,35.86809861
원고개시장,대구서구,대구,서구,서구,2717055000,비산1동,2.72E+11,대구 서구 통학로46길 48,41745,라마964653,128.5682981,35.88028036
원대신시장,대구서구,대구,서구,서구,2717069500,원대동,2.72E+11,대구 서구 달서로54길 6,41730,라마970659,128.5748006,35.88553463
이현시장,대구서구,대구,서구,서구,2717066100,평리6동,2.72E+11,대구 서구 문화로33길 24,41761,라마948649,128.5506362,35.87695054
중평시장,대구서구,대구,서구,서구,2717065000,평리4동,2.72E+11,대구 서구 서대구로17길 16,41835,라마951637,128.5539071,35.86537086
동성시장,대구수성구,대구,수성구,수성구,2726058000,수성2.3가동,2.73E+11,대구 수성구 들안로 285-57,42124,마마008627,128.6169564,35.85565852
수성시장,대구수성구,대구,수성구,수성구,2726058000,수성2.3가동,2.73E+11,대구 수성구 들안로 285-56,42124,마마008627,128.6170064,35.85565487
신매시장,대구수성구,대구,수성구,수성구,2726067000,고산1동,2.73E+11,대구 수성구 신매로16길 24-4,42275,마마092607,128.7097215,35.83727992
지산목련시장(지산종합시장),대구수성구,대구,수성구,수성구,2726065200,지산2동,2.73E+11,대구 수성구 용학로42길 9,42212,마마022588,128.631863,35.82079684
청구시장,대구수성구,대구,수성구,수성구,2726056000,만촌2동,2.73E+11,대구 수성구 만촌로 66,42049,마마033637,128.6442063,35.86484933
태백시장,대구수성구,대구,수성구,수성구,2726058000,수성2.3가동,2.73E+11,대구 수성구 들안로 281,42124,마마008626,128.616759,35.85518807
황금시장,대구수성구,대구,수성구,수성구,2726060200,황금2동,2.73E+11,대구 수성구 청솔로 19,42143,마마011618,128.6199562,35.84839977
교동시장,대구중구,대구,중구,중구,2711056500,성내1동,2.71E+11,대구 중구 교동2길 11,41910,라마991646,128.598366,35.87370057
남문시장,대구중구,대구,중구,중구,2711064000,남산1동,2.63E+11,대구 중구 명륜로 70,41968,라마985632,128.591983,35.86108085
동산상가,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로26길 65,41926,라마976641,128.5817199,35.86895466
명품프라자상가,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로28길 27,41926,라마975642,128.5809042,35.86990817
방천시장,대구중구,대구,중구,중구,2711068000,대봉1동,2.71E+11,대구 중구 달구벌대로446길 2,41951,라마998634,128.6059327,35.86223722
번개시장,대구중구,대구,중구,중구,2711056500,성내1동,2.71E+11,대구 중구 태평로 177-3,41903,라마991648,128.5981311,35.87508929
서문시장2지구종합상가,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로26길 25,41926,라마974641,128.5795313,35.86881467
서문시장5지구,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로26길 6,41928,라마973640,128.5784635,35.868085
서문시장건해산물상가,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로26안길 5,41927,라마974640,128.5794878,35.8681429
서문시장제1지구직물시장,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로28길 10,41926,라마974641,128.5798314,35.86939386
서문시장제1지구포목시장,대구중구,대구,중구,중구,2711059500,대신동,2.71E+11,대구 중구 큰장로28길 10,41926,라마974641,128.5798314,35.86939386
약령시장,대구중구,대구,중구,중구,2711057500,성내2동,2.71E+11,대구 중구 남성로 27-1,41934,라마983640,128.5899204,35.86812682
염매시장,대구중구,대구,중구,중구,2711057500,성내2동,1.11E+11,대구 중구 종로 11-9,41936,라마985639,128.5916802,35.86686804
서문시장4지구종합대체상가(베네시움),대구중구,대구,중구,중구,2711057500,성내2동,2.71E+11,대구 중구 달성로 18,41931,라마977638,128.5827232,35.86673048
강화중앙시장(a동b동),인천강화군,인천,강화군,강화군,2871025000,강화읍,2.87E+11,인천 강화군 강화읍 강화대로 429,23033,다사104724,126.4839146,37.74693259
강화터미널상가,인천강화군,인천,강화군,강화군,2871025000,강화읍,1.15E+11,인천 강화군 강화읍 중앙로 43,23037,다사110716,126.4904067,37.73977668
강화풍물시장,인천강화군,인천,강화군,강화군,2871025000,강화읍,1.15E+11,인천 강화군 강화읍 중앙로 17-9,23027,다사112717,126.4928692,37.74142155
계산시장,인천계양구,인천,계양구,계양구,2824561100,계산1동,2.82E+11,인천 계양구 계산시장길 10-18,21052,다사315491,126.7248527,37.5392795
계양산전통시장,인천계양구,인천,계양구,계양구,2824572000,계양2동,2.82E+11,인천 계양구 병방시장로61번길 4,21027,다사328501,126.7392428,37.54845862
작전시장,인천계양구,인천,계양구,계양구,2824562200,작전2동,2.82E+11,인천 계양구 봉오대로677번길 20,21091,다사314484,126.724325,37.53248718
석바위시장,인천미추홀구,인천,미추홀구,미추홀구,2817767000,주안6동,2.82E+11,인천 미추홀구 경인로471번길 7,22144,다사285403,126.6916171,37.45917121
신기시장,인천미추홀구,인천,미추홀구,미추홀구,2817768000,주안7동,2.82E+11,인천 미추홀구 인하로272번길 25,22216,다사273389,126.6782819,37.44689806
용현시장,인천미추홀구,인천,미추홀구,미추홀구,2817756000,용현3동,2.82E+11,인천 미추홀구 용삼길 13,22179,다사248401,126.6503744,37.45756117
인천남부종합시장,인천미추홀구,인천,미추홀구,미추홀구,2817768000,주안7동,2.82E+11,인천 미추홀구 인하로 274-30,22216,다사273390,126.6783959,37.44737537
인천용남시장,인천미추홀구,인천,미추홀구,미추홀구,2817754000,용현1.4동,2.82E+11,인천 미추홀구 인주대로266번길 17-1,22209,다사262395,126.6658494,37.45189805
토지금고시장,인천미추홀구,인천,미추홀구,미추홀구,2817757000,용현5동,2.82E+11,인천 미추홀구 낙섬중로38번길 5,22187,다사237395,126.6378022,37.45154989
학익시장,인천미추홀구,인천,미추홀구,미추홀구,2817759000,학익2동,2.82E+11,인천 미추홀구 한나루로 400,22219,다사261385,126.6649652,37.44351498
간석자유시장,인천남동구,인천,남동구,남동구,2820055000,간석3동,1.12E+11,인천 남동구 백범로 312-1,21511,다사306408,126.7153431,37.46388365
구월도매전통시장,인천남동구,인천,남동구,남동구,2820052100,구월3동,2.82E+11,인천 남동구 인하로 527,21575,다사296385,126.7052205,37.44324579
구월시장,인천남동구,인천,남동구,남동구,2820052200,구월4동,2.82E+11,인천 남동구 호구포로790번길 21-4,21534,다사310395,126.7204956,37.4528675
만수시장,인천남동구,인천,남동구,남동구,2820057000,만수2동,2.82E+11,인천 남동구 만수로27번길 4-13,21524,다사320403,126.732151,37.45998255
인천모래내전통시장,인천남동구,인천,남동구,남동구,2820052200,구월4동,2.82E+11,인천 남동구 구월로276번길 39,21534,다사311396,126.7213345,37.45383617
장승백이전통시장,인천남동구,인천,남동구,남동구,2820058300,만수6동,2.82E+11,인천 남동구 인주대로888번길 35,21591,다사323388,126.7351116,37.44657696
동부시장,인천동구,인천,동구,동구,2814063000,송림6동,2.81E+11,인천 동구 샛골로 164-5,22544,다사244423,126.6452481,37.47699808
송림공구상가,인천동구,인천,동구,동구,2814061000,송림4동,2.81E+11,인천 동구 봉수대로 98,22531,다사259430,126.6622109,37.4835908
송현시장,인천동구,인천,동구,동구,2814055500,송현1.2동,2.81E+11,인천 동구 화도진로44번길 18,22551,다사234422,126.6346428,37.47616144
인천산업유통사업협동조합,인천동구,인천,동구,동구,2814061000,송림4동,2.81E+11,인천 동구 방축로83번길 23,22530,다사252431,126.654796,37.48482772
중앙시장,인천동구,인천,동구,동구,2814055500,송현1.2동,1.15E+11,인천 동구 중앙로 68,22550,다사233421,126.6333451,37.47535282
현대시장,인천동구,인천,동구,동구,2814063000,송림6동,2.81E+11,인천 동구 송림로109번길 21,22544,다사245423,126.6461237,37.47748725
일신시장(부일종합시장),인천부평구,인천,부평구,부평구,2823767000,일신동,2.82E+11,인천 부평구 경인로1118번길 14-7,21419,다사330431,126.7432795,37.48472019
부평깡시장,인천부평구,인천,부평구,부평구,2823754000,부평4동,2.82E+11,인천 부평구 주부토로32번길 25,21391,다사316445,126.726541,37.49788794
