시장명,지자체,시도명,시군구명,시군구명_원본,행정동코드,행정동명,도로명주소코드,도로명주소명,우편번호,격자코드,위치경도,위치위도
함창시장,경북상주시,경북,상주시,상주시,4725025000,함창읍,4.73E+11,경북 상주시 함창읍 함창시장1길 45-6,37116,라바607412,128.1791443,36.56732433
화령시장,경북상주시,경북,상주시,상주시,4725041000,화서면,4.73E+11,경북 상주시 화서면 화령남6길 7,37139,라바403275,127.9506951,36.44479088
성주시장,경북성주군,경북,성주군,성주군,4784025000,성주읍,3.61E+11,경북 성주군 성주읍 시장길 43,40028,라마708689,128.2851061,35.91446617
구담공설시장,경북안동시,경북,안동시,안동시,4717034000,풍천면,4.72E+11,경북 안동시 풍천면 섬마길 7-9,36760,라바863386,128.4646132,36.54171572
안동구시장,경북안동시,경북,안동시,안동시,4717051000,중구동,2.62E+11,경북 안동시 번영1길 55,36695,마바098415,128.7278744,36.56581163
용상공설시장,경북안동시,경북,안동시,안동시,4717055500,용상동,4.51E+11,경북 안동시 경동로 862,36712,마바118409,128.7501645,36.55947134
중앙신시장,경북안동시,경북,안동시,안동시,4717058500,서구동,4.21E+11,경북 안동시 대안로 98-15,36698,마바095415,128.724162,36.56511672
풍산공설시장,경북안동시,경북,안동시,안동시,4717025000,풍산읍,4.72E+11,경북 안동시 풍산읍 하리들길 7-1,36621,라바963426,128.5765748,36.57720866
북문시장,경북안동시,경북,안동시,안동시,4717051000,중구동,4.72E+11,경북 안동시 북문옥정길 25,36692,마바102419,128.7326141,36.56852384
강구시장,경북영덕군,경북,영덕군,영덕군,4777031000,강구면,4.78E+11,경북 영덕군 강구면 강구시장1길 1-3,36458,마바686194,129.379731,36.35783489
남정시장,경북영덕군,경북,영덕군,영덕군,4777032000,남정면,4.78E+11,경북 영덕군 남정면 진불1길 31-3,36463,마바681114,129.3728808,36.28554802
영덕시장,경북영덕군,경북,영덕군,영덕군,4777025000,영덕읍,4.68E+11,경북 영덕군 영덕읍 남석길 23-48,36440,마바676248,129.3696948,36.40670644
영해만세시장,경북영덕군,경북,영덕군,영덕군,4777036000,영해면,4.78E+11,경북 영덕군 영해면 예주시장5길 21,36411,마바707398,129.407185,36.54089457
영양시장,경북영양군,경북,영양군,영양군,4776025000,영양읍,4.48E+11,경북 영양군 영양읍 시장5길 4,36541,마바444530,129.1159732,36.66434491
선비골전통시장,경북영주시,경북,영주시,영주시,4721055000,영주1동,2.92E+11,경북 영주시 중앙로83번길 40,36075,마바001701,128.6231913,36.82424293
신영주번개시장,경북영주시,경북,영주시,영주시,4721060000,휴천2동,4.72E+11,경북 영주시 꽃동산로 24,36115,마바000688,128.6218764,36.81259373
영주골목시장,경북영주시,경북,영주시,영주시,4721055000,영주1동,4.72E+11,경북 영주시 구성로378번길 36-13,36076,마바001701,128.6228703,36.82466754
영주공설시장,경북영주시,경북,영주시,영주시,4721052500,하망동,4.72E+11,경북 영주시 구성로330번길 30,36085,마바004699,128.6263204,36.82255573
영주문화시장,경북영주시,경북,영주시,영주시,4721055000,영주1동,2.92E+11,경북 영주시 중앙로83번길 32,36075,마바002701,128.6235621,36.8239126
영주소백쇼핑몰,경북영주시,경북,영주시,영주시,4721052500,하망동,4.72E+11,경북 영주시 중앙로80번길 33-12,36085,마바004700,128.62617,36.82348952
영주종합시장,경북영주시,경북,영주시,영주시,4721060000,휴천2동,4.72E+11,경북 영주시 선비로79번길 40-12,36115,마바000689,128.6221794,36.81360395
영주중앙시장,경북영주시,경북,영주시,영주시,4721055000,영주1동,4.72E+11,경북 영주시 영주로192번길 10-1,36096,라바999703,128.6209769,36.8257389
풍기인삼시장,경북영주시,경북,영주시,영주시,4721025000,풍기읍,4.32E+11,경북 영주시 풍기읍 인삼로 8,36024,라바912754,128.5236169,36.87302722
풍기중앙시장,경북영주시,경북,영주시,영주시,4721025000,풍기읍,2.62E+11,경북 영주시 풍기읍 동성로 73,36035,라바916751,128.528199,36.8706025
풍기토종인삼시장,경북영주시,경북,영주시,영주시,4721025000,풍기읍,4.32E+11,경북 영주시 풍기읍 인삼로 40,36027,라바911751,128.5223253,36.87043796
후생시장,경북영주시,경북,영주시,영주시,4721055000,영주1동,3.11E+11,경북 영주시 번영로173번길 34,36077,마바001704,128.6228327,36.82689921
금호공설시장,경북영천시,경북,영천시,영천시,4723025000,금호읍,1.12E+11,경북 영천시 금호읍 금호로 101,38877,마마238714,128.8733581,35.93166871
신녕공설시장,경북영천시,경북,영천시,영천시,4723032000,신녕면,4.72E+11,경북 영천시 신녕면 본관시장길 3,38803,마마159835,128.7874685,36.04209096
영천공설시장,경북영천시,경북,영천시,영천시,4723054000,완산동,4.22E+11,경북 영천시 시장4길 52,38889,마마297751,128.9385815,35.96424852
예천맛고을시장,경북예천군,경북,예천군,예천군,4790025000,예천읍,4.79E+11,경북 예천군 예천읍 맛고을길 57,36828,라바853514,128.454883,36.65688812
예천상설시장,경북예천군,경북,예천군,예천군,4790025000,예천읍,4.79E+11,경북 예천군 예천읍 상설시장2길 3-1,36820,라바854513,128.4561493,36.65599016
예천중앙시장,경북예천군,경북,예천군,예천군,4790025000,예천읍,2.82E+11,경북 예천군 예천읍 시장로 127,36820,라바856514,128.4578289,36.65743408
용궁시장,경북예천군,경북,예천군,예천군,4790038000,용궁면,4.79E+11,경북 예천군 용궁면 용궁시장길 9,36858,라바693457,128.2753721,36.60701802
풍양시장,경북예천군,경북,예천군,예천군,4790041000,풍양면,4.73E+11,경북 예천군 풍양면 낙상2길 37-13,36865,라바716349,128.2998052,36.50927274
울진바지게시장,경북울진군,경북,울진군,울진군,4793025000,울진읍,4.42E+11,경북 울진군 울진읍 읍내2길 13-6,36325,마바692898,129.4020697,36.99162911
죽변시장,경북울진군,경북,울진군,울진군,4793037000,죽변면,4.79E+11,경북 울진군 죽변면 죽변중앙로 168-14,36315,마바709973,129.4222539,37.05896818
평해시장,경북울진군,경북,울진군,울진군,4793025300,평해읍,4.79E+11,경북 울진군 평해읍 평해6길 12,36366,마바734605,129.4424364,36.72694528
후포시장,경북울진군,경북,울진군,울진군,4793038000,후포면,4.79E+11,경북 울진군 후포면 울진대게로 21,36370,마바737550,129.4442274,36.67787585
금성시장,경북의성군,경북,의성군,의성군,4773037000,금성면,4.31E+11,경북 의성군 금성면 탑리길 56-1,37356,마바061071,128.6814155,36.25617742
단촌정기시장,경북의성군,경북,의성군,의성군,4773031000,단촌면,1.12E+11,경북 의성군 단촌면 장터길 15,37327,마바052256,128.6739013,36.42254232
봉양시장,경북의성군,경북,의성군,의성군,4773038000,봉양면,4.77E+11,경북 의성군 봉양면 도리원6길 9-1,37362,라바971118,128.5815925,36.2992611
안계공설시장,경북의성군,경북,의성군,의성군,4773043000,안계면,4.77E+11,경북 의성군 안계면 안계시장길 14-11,37312,라바841211,128.4383448,36.38442423
의성공설재래시장,경북의성군,경북,의성군,의성군,4773025000,의성읍,4.77E+11,경북 의성군 의성읍 전통시장1길 12-8,37342,마바076170,128.6998499,36.34511297
의성염매시장,경북의성군,경북,의성군,의성군,4773025000,의성읍,4.77E+11,경북 의성군 의성읍 염매시장길 5,37338,마바072176,128.6956093,36.35023478
동곡공설시장,경북청도군,경북,청도군,청도군,4782036000,금천면,4.48E+11,경북 청도군 금천면 금천로 41-2,38362,마마258448,128.8910766,35.69206183
이서공설시장,경북청도군,경북,청도군,청도군,4782034000,이서면,4.78E+11,경북 청도군 이서면 학산1길 51,38317,마마055413,128.666433,35.66270714
청도공설시장,경북청도군,경북,청도군,청도군,4782025300,청도읍,4.73E+11,경북 청도군 청도읍 청화로 175,38338,마마126392,128.7444446,35.6428661
풍각공설시장,경북청도군,경북,청도군,청도군,4782032000,풍각면,4.78E+11,경북 청도군 풍각면 송서7길 10,38308,마마011388,128.6176927,35.64077528
도평시장,경북청송군,경북,청송군,청송군,4775033000,현동면,4.22E+11,경북 청송군 현동면 도평2길 21,37456,마바362113,129.0170801,36.2901095
부남시장,경북청송군,경북,청송군,청송군,4775032000,부남면,3.01E+11,경북 청송군 부남면 대전로 142,37443,마바403177,129.0644424,36.34650613
진보시장,경북청송군,경북,청송군,청송군,4775037000,진보면,4.78E+11,경북 청송군 진보면 진안남2길 9-1,37410,마바384378,129.0464058,36.52833684
청송시장,경북청송군,경북,청송군,청송군,4775025000,청송읍,1.16E+11,경북 청송군 청송읍 현충로 106,37431,마바391275,129.0521199,36.43514723
화목시장,경북청송군,경북,청송군,청송군,4775034000,현서면,4.78E+11,경북 청송군 현서면 구산북로 60,37462,마바255096,128.8974028,36.27561058
안덕시장,경북청송군,경북,청송군,청송군,4775035000,안덕면,4.62E+11,경북 청송군 안덕면 명당2길 2,37451,마바309110,128.9579513,36.28806487
왜관시장,경북칠곡군,경북,칠곡군,칠곡군,4785025000,왜관읍,4.22E+11,경북 칠곡군 왜관읍 시장2길 9,39886,라마809779,128.3982558,35.99515075
구룡포시장,경북포항시,경북,포항시,포항시 남구,4711125000,구룡포읍,4.71E+11,경북 포항시 남구 구룡포읍 구룡포길 72-1,37933,마마851790,129.5540012,35.99031517
그린종합시장,경북포항시,경북,포항시,포항시 북구,4711370000,장량동,2.61E+11,경북 포항시 북구 용두산길 39,37609,마마693872,129.3809605,36.06729427
기계시장,경북포항시,경북,포항시,포항시 북구,4711334000,기계면,4.71E+11,경북 포항시 북구 기계면 새마을발상지길 7,37528,마마534872,129.2045022,36.06996099
남부시장,경북포항시,경북,포항시,포항시 남구,4711152500,상대동,4.71E+11,경북 포항시 남구 상공로 43,37768,마마672811,129.3561426,36.01262688
대해불빛시장,경북포항시,경북,포항시,포항시 남구,4711154500,해도동,4.21E+11,경북 포항시 남구 중앙로67번길 7,37815,마마683818,129.3685606,36.01879903
두호1시장,경북포항시,경북,포항시,포항시 북구,4711368000,우창동,4.71E+11,경북 포항시 북구 창흥로 11,37633,마마683865,129.36936,36.06174372
상대종합시장,경북포항시,경북,포항시,포항시 남구,4711152500,상대동,4.71E+11,경북 포항시 남구 양학천로76번길 13,37782,마마677819,129.3611077,36.01993076
양학시장,경북포항시,경북,포항시,포항시 북구,4711363000,양학동,4.71E+11,경북 포항시 북구 양학로 40,37698,마마666827,129.3497408,36.02726703
연일전통시장,경북포항시,경북,포항시,포항시 남구,4711125300,연일읍,4.71E+11,경북 포항시 남구 연일읍 연일로159번길 46,37846,마마666793,129.3486828,35.99635584
영남시장,경북포항시,경북,포항시,포항시 남구,4711132000,동해면,4.11E+11,경북 포항시 남구 동해면 일월로 152,37926,마마757785,129.4496608,35.98791448
영일대북부시장,경북포항시,경북,포항시,포항시 북구,4711352000,중앙동,4.71E+11,경북 포항시 북구 대신로26번길 10-1,37724,마마683848,129.3691035,36.04629984
오천삼광시장,경북포항시,경북,포항시,포항시 남구,4711125600,오천읍,4.71E+11,경북 포항시 남구 오천읍 정몽주로679번길 3,37904,마마724774,129.4123384,35.97830389
오천시장,경북포항시,경북,포항시,포항시 남구,4711125600,오천읍,4.71E+11,경북 포항시 남구 오천읍 해병로307번길 26-3,37913,마마726761,129.4142295,35.96647172
용흥시장,경북포항시,경북,포항시,포항시 북구,4711366500,용흥동,4.12E+11,경북 포항시 북구 대안길 56,37650,마마667843,129.3513838,36.04163448
장량성도시장,경북포항시,경북,포항시,포항시 북구,4711369000,두호동,2.61E+11,경북 포항시 북구 용두산길 54,37608,마마694873,129.3813722,36.06828032
죽도농산물시장,경북포항시,경북,포항시,포항시 북구,4711365500,죽도동,4.71E+11,경북 포항시 북구 죽도시장2길 18,37741,마마682835,129.3679676,36.03457772
죽도시장,경북포항시,경북,포항시,포항시 북구,4711365500,죽도동,4.71E+11,경북 포항시 북구 죽도시장13길 13,37740,마마683837,129.3681415,36.03641906
죽도어시장,경북포항시,경북,포항시,포항시 북구,4711365500,죽도동,4.71E+11,경북 포항시 북구 죽도시장길 32,37741,마마683836,129.3690792,36.03513373
중앙상가,경북포항시,경북,포항시,포항시 북구,4711352000,중앙동,4.71E+11,경북 포항시 북구 중앙상가길 64,37735,마마681841,129.3661508,36.04015775
청하시장,경북포항시,경북,포항시,포항시 북구,4711332000,청하면,4.71E+11,경북 포항시 북구 청하면 청하로200번길 4,37515,마바653015,129.3396614,36.19707466
큰동해시장,경북포항시,경북,포항시,포항시 남구,4711154500,해도동,4.71E+11,경북 포항시 남구 중앙로146번길 30,37791,마마685826,129.3709812,36.02655267
포항운하송림시장,경북포항시,경북,포항시,포항시 남구,4711155000,송도동,4.71E+11,경북 포항시 남구 운하로36번길 7,37803,마마690828,129.3763077,36.02816906
한라종합시장,경북포항시,경북,포항시,포항시 북구,4711366500,용흥동,4.12E+11,경북 포항시 북구 대안길 57,37651,마마667842,129.3512715,36.04122646
해도5(형산)시장,경북포항시,경북,포항시,포항시 남구,4711152500,상대동,4.71E+11,경북 포항시 남구 문예로70번길 23,37824,마마682811,129.3664934,36.01270248
효자시장,경북포항시,경북,포항시,포항시 남구,4711158000,효곡동,4.71E+11,경북 포항시 남구 효자동길2번길 23,37664,마마651806,129.3326778,36.00855115
흥해시장,경북포항시,경북,포항시,포항시 북구,4711325000,흥해읍,4.71E+11,경북 포항시 북구 흥해읍 한동로 61-13,37541,마마663919,129.3482876,36.110619
거제고현시장,경남거제시,경남,거제시,거제시,4831058000,고현동,4.83E+11,경남 거제시 거제중앙로 1883-2,53254,마라026551,128.6236545,34.88625809
신부시장,경남거제시,경남,거제시,거제시,4831051000,장승포동,4.83E+11,경남 거제시 신부로3길 9,53320,마라124532,128.7301126,34.86812193
옥수동새시장,경남거제시,경남,거제시,거제시,4831053000,능포동,4.83E+11,경남 거제시 능포로 136-2,53314,마라126541,128.7321084,34.87571302
옥수시장,경남거제시,경남,거제시,거제시,4831053000,능포동,4.83E+11,경남 거제시 옥수로2길 10,53316,마라124540,128.7308732,34.87534443
옥포국제시장,경남거제시,경남,거제시,거제시,4831056000,옥포2동,4.83E+11,경남 거제시 옥포대첩로3길 8,53223,마라086561,128.6892379,34.89396951
옥현상가,경남거제시,경남,거제시,거제시,4831056000,옥포2동,2.77E+11,경남 거제시 옥포로 250,53219,마라087564,128.6899271,34.89691724
장평종합시장,경남거제시,경남,거제시,거제시,4831057000,장평동,2.64E+11,경남 거제시 장평로 37,53268,마라017556,128.6131049,34.89086168
한라프라자,경남거제시,경남,거제시,거제시,4831058000,고현동,4.83E+11,경남 거제시 거제중앙로 1906,53251,마라026554,128.6235602,34.88820439
회원프라자,경남거제시,경남,거제시,거제시,4831058000,고현동,4.83E+11,경남 거제시 고현로11길 18,53251,마라027554,128.6248292,34.88902769
거창시장,경남거창군,경남,거창군,거창군,4888025000,거창읍,1.15E+11,경남 거창군 거창읍 중앙로 140,50138,라마374434,127.9141186,35.68686191
고성공룡시장,경남고성군,경남,고성군,고성군,4882025000,고성읍,4.88E+11,경남 고성군 고성읍 성내로112번길 75-8,52943,라라751645,128.32338,34.97266192
고성시장,경남고성군,경남,고성군,고성군,4882025000,고성읍,4.88E+11,경남 고성군 고성읍 중앙로25번길 57,52942,라라751650,128.3230484,34.97730013
배둔시장,경남고성군,경남,고성군,고성군,4882040000,회화면,4.88E+11,경남 고성군 회화면 배둔로27번길 20,52914,라라792739,128.3688699,35.05742987
영오시장,경남고성군,경남,고성군,고성군,4882037000,영오면,4.88E+11,경남 고성군 영오면 영회로 527-9,52901,라라672795,128.2376863,35.10895397
김해전통시장(김해동상시장),경남김해시,경남,김해시,김해시,4825051000,동상동,4.83E+11,경남 김해시 호계로517번길 5-13,50915,마라259943,128.8838588,35.23623779
삼방시장,경남김해시,경남,김해시,김해시,4825059000,삼안동,4.83E+11,경남 김해시 삼안로255번안길 6-12,50814,마라281958,128.9090364,35.2501984
외동전통시장,경남김해시,경남,김해시,김해시,4825054000,내외동,4.83E+11,경남 김해시 내외중앙로 33,50948,마라243939,128.8660065,35.2329368
장유전통시장(장유중앙시장),경남김해시,경남,김해시,김해시,4825061000,장유1동,4.83E+11,경남 김해시 장유로 287-22,51007,마라196902,128.8148083,35.20056852
진례전통시장,경남김해시,경남,김해시,김해시,4825033000,진례면,2.73E+11,경남 김해시 진례면 송현로 6,50874,마라136955,128.7489253,35.24868302
진영전통시장,경남김해시,경남,김해시,김해시,4825025000,진영읍,4.83E+11,경남 김해시 진영읍 진영산복로115번길 9,50867,마마118014,128.7306267,35.30231431
남면공설시장,경남남해군,경남,남해군,남해군,4884035000,남면,4.88E+11,경남 남해군 남면 남서대로 785-5,52437,라라353419,127.8859137,34.77107919
남해전통시장,경남남해군,경남,남해군,남해군,4884025000,남해읍,4.18E+11,경남 남해군 남해읍 화전로 110,52415,라라360495,127.8944844,34.84014684
이동공설시장,경남남해군,경남,남해군,남해군,4884031000,이동면,4.88E+11,경남 남해군 이동면 무림로63번길 9,52431,라라415452,127.9538265,34.80114029
내일전통시장,경남밀양시,경남,밀양시,밀양시,4827051000,내일동,4.83E+11,경남 밀양시 상설시장3길 18-6,50430,마마136226,128.753309,35.4933363
무안시장(무안임시시장),경남밀양시,경남,밀양시,밀양시,4827038000,무안면,4.83E+11,경남 밀양시 무안면 사명로 510-24,50408,마마045199,128.6520984,35.4703238
밀양아리랑시장,경남밀양시,경남,밀양시,밀양시,4827051000,내일동,4.79E+11,경남 밀양시 상설시장1길 11,50430,마마136226,128.7525543,35.49305872
송백시장,경남밀양시,경남,밀양시,밀양시,4827034000,산내면,3.01E+11,경남 밀양시 산내면 산내로 346-1,50414,마마251331,128.8817019,35.58629962
송지시장,경남밀양시,경남,밀양시,밀양시,4827025000,삼랑진읍,4.42E+11,경남 밀양시 삼랑진읍 외송3길 8-1,50467,마마214120,128.8371957,35.39686785
수산시장,경남밀양시,경남,밀양시,밀양시,4827025300,하남읍,4.83E+11,경남 밀양시 하남읍 시서상가길 5,50459,마마098094,128.7087807,35.37422567
곤양종합시장,경남사천시,경남,사천시,사천시,4824035000,곤양면,2.64E+11,경남 사천시 곤양면 남산로 65,52504,라라422735,127.9633464,35.05653289
사천읍시장,경남사천시,경남,사천시,사천시,4824025000,사천읍,3.61E+11,경남 사천시 사천읍 시장1길 16,52518,라라536767,128.0890111,35.08405911
삼천포용궁수산시장,경남사천시,경남,사천시,사천시,4824051000,동서동,4.82E+11,경남 사천시 어시장길 64,52569,라라522593,128.0717635,34.92743494
삼천포종합시장,경남사천시,경남,사천시,사천시,4824053000,동서금동,4.82E+11,경남 사천시 동금2길 15,52566,라라528598,128.0785447,34.93234419
삼천포중앙시장,경남사천시,경남,사천시,사천시,4824052000,선구동,4.22E+11,경남 사천시 중앙시장2길 37,52568,라라526594,128.0767148,34.92892254
완사시장,경남사천시,경남,사천시,사천시,4824036000,곤명면,4.82E+11,경남 사천시 곤명면 완사2길 12,52501,라라433818,127.9763433,35.13121757
단계시장,경남산청군,경남,산청군,산청군,4886040000,신등면,4.89E+11,경남 산청군 신등면 신차로 500-3,52257,라마464091,128.011143,35.37711924
단성시장,경남산청군,경남,산청군,산청군,4886037000,단성면,4.89E+11,경남 산청군 단성면 목화로968번길 17,52251,라마416003,127.9580609,35.29792258
덕산시장,경남산청군,경남,산청군,산청군,4886036000,시천면,4.89E+11,경남 산청군 시천면 남명로 188-5,52234,라라307980,127.8377441,35.27703295
산청시장,경남산청군,경남,산청군,산청군,4886025000,산청읍,1.15E+11,경남 산청군 산청읍 중앙로 16-1,52222,라마341133,127.8762282,35.41530189
생초시장,경남산청군,경남,산청군,산청군,4886033000,생초면,4.89E+11,경남 산청군 생초면 생초로 25-17,52203,라마304218,127.8360227,35.49242579
덕계종합상설시장,경남양산시,경남,양산시,양산시,4833057000,덕계동,4.58E+11,경남 양산시 덕계2길 7,50556,마마496094,129.147156,35.36975076
서창시장,경남양산시,경남,양산시,양산시,4833054000,서창동,4.83E+11,경남 양산시 서창서2길 5,50528,마마518146,129.1720053,35.41625439
신평시장,경남양산시,경남,양산시,양산시,4833034000,하북면,4.83E+11,경남 양산시 하북면 신평강변3길 11,50502,마마438227,129.0858571,35.49059837
양산남부시장,경남양산시,경남,양산시,양산시,4833051000,중앙동,1.15E+11,경남 양산시 중앙로 133,50621,마마396062,129.0372371,35.3424443
양산남부시장상가,경남양산시,경남,양산시,양산시,4833051500,양주동,1.12E+11,경남 양산시 장터3길 7,50621,마마396063,129.0370453,35.34338923
양산북부시장,경남양산시,경남,양산시,양산시,4833051000,중앙동,1.15E+11,경남 양산시 중앙로 232,50617,마마400071,129.0411959,35.35044919
신반시장,경남의령군,경남,의령군,의령군,4872039000,부림면,4.87E+11,경남 의령군 부림면 신번로7길 6-1,52104,라마748194,128.3245698,35.46761975
의령시장,경남의령군,경남,의령군,의령군,4872025000,의령읍,4.87E+11,경남 의령군 의령읍 의병로20길 19-2,52149,라마691028,128.2612495,35.31874874
금곡시장,경남진주시,경남,진주시,진주시,4817033000,금곡면,4.82E+11,경남 진주시 금곡면 구암두문로 1021-9,52843,라라625775,128.1862309,35.09075047
대곡시장,경남진주시,경남,진주시,진주시,4817040000,대곡면,4.82E+11,경남 진주시 대곡면 진의로1079번길 6,52607,라라608966,128.1685559,35.26370062
동부종합상가,경남진주시,경남,진주시,진주시,4817067300,상대동,4.82E+11,경남 진주시 대신로299번길 7,52774,라라561881,128.1162092,35.18704474
문산시장,경남진주시,경남,진주시,진주시,4817025000,문산읍,4.82E+11,경남 진주시 문산읍 소문길 68,52832,라라609863,128.1691574,35.17046506
이현종합상가,경남진주시,경남,진주시,진주시,4817072000,이현동,4.37E+11,경남 진주시 신안로 165,52670,라라515886,128.0661334,35.19199129
일반성상가(일반성시장),경남진주시,경남,진주시,진주시,4817036000,일반성면,4.82E+11,경남 진주시 일반성면 동부로1993번길 27,52616,라라712864,128.2822068,35.17122439
자유시장,경남진주시,경남,진주시,진주시,4817067300,상대동,4.82E+11,경남 진주시 도동천로 95,52791,라라555873,128.1103048,35.18016822
진주동성상가,경남진주시,경남,진주시,진주시,4817051500,천전동,4.82E+11,경남 진주시 진주대로 901,52709,라라536874,128.0893331,35.18092171
진주논개시장(장대시장),경남진주시,경남,진주시,진주시,4817056500,중앙동,4.82E+11,경남 진주시 진양호로569번길 12,52755,라라534890,128.0872233,35.19506585
진주중앙시장,경남진주시,경남,진주시,진주시,4817056500,중앙동,4.82E+11,경남 진주시 진양호로547번길 8-1,52754,라라532888,128.0848889,35.19392285
천전시장,경남진주시,경남,진주시,진주시,4817051500,천전동,4.82E+11,경남 진주시 진주대로 952-1,52722,라라535879,128.0883044,35.18508577
평거한보하이타운,경남진주시,경남,진주시,진주시,4817071000,평거동,4.82E+11,경남 진주시 순환로553번길 7,52678,라라509865,128.0592567,35.17265107
남지시장,경남창녕군,경남,창녕군,창녕군,4874025300,남지읍,2.87E+11,경남 창녕군 남지읍 본동길 4,50357,라마892108,128.4824933,35.38911636
영산시장,경남창녕군,경남,창녕군,창녕군,4874038000,영산면,4.87E+11,경남 창녕군 영산면 신영산로 56,50346,라마937184,128.5325981,35.45704192
이방정기시장,경남창녕군,경남,창녕군,창녕군,4874034000,이방면,4.87E+11,경남 창녕군 이방면 이방대합로 351,50300,라마799342,128.3828417,35.60141193
창녕상설시장,경남창녕군,경남,창녕군,창녕군,4874025000,창녕읍,4.87E+11,경남 창녕군 창녕읍 창녕시장길 66,50325,라마904275,128.4973587,35.54007277
가음정대상가,경남창원시,경남,창원시,창원시 성산구,4812355000,가음정동,4.81E+11,경남 창원시 성산구 원이대로883번길 15-24,51492,마라089909,128.6969918,35.2080513
가음정시장,경남창원시,경남,창원시,창원시 성산구,4812355000,가음정동,4.81E+11,경남 창원시 성산구 원이대로863번길 24,51492,마라090909,128.6977985,35.20828431
경민인터빌상가,경남창원시,경남,창원시,창원시 마산회원구,4812756000,양덕1동,4.81E+11,경남 창원시 마산회원구 양덕북12길 113,51364,라라986934,128.5838191,35.23190306
경창상가,경남창원시,경남,창원시,창원시 성산구,4812352000,중앙동,4.28E+11,경남 창원시 성산구 상남로 67,51504,마라073922,128.6793262,35.22016512
경화시장,경남창원시,경남,창원시,창원시 진해구,4812956000,경화동,4.81E+11,경남 창원시 진해구 경화로38번길 4,51669,마라080852,128.6863693,35.15659522
구암시장,경남창원시,경남,창원시,창원시 마산회원구,4812761000,구암2동,4.81E+11,경남 창원시 마산회원구 구암남14길 8,51350,마라000954,128.5996435,35.24953898
구암현대시장,경남창원시,경남,창원시,창원시 마산회원구,4812760000,구암1동,4.81E+11,경남 창원시 마산회원구 구암서5길 15,51206,라라992953,128.5907276,35.24823512
기산프라자,경남창원시,경남,창원시,창원시 마산합포구,4812563000,오동동,4.81E+11,경남 창원시 마산합포구 오동동14길 29,51722,라라983905,128.5808143,35.20526975
대동그린코아상가,경남창원시,경남,창원시,창원시 성산구,4812351000,반송동,4.81E+11,경남 창원시 성산구 창원천로 292,51423,마라064950,128.6698901,35.24497351
대동씨코아상가시장,경남창원시,경남,창원시,창원시 마산합포구,4812553000,월영동,4.81E+11,경남 창원시 마산합포구 월영동로 8,51749,라라967876,128.5624756,35.1797591
대동중앙상가,경남창원시,경남,창원시,창원시 의창구,4812152000,팔룡동,4.58E+11,경남 창원시 의창구 반계로 93,51373,마라015959,128.6158353,35.25360735
대동훼미리코아상가,경남창원시,경남,창원시,창원시 성산구,4812354000,사파동,2.82E+11,경남 창원시 성산구 대정로 138,51464,마라099913,128.7076298,35.21174899
대방덕산1차상가,경남창원시,경남,창원시,창원시 성산구,4812354000,사파동,2.82E+11,경남 창원시 성산구 대정로 131,51463,마라098915,128.7068915,35.21361897
덕산그린피아상가,경남창원시,경남,창원시,창원시 성산구,4812352000,중앙동,4.22E+11,경남 창원시 성산구 용지로 64,51522,마라070924,128.6760246,35.22168087
동마산시장,경남창원시,경남,창원시,창원시 마산회원구,4812759000,합성2동,4.81E+11,경남 창원시 마산회원구 합성남8길 76,51355,라라989943,128.5875449,35.24003661
동성올림픽타운,경남창원시,경남,창원시,창원시 성산구,4812352000,중앙동,2.61E+11,경남 창원시 성산구 중앙대로 77,51522,마라071925,128.6777326,35.22223335
롯데종합상가,경남창원시,경남,창원시,창원시 성산구,4812351500,용지동,4.22E+11,경남 창원시 성산구 용지로 225,51431,마라078938,128.685432,35.2340375
마산수산시장,경남창원시,경남,창원시,창원시 마산합포구,4812563000,오동동,4.28E+11,경남 창원시 마산합포구 수산2길 194,51713,라라982901,128.5789097,35.20181664
마산어시장,경남창원시,경남,창원시,창원시 마산합포구,4812563000,오동동,4.81E+11,경남 창원시 마산합포구 복요리로 7,51721,라라982903,128.578956,35.20376172
마산역번개시장,경남창원시,경남,창원시,창원시 마산회원구,4812754500,석전동,4.81E+11,경남 창원시 마산회원구 석전동16길 2,51302,라라981939,128.5787978,35.2357753
마천시장,경남창원시,경남,창원시,창원시 진해구,4812964000,웅동1동,4.38E+11,경남 창원시 진해구 웅동로 57,51598,마라168818,128.7828095,35.12538771
명곡종합상가,경남창원시,경남,창원시,창원시 의창구,4812153000,명곡동,4.81E+11,경남 창원시 의창구 명서로116번길 20,51174,마라042953,128.6462193,35.2484874
명서시장,경남창원시,경남,창원시,창원시 의창구,4812153000,명곡동,4.81E+11,경남 창원시 의창구 원이대로189번길 37-3,51174,마라042954,128.6459745,35.24944513
반송시장,경남창원시,경남,창원시,창원시 성산구,4812351000,반송동,4.81E+11,경남 창원시 성산구 원이대로473번길 20-11,51426,마라065939,128.6710497,35.23513386
봉곡민속체험시장(봉곡시장),경남창원시,경남,창원시,창원시 의창구,4812154000,봉림동,4.81E+11,경남 창원시 의창구 봉곡로111번길 16,51147,마라066952,128.6719711,35.24696954
봉곡프라자상가,경남창원시,경남,창원시,창원시 의창구,4812154000,봉림동,4.81E+11,경남 창원시 의창구 창이대로205번길 5,51181,마라054950,128.6595184,35.24543957
