시장명,지자체,시도명,시군구명,행정동코드,행정동명,위치경도,위치위도,인구수,시군구시장수,시군구상점수,시설인구수,시장유형명,시장운영기간,화장실존재여부,주차장존재여부
구담공설시장,경북안동시,경북,안동시,4717034000,풍천면,128.4646132,36.54171572,122497,6,1032,118,상설장+5일장,4일+9일,Y,Y
안동구시장,경북안동시,경북,안동시,4717051000,중구동,128.7278744,36.56581163,122497,6,1032,118,상설장,매일,Y,Y
용상공설시장,경북안동시,경북,안동시,4717055500,용상동,128.7501645,36.55947134,122497,6,1032,118,상설장,매일,Y,Y
중앙신시장,경북안동시,경북,안동시,4717058500,서구동,128.724162,36.56511672,122497,6,1032,118,상설장+5일장,2일+7일,Y,Y
풍산공설시장,경북안동시,경북,안동시,4717025000,풍산읍,128.5765748,36.57720866,122497,6,1032,118,5일장,3일+8일,Y,Y
북문시장,경북안동시,경북,안동시,4717051000,중구동,128.7326141,36.56852384,122497,6,1032,118,상설장+5일장,2일+7일,Y,Y
강구시장,경북영덕군,경북,영덕군,4777031000,강구면,129.379731,36.35783489,27152,4,287,94,상설장+5일장,3일+8일,Y,Y
남정시장,경북영덕군,경북,영덕군,4777032000,남정면,129.3728808,36.28554802,27152,4,287,94,5일장,2일+7일,Y,Y
영덕시장,경북영덕군,경북,영덕군,4777025000,영덕읍,129.3696948,36.40670644,27152,4,287,94,상설장+5일장,4일+9일,Y,Y
영해만세시장,경북영덕군,경북,영덕군,4777036000,영해면,129.407185,36.54089457,27152,4,287,94,상설장+5일장,5일+10일,Y,Y
영양시장,경북영양군,경북,영양군,4776025000,영양읍,129.1159732,36.66434491,11709,1,80,146,상설장+5일장,4일+9일,Y,Y
선비골전통시장,경북영주시,경북,영주시,4721055000,영주1동,128.6231913,36.82424293,79675,13,985,80,상설장,매일,Y,Y
신영주번개시장,경북영주시,경북,영주시,4721060000,휴천2동,128.6218764,36.81259373,79675,13,985,80,상설장,매일,Y,Y
영주골목시장,경북영주시,경북,영주시,4721055000,영주1동,128.6228703,36.82466754,79675,13,985,80,상설장,매일,Y,Y
영주공설시장,경북영주시,경북,영주시,4721052500,하망동,128.6263204,36.82255573,79675,13,985,80,상설장+5일장,5일+10일,Y,Y
영주문화시장,경북영주시,경북,영주시,4721055000,영주1동,128.6235621,36.8239126,79675,13,985,80,상설장,매일,Y,N
영주소백쇼핑몰,경북영주시,경북,영주시,4721052500,하망동,128.62617,36.82348952,79675,13,985,80,상설장,매일,Y,Y
영주종합시장,경북영주시,경북,영주시,4721060000,휴천2동,128.6221794,36.81360395,79675,13,985,80,상설장,매일,Y,Y
영주중앙시장,경북영주시,경북,영주시,4721055000,영주1동,128.6209769,36.8257389,79675,13,985,80,상설장,매일,Y,Y
풍기인삼시장,경북영주시,경북,영주시,4721025000,풍기읍,128.5236169,36.87302722,79675,13,985,80,상설장,매일,Y,Y
풍기중앙시장,경북영주시,경북,영주시,4721025000,풍기읍,128.528199,36.8706025,79675,13,985,80,상설장,매일,Y,Y
풍기토종인삼시장,경북영주시,경북,영주시,4721025000,풍기읍,128.5223253,36.87043796,79675,13,985,80,상설장,매일,Y,Y
후생시장,경북영주시,경북,영주시,4721055000,영주1동,128.6228327,36.82689921,79675,13,985,80,상설장,매일,Y,Y
금호공설시장,경북영천시,경북,영천시,4723025000,금호읍,128.8733581,35.93166871,79927,3,339,235,상설장+5일장,3일+8일,Y,Y
신녕공설시장,경북영천시,경북,영천시,4723032000,신녕면,128.7874685,36.04209096,79927,3,339,235,상설장+5일장,3일+8일,Y,Y
영천공설시장,경북영천시,경북,영천시,4723054000,완산동,128.9385815,35.96424852,79927,3,339,235,상설장+5일장,2일+7일,Y,Y
예천맛고을시장,경북예천군,경북,예천군,4790025000,예천읍,128.454883,36.65688812,40999,5,315,130,상설장,매일,N,Y
예천상설시장,경북예천군,경북,예천군,4790025000,예천읍,128.4561493,36.65599016,40999,5,315,130,상설장+5일장,2일+7일,Y,Y
예천중앙시장,경북예천군,경북,예천군,4790025000,예천읍,128.4578289,36.65743408,40999,5,315,130,상설장+5일장,2일+7일,Y,Y
용궁시장,경북예천군,경북,예천군,4790038000,용궁면,128.2753721,36.60701802,40999,5,315,130,상설장+5일장,4일+9일,Y,Y
풍양시장,경북예천군,경북,예천군,4790041000,풍양면,128.2998052,36.50927274,40999,5,315,130,5일장,3일+8일,Y,Y
울진바지게시장,경북울진군,경북,울진군,4793025000,울진읍,129.4020697,36.99162911,38179,4,469,81,상설장+5일장,2일+7일,Y,Y
죽변시장,경북울진군,경북,울진군,4793037000,죽변면,129.4222539,37.05896818,38179,4,469,81,상설장+5일장,3일+8일,Y,Y
평해시장,경북울진군,경북,울진군,4793025300,평해읍,129.4424364,36.72694528,38179,4,469,81,상설장+5일장,2일+7일,Y,Y
후포시장,경북울진군,경북,울진군,4793038000,후포면,129.4442274,36.67787585,38179,4,469,81,상설장+5일장,3일+8일,Y,Y
금성시장,경북의성군,경북,의성군,4773037000,금성면,128.6814155,36.25617742,36018,6,412,87,5일장,1일+6일,Y,Y
단촌정기시장,경북의성군,경북,의성군,4773031000,단촌면,128.6739013,36.42254232,36018,6,412,87,5일장,5일+10일,Y,Y
봉양시장,경북의성군,경북,의성군,4773038000,봉양면,128.5815925,36.2992611,36018,6,412,87,5일장,4일+9일,Y,N
안계공설시장,경북의성군,경북,의성군,4773043000,안계면,128.4383448,36.38442423,36018,6,412,87,상설장+5일장,1일+6일,Y,Y
의성공설재래시장,경북의성군,경북,의성군,4773025000,의성읍,128.6998499,36.34511297,36018,6,412,87,상설장+5일장,2일+7일,Y,Y
의성염매시장,경북의성군,경북,의성군,4773025000,의성읍,128.6956093,36.35023478,36018,6,412,87,상설장,매일,Y,Y
동곡공설시장,경북청도군,경북,청도군,4782036000,금천면,128.8910766,35.69206183,31442,4,336,93,5일장,1일+6일,Y,Y
이서공설시장,경북청도군,경북,청도군,4782034000,이서면,128.666433,35.66270714,31442,4,336,93,5일장,3일+8일,Y,Y
청도공설시장,경북청도군,경북,청도군,4782025300,청도읍,128.7444446,35.6428661,31442,4,336,93,5일장,4일+9일,Y,Y
풍각공설시장,경북청도군,경북,청도군,4782032000,풍각면,128.6176927,35.64077528,31442,4,336,93,5일장,1일+6일,Y,Y
도평시장,경북청송군,경북,청송군,4775033000,현동면,129.0170801,36.2901095,18000,6,234,76,상설장+5일장,5일+10일,Y,Y
부남시장,경북청송군,경북,청송군,4775032000,부남면,129.0644424,36.34650613,18000,6,234,76,5일장,3일+8일,Y,Y
진보시장,경북청송군,경북,청송군,4775037000,진보면,129.0464058,36.52833684,18000,6,234,76,상설장+5일장,3일+8일,Y,Y
청송시장,경북청송군,경북,청송군,4775025000,청송읍,129.0521199,36.43514723,18000,6,234,76,상설장+5일장,4일+9일,Y,Y
화목시장,경북청송군,경북,청송군,4775034000,현서면,128.8974028,36.27561058,18000,6,234,76,5일장,1일+6일,Y,Y
안덕시장,경북청송군,경북,청송군,4775035000,안덕면,128.9579513,36.28806487,18000,6,234,76,상설장+5일장,4일+9일,Y,Y
왜관시장,경북칠곡군,경북,칠곡군,4785025000,왜관읍,128.3982558,35.99515075,99819,1,132,756,상설장+5일장,1일+6일,Y,Y
구룡포시장,경북포항시,경북,포항시,4711125000,구룡포읍,129.5540012,35.99031517,187250,13,1119,167,상설장+5일장,3일+8일,Y,Y
그린종합시장,경북포항시,경북,포항시,4711370000,장량동,129.3809605,36.06729427,211236,15,3394,62,상설장,매일,Y,Y
기계시장,경북포항시,경북,포항시,4711334000,기계면,129.2045022,36.06996099,211236,15,3394,62,5일장,1일+6일,N,N
남부시장,경북포항시,경북,포항시,4711152500,상대동,129.3561426,36.01262688,187250,13,1119,167,상설장,매일,Y,Y
대해불빛시장,경북포항시,경북,포항시,4711154500,해도동,129.3685606,36.01879903,187250,13,1119,167,상설장,매일,Y,Y
두호1시장,경북포항시,경북,포항시,4711368000,우창동,129.36936,36.06174372,211236,15,3394,62,상설장,매일,Y,Y
상대종합시장,경북포항시,경북,포항시,4711152500,상대동,129.3611077,36.01993076,187250,13,1119,167,상설장,매일,Y,N
양학시장,경북포항시,경북,포항시,4711363000,양학동,129.3497408,36.02726703,211236,15,3394,62,상설장,매일,Y,Y
연일전통시장,경북포항시,경북,포항시,4711125300,연일읍,129.3486828,35.99635584,187250,13,1119,167,상설장,매일,Y,Y
영남시장,경북포항시,경북,포항시,4711132000,동해면,129.4496608,35.98791448,187250,13,1119,167,상설장,매일,Y,Y
영일대북부시장,경북포항시,경북,포항시,4711352000,중앙동,129.3691035,36.04629984,211236,15,3394,62,상설장,매일,Y,Y
오천삼광시장,경북포항시,경북,포항시,4711125600,오천읍,129.4123384,35.97830389,187250,13,1119,167,상설장,매일,Y,N
오천시장,경북포항시,경북,포항시,4711125600,오천읍,129.4142295,35.96647172,187250,13,1119,167,상설장+5일장,5일+10일,Y,Y
용흥시장,경북포항시,경북,포항시,4711366500,용흥동,129.3513838,36.04163448,211236,15,3394,62,상설장,매일,Y,Y
장량성도시장,경북포항시,경북,포항시,4711369000,두호동,129.3813722,36.06828032,211236,15,3394,62,상설장,매일,Y,N
죽도농산물시장,경북포항시,경북,포항시,4711365500,죽도동,129.3679676,36.03457772,211236,15,3394,62,상설장,매일,Y,Y
죽도시장,경북포항시,경북,포항시,4711365500,죽도동,129.3681415,36.03641906,211236,15,3394,62,상설장,매일,Y,Y
죽도어시장,경북포항시,경북,포항시,4711365500,죽도동,129.3690792,36.03513373,211236,15,3394,62,상설장,매일,Y,Y
중앙상가,경북포항시,경북,포항시,4711352000,중앙동,129.3661508,36.04015775,211236,15,3394,62,상설장,매일,Y,Y
청하시장,경북포항시,경북,포항시,4711332000,청하면,129.3396614,36.19707466,211236,15,3394,62,5일장,1일+6일,Y,Y
큰동해시장,경북포항시,경북,포항시,4711154500,해도동,129.3709812,36.02655267,187250,13,1119,167,상설장,매일,Y,Y
포항운하송림시장,경북포항시,경북,포항시,4711155000,송도동,129.3763077,36.02816906,187250,13,1119,167,상설장,매일,Y,N
한라종합시장,경북포항시,경북,포항시,4711366500,용흥동,129.3512715,36.04122646,211236,15,3394,62,상설장,매일,Y,Y
해도5(형산)시장,경북포항시,경북,포항시,4711152500,상대동,129.3664934,36.01270248,187250,13,1119,167,상설장,매일,Y,Y
효자시장,경북포항시,경북,포항시,4711158000,효곡동,129.3326778,36.00855115,187250,13,1119,167,상설장,매일,Y,Y
흥해시장,경북포항시,경북,포항시,4711325000,흥해읍,129.3482876,36.110619,211236,15,3394,62,상설장+5일장,2일+7일,Y,Y
거제고현시장,경남거제시,경남,거제시,4831058000,고현동,128.6236545,34.88625809,198333,10,758,261,상설장,매일,Y,Y
신부시장,경남거제시,경남,거제시,4831051000,장승포동,128.7301126,34.86812193,198333,10,758,261,상설장,매일,Y,Y
옥수동새시장,경남거제시,경남,거제시,4831053000,능포동,128.7321084,34.87571302,198333,10,758,261,상설장,매일,Y,Y
옥수시장,경남거제시,경남,거제시,4831053000,능포동,128.7308732,34.87534443,198333,10,758,261,상설장,매일,Y,Y
옥포국제시장,경남거제시,경남,거제시,4831056000,옥포2동,128.6892379,34.89396951,198333,10,758,261,상설장,매일,Y,Y
옥현상가,경남거제시,경남,거제시,4831056000,옥포2동,128.6899271,34.89691724,198333,10,758,261,상설장,매일,Y,Y
장평종합시장,경남거제시,경남,거제시,4831057000,장평동,128.6131049,34.89086168,198333,10,758,261,상설장,매일,Y,Y
한라프라자,경남거제시,경남,거제시,4831058000,고현동,128.6235602,34.88820439,198333,10,758,261,상설장,매일,Y,Y
회원프라자,경남거제시,경남,거제시,4831058000,고현동,128.6248292,34.88902769,198333,10,758,261,상설장,매일,Y,Y
거창시장,경남거창군,경남,거창군,4888025000,거창읍,127.9141186,35.68686191,46256,1,265,174,상설장+5일장,1일+6일,Y,Y
고성공룡시장,경남고성군,경남,고성군,4882025000,고성읍,128.32338,34.97266192,41133,4,489,84,상설장,매일,Y,Y
고성시장,경남고성군,경남,고성군,4882025000,고성읍,128.3230484,34.97730013,41133,4,489,84,상설장+5일장,1일+6일,Y,Y
배둔시장,경남고성군,경남,고성군,4882040000,회화면,128.3688699,35.05742987,41133,4,489,84,상설장+5일장,4일+9일,Y,Y
영오시장,경남고성군,경남,고성군,4882037000,영오면,128.2376863,35.10895397,41133,4,489,84,상설장+5일장,2일+7일,Y,Y
김해전통시장(김해동상시장),경남김해시,경남,김해시,4825051000,동상동,128.8838588,35.23623779,472778,6,558,847,상설장,매일,Y,Y
삼방시장,경남김해시,경남,김해시,4825059000,삼안동,128.9090364,35.2501984,472778,6,558,847,상설장,매일,Y,Y
외동전통시장,경남김해시,경남,김해시,4825054000,내외동,128.8660065,35.2329368,472778,6,558,847,상설장,매일,N,Y
장유전통시장(장유중앙시장),경남김해시,경남,김해시,4825061000,장유1동,128.8148083,35.20056852,472778,6,558,847,상설장+5일장,3일+8일,Y,Y
진례전통시장,경남김해시,경남,김해시,4825033000,진례면,128.7489253,35.24868302,472778,6,558,847,상설장+5일장,5일+10일,Y,Y
진영전통시장,경남김해시,경남,김해시,4825025000,진영읍,128.7306267,35.30231431,472778,6,558,847,상설장+5일장,4일+9일,Y,Y
남면공설시장,경남남해군,경남,남해군,4884035000,남면,127.8859137,34.77107919,32045,3,154,208,5일장,4일+9일,Y,Y
남해전통시장,경남남해군,경남,남해군,4884025000,남해읍,127.8944844,34.84014684,32045,3,154,208,상설장+5일장,2일+7일,Y,Y
이동공설시장,경남남해군,경남,남해군,4884031000,이동면,127.9538265,34.80114029,32045,3,154,208,상설장+5일장,5일+10일,Y,Y
내일전통시장,경남밀양시,경남,밀양시,4827051000,내일동,128.753309,35.4933363,80822,6,425,190,상설장+5일장,2일+7일,Y,Y
무안시장(무안임시시장),경남밀양시,경남,밀양시,4827038000,무안면,128.6520984,35.4703238,80822,6,425,190,5일장,1일+6일,Y,Y
밀양아리랑시장,경남밀양시,경남,밀양시,4827051000,내일동,128.7525543,35.49305872,80822,6,425,190,상설장+5일장,2일+7일,Y,Y
송백시장,경남밀양시,경남,밀양시,4827034000,산내면,128.8817019,35.58629962,80822,6,425,190,5일장,5일+10일,Y,Y
송지시장,경남밀양시,경남,밀양시,4827025000,삼랑진읍,128.8371957,35.39686785,80822,6,425,190,5일장,4일+9일,Y,Y
수산시장,경남밀양시,경남,밀양시,4827025300,하남읍,128.7087807,35.37422567,80822,6,425,190,상설장+5일장,3일+8일,Y,Y
곤양종합시장,경남사천시,경남,사천시,4824035000,곤양면,127.9633464,35.05653289,84594,7,933,90,5일장,5일+10일,Y,Y
사천읍시장,경남사천시,경남,사천시,4824025000,사천읍,128.0890111,35.08405911,84594,7,933,90,상설장,매일,Y,Y
삼천포용궁수산시장,경남사천시,경남,사천시,4824051000,동서동,128.0717635,34.92743494,84594,7,933,90,상설장,매일,Y,Y
삼천포종합시장,경남사천시,경남,사천시,4824053000,동서금동,128.0785447,34.93234419,84594,7,933,90,상설장+5일장,4일+9일,Y,Y
삼천포중앙시장,경남사천시,경남,사천시,4824052000,선구동,128.0767148,34.92892254,84594,7,933,90,상설장+5일장,4일+9일,Y,Y
완사시장,경남사천시,경남,사천시,4824036000,곤명면,127.9763433,35.13121757,84594,7,933,90,5일장,1일+6일,Y,Y
단계시장,경남산청군,경남,산청군,4886040000,신등면,128.011143,35.37711924,25672,5,218,117,5일장,4일+9일,Y,Y
단성시장,경남산청군,경남,산청군,4886037000,단성면,127.9580609,35.29792258,25672,5,218,117,5일장,5일+10일,Y,Y
덕산시장,경남산청군,경남,산청군,4886036000,시천면,127.8377441,35.27703295,25672,5,218,117,5일장,4일+9일,Y,Y
산청시장,경남산청군,경남,산청군,4886025000,산청읍,127.8762282,35.41530189,25672,5,218,117,상설장+5일장,1일+6일,Y,Y
생초시장,경남산청군,경남,산청군,4886033000,생초면,127.8360227,35.49242579,25672,5,218,117,5일장,3일+8일,Y,Y
덕계종합상설시장,경남양산시,경남,양산시,4833057000,덕계동,129.147156,35.36975076,283240,7,653,433,상설장,매일,Y,Y
서창시장,경남양산시,경남,양산시,4833054000,서창동,129.1720053,35.41625439,283240,7,653,433,5일장,4일+9일,Y,Y
신평시장,경남양산시,경남,양산시,4833034000,하북면,129.0858571,35.49059837,283240,7,653,433,상설장+5일장,3일+8일,Y,N
양산남부시장,경남양산시,경남,양산시,4833051000,중앙동,129.0372371,35.3424443,283240,7,653,433,상설장+5일장,1일+6일,Y,Y
양산남부시장상가,경남양산시,경남,양산시,4833051500,양주동,129.0370453,35.34338923,283240,7,653,433,상설장+5일장,1일+6일,Y,Y
양산북부시장,경남양산시,경남,양산시,4833051000,중앙동,129.0411959,35.35044919,283240,7,653,433,상설장,매일,Y,Y
신반시장,경남의령군,경남,의령군,4872039000,부림면,128.3245698,35.46761975,19515,2,170,114,5일장,4일+9일,Y,Y
의령시장,경남의령군,경남,의령군,4872025000,의령읍,128.2612495,35.31874874,19515,2,170,114,상설장+5일장,3일+8일,Y,Y
금곡시장,경남진주시,경남,진주시,4817033000,금곡면,128.1862309,35.09075047,286399,13,2179,131,5일장,1일+6일,Y,Y
대곡시장,경남진주시,경남,진주시,4817040000,대곡면,128.1685559,35.26370062,286399,13,2179,131,5일장,1일+6일,Y,N
동부종합상가,경남진주시,경남,진주시,4817067300,상대동,128.1162092,35.18704474,286399,13,2179,131,상설장,매일,Y,N
문산시장,경남진주시,경남,진주시,4817025000,문산읍,128.1691574,35.17046506,286399,13,2179,131,5일장,4일+9일,Y,Y
이현종합상가,경남진주시,경남,진주시,4817072000,이현동,128.0661334,35.19199129,286399,13,2179,131,상설장,매일,Y,Y
일반성상가(일반성시장),경남진주시,경남,진주시,4817036000,일반성면,128.2822068,35.17122439,286399,13,2179,131,상설장+5일장,3일+8일,Y,Y
자유시장,경남진주시,경남,진주시,4817067300,상대동,128.1103048,35.18016822,286399,13,2179,131,상설장,매일,Y,Y
진주동성상가,경남진주시,경남,진주시,4817051500,천전동,128.0893331,35.18092171,286399,13,2179,131,상설장,매일,Y,Y
진주논개시장(장대시장),경남진주시,경남,진주시,4817056500,중앙동,128.0872233,35.19506585,286399,13,2179,131,상설장,매일,Y,Y
진주중앙시장,경남진주시,경남,진주시,4817056500,중앙동,128.0848889,35.19392285,286399,13,2179,131,상설장,매일,Y,Y
천전시장,경남진주시,경남,진주시,4817051500,천전동,128.0883044,35.18508577,286399,13,2179,131,상설장,매일,Y,N
평거한보하이타운,경남진주시,경남,진주시,4817071000,평거동,128.0592567,35.17265107,286399,13,2179,131,상설장,매일,Y,Y
남지시장,경남창녕군,경남,창녕군,4874025300,남지읍,128.4824933,35.38911636,47435,4,306,155,5일장,2일+7일,Y,Y
영산시장,경남창녕군,경남,창녕군,4874038000,영산면,128.5325981,35.45704192,47435,4,306,155,5일장,5일+10일,Y,Y
이방정기시장,경남창녕군,경남,창녕군,4874034000,이방면,128.3828417,35.60141193,47435,4,306,155,5일장,4일+9일,Y,Y
창녕상설시장,경남창녕군,경남,창녕군,4874025000,창녕읍,128.4973587,35.54007277,47435,4,306,155,상설장+5일장,3일+8일,Y,Y
가음정대상가,경남창원시,경남,창원시,4812355000,가음정동,128.6969918,35.2080513,195301,20,3331,58,상설장,매일,Y,Y
가음정시장,경남창원시,경남,창원시,4812355000,가음정동,128.6977985,35.20828431,195301,20,3331,58,상설장,매일,Y,Y
경민인터빌상가,경남창원시,경남,창원시,4812756000,양덕1동,128.5838191,35.23190306,154441,14,1172,131,상설장,매일,Y,Y
경창상가,경남창원시,경남,창원시,4812352000,중앙동,128.6793262,35.22016512,195301,20,3331,58,상설장,매일,Y,Y
경화시장,경남창원시,경남,창원시,4812956000,경화동,128.6863693,35.15659522,155129,5,731,212,상설장+5일장,3일+8일,Y,Y
구암시장,경남창원시,경남,창원시,4812761000,구암2동,128.5996435,35.24953898,154441,14,1172,131,상설장,매일,Y,Y
구암현대시장,경남창원시,경남,창원시,4812760000,구암1동,128.5907276,35.24823512,154441,14,1172,131,상설장,매일,Y,N
기산프라자,경남창원시,경남,창원시,4812563000,오동동,128.5808143,35.20526975,142062,15,2465,57,상설장,매일,Y,Y
대동그린코아상가,경남창원시,경남,창원시,4812351000,반송동,128.6698901,35.24497351,195301,20,3331,58,상설장,매일,Y,Y
대동씨코아상가시장,경남창원시,경남,창원시,4812553000,월영동,128.5624756,35.1797591,142062,15,2465,57,상설장,매일,Y,Y
대동중앙상가,경남창원시,경남,창원시,4812152000,팔룡동,128.6158353,35.25360735,170348,12,1176,144,상설장,매일,Y,Y
대동훼미리코아상가,경남창원시,경남,창원시,4812354000,사파동,128.7076298,35.21174899,195301,20,3331,58,상설장,매일,Y,Y
대방덕산1차상가,경남창원시,경남,창원시,4812354000,사파동,128.7068915,35.21361897,195301,20,3331,58,상설장,매일,Y,Y
덕산그린피아상가,경남창원시,경남,창원시,4812352000,중앙동,128.6760246,35.22168087,195301,20,3331,58,상설장,매일,Y,Y
동마산시장,경남창원시,경남,창원시,4812759000,합성2동,128.5875449,35.24003661,154441,14,1172,131,상설장,매일,Y,Y
동성올림픽타운,경남창원시,경남,창원시,4812352000,중앙동,128.6777326,35.22223335,195301,20,3331,58,상설장,매일,Y,Y
롯데종합상가,경남창원시,경남,창원시,4812351500,용지동,128.685432,35.2340375,195301,20,3331,58,상설장,매일,Y,Y
마산수산시장,경남창원시,경남,창원시,4812563000,오동동,128.5789097,35.20181664,142062,15,2465,57,상설장,매일,Y,Y
마산어시장,경남창원시,경남,창원시,4812563000,오동동,128.578956,35.20376172,142062,15,2465,57,상설장,매일,Y,Y
마산역번개시장,경남창원시,경남,창원시,4812754500,석전동,128.5787978,35.2357753,154441,14,1172,131,상설장,매일,Y,Y
마천시장,경남창원시,경남,창원시,4812964000,웅동1동,128.7828095,35.12538771,155129,5,731,212,5일장,5일+10일,Y,Y
명곡종합상가,경남창원시,경남,창원시,4812153000,명곡동,128.6462193,35.2484874,170348,12,1176,144,상설장,매일,Y,Y
명서시장,경남창원시,경남,창원시,4812153000,명곡동,128.6459745,35.24944513,170348,12,1176,144,상설장,매일,Y,Y
반송시장,경남창원시,경남,창원시,4812351000,반송동,128.6710497,35.23513386,195301,20,3331,58,상설장,매일,Y,Y
봉곡민속체험시장(봉곡시장),경남창원시,경남,창원시,4812154000,봉림동,128.6719711,35.24696954,170348,12,1176,144,상설장,매일,Y,Y
봉곡프라자상가,경남창원시,경남,창원시,4812154000,봉림동,128.6595184,35.24543957,170348,12,1176,144,상설장,매일,Y,Y
부림상시장,경남창원시,경남,창원시,4812563000,오동동,128.5724461,35.2057733,142062,15,2465,57,상설장,매일,Y,Y
부림시장,경남창원시,경남,창원시,4812563000,오동동,128.5729011,35.20718522,142062,15,2465,57,상설장,매일,Y,Y
북동공설시장,경남창원시,경남,창원시,4812151000,의창동,128.6206956,35.26618055,170348,12,1176,144,상설장,매일,Y,Y
북마산가구시장,경남창원시,경남,창원시,4812563000,오동동,128.5727859,35.2089946,142062,15,2465,57,상설장,매일,Y,Y
북마산중앙시장,경남창원시,경남,창원시,4812561000,교방동,128.5711735,35.21603536,142062,15,2465,57,상설장,매일,Y,N
사파동성종합상가,경남창원시,경남,창원시,4812354000,사파동,128.7021885,35.21947669,195301,20,3331,58,상설장,매일,Y,Y
산호시장,경남창원시,경남,창원시,4812565000,산호동,128.581716,35.21837357,142062,15,2465,57,상설장,매일,Y,Y
상남시장,경남창원시,경남,창원시,4812353000,상남동,128.68338,35.22221487,195301,20,3331,58,상설장,매일,Y,Y
서마산시장,경남창원시,경남,창원시,4812754500,석전동,128.5691291,35.22902031,154441,14,1172,131,상설장,매일,Y,Y
석전시장,경남창원시,경남,창원시,4812754500,석전동,128.5749057,35.23041122,154441,14,1172,131,상설장,매일,Y,Y
성원3차상가,경남창원시,경남,창원시,4812354000,사파동,128.7052999,35.21499999,195301,20,3331,58,상설장,매일,Y,Y
성원그랜드쇼핑상가,경남창원시,경남,창원시,4812353000,상남동,128.6915928,35.21937354,195301,20,3331,58,상설장,매일,Y,Y
소계시장,경남창원시,경남,창원시,4812151000,의창동,128.5989657,35.25675858,170348,12,1176,144,상설장,매일,Y,N
소계옛길시장,경남창원시,경남,창원시,4812151000,의창동,128.5982669,35.25791345,170348,12,1176,144,상설장,매일,Y,N
소답시장,경남창원시,경남,창원시,4812151000,의창동,128.6207603,35.2657462,170348,12,1176,144,상설장,매일,Y,Y
신마산반월시장(반월시장),경남창원시,경남,창원시,4812556500,반월중앙동,128.5611826,35.18965944,142062,15,2465,57,상설장,매일,Y,N
신마산시장,경남창원시,경남,창원시,4812553000,월영동,128.5617023,35.18109688,142062,15,2465,57,상설장,매일,Y,Y
양곡종합상가,경남창원시,경남,창원시,4812357000,웅남동,128.628329,35.20085109,195301,20,3331,58,상설장,매일,Y,Y
양덕중앙시장,경남창원시,경남,창원시,4812756000,양덕1동,128.5842642,35.2326503,154441,14,1172,131,상설장,매일,Y,N
역전통합시장,경남창원시,경남,창원시,4812754500,석전동,128.5794639,35.2361472,154441,14,1172,131,상설장,매일,Y,Y
웅천시장,경남창원시,경남,창원시,4812963000,웅천동,128.7509026,35.11101903,155129,5,731,212,5일장,4일+9일,Y,Y
월영대시장,경남창원시,경남,창원시,4812553000,월영동,128.5577548,35.17927954,142062,15,2465,57,상설장,매일,Y,N
유신종합상가,경남창원시,경남,창원시,4812357000,웅남동,128.6267807,35.20756147,195301,20,3331,58,상설장,매일,Y,Y
정우새어시장,경남창원시,경남,창원시,4812563000,오동동,128.578725,35.20411504,142062,15,2465,57,상설장,매일,Y,Y
중앙시장(창원중앙시장),경남창원시,경남,창원시,4812352000,중앙동,128.6719386,35.23017119,195301,20,3331,58,상설장,매일,Y,Y
지귀시장,경남창원시,경남,창원시,4812154000,봉림동,128.6598468,35.24581106,170348,12,1176,144,상설장+5일장,1일+6일,Y,N
진동시장,경남창원시,경남,창원시,4812532000,진동면,128.4879255,35.1135948,142062,15,2465,57,상설장+5일장,4일+9일,Y,Y
진동전통시장,경남창원시,경남,창원시,4812532000,진동면,128.4873242,35.11330584,142062,15,2465,57,상설장+5일장,4일+9일,Y,Y
진해중부시장,경남창원시,경남,창원시,4812956000,경화동,128.681561,35.15507185,155129,5,731,212,상설장,매일,Y,Y
진해중앙시장,경남창원시,경남,창원시,4812953000,충무동,128.6652503,35.15108231,155129,5,731,212,상설장,매일,Y,Y
창원기계공구상가,경남창원시,경남,창원시,4812152000,팔룡동,128.6410782,35.23376746,170348,12,1176,144,상설장,매일,Y,Y
창원도계부부시장,경남창원시,경남,창원시,4812153000,명곡동,128.6371392,35.25721476,170348,12,1176,144,상설장,매일,Y,N
창원캔버라상가,경남창원시,경남,창원시,4812352000,중앙동,128.6768275,35.22123302,195301,20,3331,58,상설장,매일,Y,Y
창원코아상가,경남창원시,경남,창원시,4812352000,중앙동,128.6795415,35.22044242,195301,20,3331,58,상설장,매일,Y,Y
코오롱타운상가,경남창원시,경남,창원시,4812725000,내서읍,128.5256081,35.26570599,154441,14,1172,131,상설장,매일,Y,Y
토월복합상가시장,경남창원시,경남,창원시,4812351500,용지동,128.6919388,35.22803688,195301,20,3331,58,상설장,매일,Y,Y
합성동상가,경남창원시,경남,창원시,4812759000,합성2동,128.583461,35.23772502,154441,14,1172,131,상설장,매일,Y,Y
합성옛길시장,경남창원시,경남,창원시,4812756000,양덕1동,128.5820118,35.23534201,154441,14,1172,131,상설장,매일,N,N
회성종합시장,경남창원시,경남,창원시,4812755000,회성동,128.5592165,35.23292398,154441,14,1172,131,상설장,매일,Y,Y
합성대로상가,경남창원시,경남,창원시,4812758000,합성1동,128.5824166,35.23893191,154441,14,1172,131,상설장,매일,N,N
북신전통시장,경남통영시,경남,통영시,4822060000,북신동,128.4275309,34.85415526,99786,3,657,151,상설장,매일,Y,Y
