시장명,지자체,시도명,시군구명,행정동코드,행정동명,위치경도,위치위도,인구수,시군구시장수,시군구상점수,시설인구수,시장유형명,시장운영기간,화장실존재여부,주차장존재여부
반송골목시장,부산해운대구,부산,해운대구,2635061000,반송1동,129.1503333,35.22428809,324742,11,934,347,상설장,매일,Y,Y
반송시장,부산해운대구,부산,해운대구,2635061000,반송1동,129.14805,35.22647416,324742,11,934,347,상설장,매일,Y,Y
반여2동상가시장,부산해운대구,부산,해운대구,2635058000,반여2동,129.1290477,35.1960262,324742,11,934,347,상설장,매일,Y,N
반여3동골목시장,부산해운대구,부산,해운대구,2635059000,반여3동,129.1320531,35.19993941,324742,11,934,347,상설장,매일,Y,N
반여시장,부산해운대구,부산,해운대구,2635058000,반여2동,129.1334271,35.1977028,324742,11,934,347,상설장,매일,Y,N
우동종합상가시장,부산해운대구,부산,해운대구,2635052000,우2동,129.1388575,35.17067972,324742,11,934,347,상설장,매일,Y,Y
재송시장,부산해운대구,부산,해운대구,2635065000,재송1동,129.1236759,35.18658572,324742,11,934,347,상설장,매일,Y,Y
재송한마음시장,부산해운대구,부산,해운대구,2635065000,재송1동,129.1246062,35.18607539,324742,11,934,347,상설장,매일,Y,Y
좌동재래시장,부산해운대구,부산,해운대구,2635055100,좌1동,129.1744556,35.17306907,324742,11,934,347,상설장,매일,Y,Y
해운대시장,부산해운대구,부산,해운대구,2635053000,중1동,129.1623153,35.16140387,324742,11,934,347,상설장,매일,Y,Y
관문상가시장,대구남구,대구,남구,2720066000,대명11동,128.5572814,35.83654368,122608,13,1647,74,상설장,매일,Y,Y
관문시장,대구남구,대구,남구,2720066000,대명11동,128.5590637,35.83553597,122608,13,1647,74,상설장,매일,Y,Y
광덕시장,대구남구,대구,남구,2720064000,대명9동,128.5824169,35.8371932,122608,13,1647,74,상설장,매일,Y,N
남부시장,대구남구,대구,남구,2720056000,대명1동,128.5769294,35.84140252,122608,13,1647,74,상설장,매일,Y,N
대명시장,대구남구,대구,남구,2720058600,대명3동,128.5771651,35.85840896,122608,13,1647,74,상설장,매일,Y,Y
대명신시장,대구남구,대구,남구,2720058600,대명3동,128.576886,35.85802009,122608,13,1647,74,상설장,매일,Y,Y
대명중앙시장,대구남구,대구,남구,2720061000,대명6동,128.5677075,35.83680695,122608,13,1647,74,상설장,매일,Y,Y
명덕시장,대구남구,대구,남구,2720060000,대명5동,128.5882688,35.84479575,122608,13,1647,74,상설장,매일,Y,N
봉덕시장,대구남구,대구,남구,2720053000,봉덕1동,128.6036912,35.84571081,122608,13,1647,74,상설장,매일,Y,Y
봉덕신시장,대구남구,대구,남구,2720053000,봉덕1동,128.603414,35.84510444,122608,13,1647,74,상설장,매일,Y,Y
성당시장,대구남구,대구,남구,2720059000,대명4동,128.5729695,35.85016855,122608,13,1647,74,상설장,매일,Y,Y
안지랑시장,대구남구,대구,남구,2720064000,대명9동,128.5751543,35.83685644,122608,13,1647,74,상설장,매일,Y,Y
영선신시장,대구남구,대구,남구,2720057100,대명2동,128.5929207,35.85230523,122608,13,1647,74,상설장,매일,Y,Y
달서송림시장,대구달서구,대구,달서구,2729065000,본동,128.5470721,35.83686121,491266,23,2100,233,상설장,매일,Y,Y
달서시장,대구달서구,대구,달서구,2729059000,본리동,128.5442419,35.84019458,491266,23,2100,233,상설장,매일,Y,Y
대곡시장,대구달서구,대구,달서구,2729062800,도원동,128.5354588,35.80758305,491266,23,2100,233,상설장,매일,Y,Y
대구대동시장,대구달서구,대구,달서구,2729062500,상인2동,128.5377864,35.81167078,491266,23,2100,233,상설장,매일,Y,Y
대구예전우시장,대구달서구,대구,달서구,2729053500,두류1.2동,128.5620318,35.85853624,491266,23,2100,233,상설장,매일,Y,N
도원시장,대구달서구,대구,달서구,2729062800,도원동,128.5367189,35.8075801,491266,23,2100,233,상설장,매일,Y,Y
두류종합시장,대구달서구,대구,달서구,2729051500,성당동,128.5451423,35.84549251,491266,23,2100,233,상설장,매일,Y,Y
보성은하상가,대구달서구,대구,달서구,2729062400,상인1동,128.5342978,35.82358281,491266,23,2100,233,상설장,매일,Y,Y
상원시장,대구달서구,대구,달서구,2729062600,상인3동,128.5512851,35.80902715,491266,23,2100,233,상설장,매일,Y,Y
상인영남상가,대구달서구,대구,달서구,2729062400,상인1동,128.5425774,35.8165179,491266,23,2100,233,상설장,매일,Y,Y
서남시장,대구달서구,대구,달서구,2729056300,죽전동,128.5451734,35.85436693,491266,23,2100,233,상설장,매일,Y,Y
서남신시장,대구달서구,대구,달서구,2729056300,죽전동,128.5459007,35.85401333,491266,23,2100,233,상설장,매일,Y,Y
서대구시장,대구달서구,대구,달서구,2729053500,두류1.2동,128.5706868,35.86059821,491266,23,2100,233,상설장,매일,Y,Y
성서보성화성상가,대구달서구,대구,달서구,2729057700,이곡2동,128.5041213,35.85566367,491266,23,2100,233,상설장,매일,Y,Y
송경종합시장,대구달서구,대구,달서구,2729063000,송현1동,128.5516336,35.82709695,491266,23,2100,233,상설장,매일,Y,N
송현주공시장(월촌역시장),대구달서구,대구,달서구,2729063000,송현1동,128.5481771,35.82274056,491266,23,2100,233,상설장,매일,Y,Y
신내당시장,대구달서구,대구,달서구,2729055000,두류3동,128.5538543,35.854621,491266,23,2100,233,상설장,매일,Y,Y
와룡시장,대구달서구,대구,달서구,2729058500,신당동,128.4993262,35.85581625,491266,23,2100,233,상설장,매일,Y,Y
성서용산시장,대구달서구,대구,달서구,2729057200,용산2동,128.5213741,35.85513785,491266,23,2100,233,상설장,매일,N,Y
용산종합큰시장,대구달서구,대구,달서구,2729057100,용산1동,128.5311724,35.8580507,491266,23,2100,233,상설장,매일,Y,Y
월배시장,대구달서구,대구,달서구,2729061500,진천동,128.5273978,35.81407427,491266,23,2100,233,상설장,매일,Y,Y
월성청구시장,대구달서구,대구,달서구,2729060200,월성2동,128.5311036,35.82753061,491266,23,2100,233,상설장,매일,Y,Y
두류신시장,대구달서구,대구,달서구,2729051500,성당동,128.5462249,35.84527483,491266,23,2100,233,상설장,매일,N,N
논공중앙시장,대구달성군,대구,달성군,2771025300,논공읍,128.4465752,35.72840144,207671,3,161,1289,상설장,매일,Y,Y
현풍백년도깨비시장,대구달성군,대구,달성군,2771026500,현풍읍,128.4422285,35.69476056,207671,3,161,1289,상설장+5일장,5일+10일,Y,Y
화원시장,대구달성군,대구,달성군,2771025000,화원읍,128.4990942,35.8012922,207671,3,161,1289,상설장+5일장,1일+6일,Y,Y
공항시장,대구동구,대구,동구,2714064000,지저동,128.6382422,35.89639261,276329,10,774,357,상설장,매일,Y,Y
동구시장,대구동구,대구,동구,2714060000,효목2동,128.6395728,35.87405461,276329,10,774,357,상설장,매일,Y,N
동대구역전시장,대구동구,대구,동구,2714057000,신천3동,128.6205677,35.87430058,276329,10,774,357,상설장,매일,Y,N
동서시장,대구동구,대구,동구,2714054100,신암5동,128.6333701,35.88820415,276329,10,774,357,상설장,매일,Y,N
목련시장,대구동구,대구,동구,2714072000,안심1동,128.7046611,35.86998236,276329,10,774,357,상설장+5일장,1일+6일,Y,N
반야월종합시장,대구동구,대구,동구,2714072000,안심1동,128.7024484,35.87240606,276329,10,774,357,상설장,매일,Y,Y
방촌시장,대구동구,대구,동구,2714067000,방촌동,128.6644272,35.88130152,276329,10,774,357,상설장,매일,Y,Y
불로전통시장,대구동구,대구,동구,2714073000,안심2동,128.6889732,35.87461007,276329,10,774,357,상설장+5일장,1일+6일,Y,Y
송라시장,대구동구,대구,동구,2714055500,신천1.2동,128.6153112,35.87448539,276329,10,774,357,상설장,매일,Y,Y
평화시장,대구동구,대구,동구,2714051000,신암1동,128.6193995,35.88259978,276329,10,774,357,상설장,매일,Y,Y
대구능금시장,대구북구,대구,북구,2723052600,칠성동,128.6019681,35.87714991,367218,21,4902,74,상설장,매일,Y,Y
대구청과시장,대구북구,대구,북구,2723052600,칠성동,128.6039134,35.87702959,367218,21,4902,74,상설장,매일,Y,Y
동대구시장,대구북구,대구,북구,2723064500,대현동,128.6090909,35.88107854,367218,21,4902,74,상설장,매일,Y,Y
동대구신시장,대구북구,대구,북구,2723064500,대현동,128.6097908,35.88219144,367218,21,4902,74,상설장,매일,Y,Y
산격종합시장,대구북구,대구,북구,2723063000,산격3동,128.6103517,35.89863699,367218,21,4902,74,상설장,매일,Y,N
삼성시장,대구북구,대구,북구,2723052600,칠성동,128.6034802,35.8778191,367218,21,4902,74,상설장,매일,Y,N
서변중앙시장,대구북구,대구,북구,2723069500,무태조야동,128.596176,35.92100345,367218,21,4902,74,상설장+5일장,2일+7일,Y,N
중앙시장,대구북구,대구,북구,2723072500,태전1동,128.5449078,35.92166388,367218,21,4902,74,상설장,매일,Y,Y
칠곡시장,대구북구,대구,북구,2723077000,읍내동,128.551221,35.94252496,367218,21,4902,74,상설장+5일장,1일+6일,Y,Y
칠성시장,대구북구,대구,북구,2723052600,칠성동,128.605429,35.87631033,367218,21,4902,74,상설장,매일,Y,Y
칠성진시장,대구북구,대구,북구,2723052600,칠성동,128.6040649,35.87571938,367218,21,4902,74,상설장,매일,Y,Y
팔달신시장,대구북구,대구,북구,2723079000,노원동,128.566322,35.8922884,367218,21,4902,74,상설장,매일,Y,Y
산업용재관,대구북구,대구,북구,2723062000,산격2동,128.6063956,35.90496577,367218,21,4902,74,상설장,매일,Y,Y
섬유제품관,대구북구,대구,북구,2723062000,산격2동,128.6096611,35.90627923,367218,21,4902,74,상설장,매일,Y,Y
전기재료관,대구북구,대구,북구,2723062000,산격2동,128.6077132,35.9050606,367218,21,4902,74,상설장,매일,Y,Y
전기조명관,대구북구,대구,북구,2723062000,산격2동,128.6082752,35.90569603,367218,21,4902,74,상설장,매일,Y,Y
전자관,대구북구,대구,북구,2723062000,산격2동,128.6070187,35.90720316,367218,21,4902,74,상설장,매일,Y,Y
전자상가,대구북구,대구,북구,2723062000,산격2동,128.604982,35.90545705,367218,21,4902,74,상설장,매일,Y,Y
칠성본시장,대구북구,대구,북구,2723052600,칠성동,128.60438,35.87551494,367218,21,4902,74,상설장,매일,N,Y
칠성전자주방시장,대구북구,대구,북구,2723052600,칠성동,128.6015513,35.88023367,367218,21,4902,74,상설장,매일,Y,Y
대평리시장,대구서구,대구,서구,2717064000,평리3동,128.5589346,35.87801117,145108,9,801,181,상설장,매일,Y,Y
새길시장,대구서구,대구,서구,2717052500,내당2.3동,128.5715679,35.86503889,145108,9,801,181,상설장,매일,Y,N
서구시장,대구서구,대구,서구,2717064000,평리3동,128.5556896,35.87393762,145108,9,801,181,상설장,매일,Y,N
서부시장,대구서구,대구,서구,2717056500,비산2.3동,128.5720469,35.87330956,145108,9,801,181,상설장,매일,Y,Y
신평리시장,대구서구,대구,서구,2717065000,평리4동,128.5606859,35.86809861,145108,9,801,181,상설장,매일,Y,Y
원고개시장,대구서구,대구,서구,2717055000,비산1동,128.5682981,35.88028036,145108,9,801,181,상설장,매일,Y,Y
원대신시장,대구서구,대구,서구,2717069500,원대동,128.5748006,35.88553463,145108,9,801,181,상설장,매일,Y,Y
이현시장,대구서구,대구,서구,2717066100,평리6동,128.5506362,35.87695054,145108,9,801,181,상설장,매일,Y,N
중평시장,대구서구,대구,서구,2717065000,평리4동,128.5539071,35.86537086,145108,9,801,181,상설장,매일,Y,N
동성시장,대구수성구,대구,수성구,2726058000,수성2.3가동,128.6169564,35.85565852,343687,7,584,588,상설장,매일,Y,N
수성시장,대구수성구,대구,수성구,2726058000,수성2.3가동,128.6170064,35.85565487,343687,7,584,588,상설장,매일,Y,Y
신매시장,대구수성구,대구,수성구,2726067000,고산1동,128.7097215,35.83727992,343687,7,584,588,상설장,매일,Y,N
지산목련시장(지산종합시장),대구수성구,대구,수성구,2726065200,지산2동,128.631863,35.82079684,343687,7,584,588,상설장,매일,Y,Y
청구시장,대구수성구,대구,수성구,2726056000,만촌2동,128.6442063,35.86484933,343687,7,584,588,상설장,매일,Y,Y
태백시장,대구수성구,대구,수성구,2726058000,수성2.3가동,128.616759,35.85518807,343687,7,584,588,상설장,매일,Y,Y
황금시장,대구수성구,대구,수성구,2726060200,황금2동,128.6199562,35.84839977,343687,7,584,588,상설장,매일,Y,Y
교동시장,대구중구,대구,중구,2711056500,성내1동,128.598366,35.87370057,66474,15,5682,11,상설장,매일,Y,Y
남문시장,대구중구,대구,중구,2711064000,남산1동,128.591983,35.86108085,66474,15,5682,11,상설장,매일,Y,Y
동산상가,대구중구,대구,중구,2711059500,대신동,128.5817199,35.86895466,66474,15,5682,11,상설장,매일,Y,Y
명품프라자상가,대구중구,대구,중구,2711059500,대신동,128.5809042,35.86990817,66474,15,5682,11,상설장,매일,Y,Y
방천시장,대구중구,대구,중구,2711068000,대봉1동,128.6059327,35.86223722,66474,15,5682,11,상설장,매일,Y,N
번개시장,대구중구,대구,중구,2711056500,성내1동,128.5981311,35.87508929,66474,15,5682,11,상설장,매일,Y,Y
서문시장2지구종합상가,대구중구,대구,중구,2711059500,대신동,128.5795313,35.86881467,66474,15,5682,11,상설장,매일,Y,Y
서문시장5지구,대구중구,대구,중구,2711059500,대신동,128.5784635,35.868085,66474,15,5682,11,상설장,매일,Y,Y
서문시장건해산물상가,대구중구,대구,중구,2711059500,대신동,128.5794878,35.8681429,66474,15,5682,11,상설장,매일,Y,Y
서문시장제1지구직물시장,대구중구,대구,중구,2711059500,대신동,128.5798314,35.86939386,66474,15,5682,11,상설장,매일,Y,Y
서문시장제1지구포목시장,대구중구,대구,중구,2711059500,대신동,128.5798314,35.86939386,66474,15,5682,11,상설장,매일,Y,Y
약령시장,대구중구,대구,중구,2711057500,성내2동,128.5899204,35.86812682,66474,15,5682,11,상설장,매일,Y,N
염매시장,대구중구,대구,중구,2711057500,성내2동,128.5916802,35.86686804,66474,15,5682,11,상설장,매일,Y,N
서문시장4지구종합대체상가(베네시움),대구중구,대구,중구,2711057500,성내2동,128.5827232,35.86673048,66474,15,5682,11,상설장,매일,Y,Y
강화중앙시장(a동b동),인천강화군,인천,강화군,2871025000,강화읍,126.4839146,37.74693259,49024,3,402,121,상설장,매일,Y,Y
강화터미널상가,인천강화군,인천,강화군,2871025000,강화읍,126.4904067,37.73977668,49024,3,402,121,상설장,매일,Y,Y
강화풍물시장,인천강화군,인천,강화군,2871025000,강화읍,126.4928692,37.74142155,49024,3,402,121,상설장+5일장,2일+7일,Y,Y
계산시장,인천계양구,인천,계양구,2824561100,계산1동,126.7248527,37.5392795,229796,3,363,633,상설장,매일,Y,Y
계양산전통시장,인천계양구,인천,계양구,2824572000,계양2동,126.7392428,37.54845862,229796,3,363,633,상설장,매일,Y,Y
작전시장,인천계양구,인천,계양구,2824562200,작전2동,126.724325,37.53248718,229796,3,363,633,상설장,매일,Y,Y
석바위시장,인천미추홀구,인천,미추홀구,2817767000,주안6동,126.6916171,37.45917121,356193,7,927,384,상설장,매일,Y,Y
신기시장,인천미추홀구,인천,미추홀구,2817768000,주안7동,126.6782819,37.44689806,356193,7,927,384,상설장,매일,Y,Y
용현시장,인천미추홀구,인천,미추홀구,2817756000,용현3동,126.6503744,37.45756117,356193,7,927,384,상설장,매일,Y,Y
인천남부종합시장,인천미추홀구,인천,미추홀구,2817768000,주안7동,126.6783959,37.44737537,356193,7,927,384,상설장,매일,Y,Y
인천용남시장,인천미추홀구,인천,미추홀구,2817754000,용현1.4동,126.6658494,37.45189805,356193,7,927,384,상설장,매일,Y,Y
토지금고시장,인천미추홀구,인천,미추홀구,2817757000,용현5동,126.6378022,37.45154989,356193,7,927,384,상설장,매일,Y,Y
학익시장,인천미추홀구,인천,미추홀구,2817759000,학익2동,126.6649652,37.44351498,356193,7,927,384,상설장,매일,Y,Y
간석자유시장,인천남동구,인천,남동구,2820055000,간석3동,126.7153431,37.46388365,430153,8,1694,253,상설장,매일,Y,N
구월도매전통시장,인천남동구,인천,남동구,2820052100,구월3동,126.7052205,37.44324579,430153,8,1694,253,상설장,매일,N,Y
구월시장,인천남동구,인천,남동구,2820052200,구월4동,126.7204956,37.4528675,430153,8,1694,253,상설장,매일,Y,Y
만수시장,인천남동구,인천,남동구,2820057000,만수2동,126.732151,37.45998255,430153,8,1694,253,상설장,매일,Y,Y
인천모래내전통시장,인천남동구,인천,남동구,2820052200,구월4동,126.7213345,37.45383617,430153,8,1694,253,상설장,매일,Y,Y
장승백이전통시장,인천남동구,인천,남동구,2820058300,만수6동,126.7351116,37.44657696,430153,8,1694,253,상설장,매일,Y,Y
동부시장,인천동구,인천,동구,2814063000,송림6동,126.6452481,37.47699808,50655,8,5976,8,상설장,매일,Y,Y
송림공구상가,인천동구,인천,동구,2814061000,송림4동,126.6622109,37.4835908,50655,8,5976,8,상설장,매일,Y,Y
송현시장,인천동구,인천,동구,2814055500,송현1.2동,126.6346428,37.47616144,50655,8,5976,8,상설장,매일,Y,Y
인천산업유통사업협동조합,인천동구,인천,동구,2814061000,송림4동,126.654796,37.48482772,50655,8,5976,8,상설장,매일,Y,Y
중앙시장,인천동구,인천,동구,2814055500,송현1.2동,126.6333451,37.47535282,50655,8,5976,8,상설장,매일,N,Y
현대시장,인천동구,인천,동구,2814063000,송림6동,126.6461237,37.47748725,50655,8,5976,8,상설장,매일,Y,Y
일신시장(부일종합시장),인천부평구,인천,부평구,2823767000,일신동,126.7432795,37.48472019,430116,6,796,540,상설장,매일,Y,Y
부평깡시장,인천부평구,인천,부평구,2823754000,부평4동,126.726541,37.49788794,430116,6,796,540,상설장,매일,Y,Y
부평문화의거리,인천부평구,인천,부평구,2823755000,부평5동,126.7250051,37.49408196,430116,6,796,540,상설장,매일,Y,Y
부평종합시장,인천부평구,인천,부평구,2823754000,부평4동,126.7266188,37.49649796,430116,6,796,540,상설장,매일,Y,Y
십정종합시장(열우물전통시장),인천부평구,인천,부평구,2823768000,십정1동,126.6956685,37.47330312,430116,6,796,540,상설장,매일,Y,Y
진흥종합시장,인천부평구,인천,부평구,2823754000,부평4동,126.725706,37.49694725,430116,6,796,540,상설장,매일,Y,Y
가좌시장,인천서구,인천,서구,2826059000,가좌2동,126.6833977,37.49413933,451980,5,608,743,상설장,매일,Y,N
신거북시장,인천서구,인천,서구,2826056000,석남2동,126.6729889,37.50328579,451980,5,608,743,상설장,매일,Y,Y
인천강남시장,인천서구,인천,서구,2826055000,석남1동,126.6719954,37.51122131,451980,5,608,743,상설장,매일,Y,Y
인천축산물시장,인천서구,인천,서구,2826061000,가좌4동,126.6884571,37.47899257,451980,5,608,743,상설장,매일,Y,Y
정서진중앙시장,인천서구,인천,서구,2826054200,가정1동,126.675938,37.51857192,451980,5,608,743,상설장,매일,Y,Y
연수구옥련시장,인천연수구,인천,연수구,2818564000,옥련2동,126.64683,37.42462185,327612,2,406,806,상설장,매일,N,N
연수송도역전시장,인천연수구,인천,연수구,2818563000,옥련1동,126.6576942,37.42645754,327612,2,406,806,상설장,매일,Y,N
신포시장,인천중구,인천,중구,2811053000,신포동,126.627812,37.47146219,123617,3,722,171,상설장,매일,Y,Y
신흥시장,인천중구,인천,중구,2811054000,신흥동,126.636624,37.46606007,123617,3,722,171,상설장,매일,Y,Y
인천종합어시장,인천중구,인천,중구,2811052000,연안동,126.6071645,37.45413649,123617,3,722,171,상설장,매일,Y,Y
1913송정역시장(송정역전매일시장),광주광산구,광주,광산구,2920052500,송정2동,126.7915343,35.13556354,348277,6,351,992,상설장,매일,Y,Y
비아5일시장,광주광산구,광주,광산구,2920062000,비아동,126.8252661,35.22135768,348277,6,351,992,5일장,1일+6일,Y,Y
송정5일시장,광주광산구,광주,광산구,2920052500,송정2동,126.7969059,35.13707956,348277,6,351,992,5일장,3일+8일,Y,Y
송정매일시장,광주광산구,광주,광산구,2920052500,송정2동,126.7968447,35.13744947,348277,6,351,992,상설장,매일,Y,Y
우산매일시장,광주광산구,광주,광산구,2920058000,우산동,126.8014856,35.16524813,348277,6,351,992,상설장,매일,Y,Y
월곡시장,광주광산구,광주,광산구,2920060000,월곡1동,126.8096478,35.17129717,348277,6,351,992,상설장,매일,Y,Y
무등시장,광주남구,광주,남구,2915570000,주월2동,126.8945422,35.13592608,164770,2,129,1277,상설장,매일,Y,Y
봉선시장,광주남구,광주,남구,2915553700,봉선1동,126.9100024,35.12905105,164770,2,129,1277,상설장,매일,Y,Y
남광주시장,광주동구,광주,동구,2911068500,학동,126.9208104,35.13929961,88718,4,662,134,상설장,매일,Y,Y
남광주해뜨는시장,광주동구,광주,동구,2911068500,학동,126.9212522,35.13896306,88718,4,662,134,상설장,매일,Y,Y
대인시장,광주동구,광주,동구,2911052500,충장동,126.9165339,35.15401255,88718,4,662,134,상설장,매일,Y,Y
산수시장,광주동구,광주,동구,2911059000,산수1동,126.9297328,35.15348678,88718,4,662,134,상설장,매일,N,N
동부시장,광주북구,광주,북구,2917053000,중흥3동,126.916337,35.17388593,356078,4,705,505,상설장,매일,Y,Y
두암시장,광주북구,광주,북구,2917066100,두암1동,126.9293897,35.1715782,356078,4,705,505,상설장,매일,Y,Y
말바우시장,광주북구,광주,북구,2917062000,우산동,126.9213607,35.17297793,356078,4,705,505,상설장+3일장,2일+4일+7일+9일,Y,Y
운암시장,광주북구,광주,북구,2917060200,운암2동,126.8820036,35.17337341,356078,4,705,505,상설장,매일,Y,Y
광주양동시장,광주서구,광주,서구,2914057500,양동,126.9025577,35.15390747,244095,8,1380,176,상설장,매일,Y,Y
양동건어물시장,광주서구,광주,서구,2914057500,양동,126.9033302,35.15316825,244095,8,1380,176,상설장,매일,Y,Y
양동경열로시장,광주서구,광주,서구,2914057500,양동,126.9008475,35.1536684,244095,8,1380,176,상설장,매일,Y,Y
양동닭전길시장,광주서구,광주,서구,2914057500,양동,126.9039961,35.15281861,244095,8,1380,176,상설장,매일,Y,Y
양동복개상가,광주서구,광주,서구,2914057500,양동,126.9039282,35.15359895,244095,8,1380,176,상설장,매일,Y,Y
양동산업용품시장,광주서구,광주,서구,2914057500,양동,126.906622,35.15117135,244095,8,1380,176,상설장,매일,Y,Y
양동수산전통시장,광주서구,광주,서구,2914057500,양동,126.90166,35.15323541,244095,8,1380,176,상설장,매일,Y,Y
화정동서부시장,광주서구,광주,서구,2914076000,화정1동,126.8792821,35.15304086,244095,8,1380,176,상설장,매일,N,Y
법동시장,대전대덕구,대전,대덕구,3023061000,법2동,127.4315733,36.36622464,153608,4,504,304,상설장,매일,Y,Y
송촌시장,대전대덕구,대전,대덕구,3023054300,송촌동,127.4397409,36.36462123,153608,4,504,304,상설장,매일,Y,Y
신탄진시장,대전대덕구,대전,대덕구,3023056000,석봉동,127.4265065,36.44915342,153608,4,504,304,5일장,3일+8일,Y,Y
중리시장,대전대덕구,대전,대덕구,3023054600,중리동,127.4263885,36.36558954,153608,4,504,304,상설장,매일,Y,Y
가양시장,대전동구,대전,동구,3011062000,가양1동,127.4431993,36.34626329,202782,14,1309,154,상설장,매일,Y,Y
대전도매시장,대전동구,대전,동구,3011051500,중앙동,127.4329191,36.3302023,202782,14,1309,154,상설장,매일,Y,Y
대전상가시장,대전동구,대전,동구,3011054500,신인동,127.4366521,36.32178813,202782,14,1309,154,상설장,매일,Y,N
신도시장,대전동구,대전,동구,3011063000,가양2동,127.447114,36.3495206,202782,14,1309,154,상설장,매일,Y,Y
신중앙시장,대전동구,대전,동구,3011051500,중앙동,127.4336349,36.3272971,202782,14,1309,154,상설장,매일,Y,Y
용운시장,대전동구,대전,동구,3011056000,용운동,127.4605847,36.32781621,202782,14,1309,154,상설장,매일,Y,Y
인동시장,대전동구,대전,동구,3011054500,신인동,127.4359134,36.32253186,202782,14,1309,154,상설장,매일,Y,Y
자유도매시장,대전동구,대전,동구,3011051500,중앙동,127.4320061,36.32923674,202782,14,1309,154,상설장,매일,Y,Y
전통중앙도매상가,대전동구,대전,동구,3011051500,중앙동,127.4337041,36.32982636,202782,14,1309,154,상설장,매일,Y,Y
중앙도매시장,대전동구,대전,동구,3011051500,중앙동,127.4331847,36.32956033,202782,14,1309,154,상설장,매일,Y,Y
중앙메가프라자,대전동구,대전,동구,3011051500,중앙동,127.4339584,36.3267299,202782,14,1309,154,상설장,매일,Y,Y
중앙상가시장,대전동구,대전,동구,3011051500,중앙동,127.4311264,36.32961517,202782,14,1309,154,상설장,매일,Y,Y
중앙종합시장,대전동구,대전,동구,3011051500,중앙동,127.4322021,36.32859197,202782,14,1309,154,상설장,매일,Y,Y
도마큰시장,대전서구,대전,서구,3017052000,도마1동,127.3813666,36.31580602,406283,2,611,664,상설장,매일,Y,Y
한민시장,대전서구,대전,서구,3017056000,괴정동,127.3840015,36.33462149,406283,2,611,664,상설장,매일,Y,Y
송강시장,대전유성구,대전,유성구,3020058000,구즉동,127.3866081,36.43519975,304712,1,57,5345,상설장,매일,Y,Y
문창전통시장,대전중구,대전,중구,3014060500,문창동,127.4381799,36.31551061,193263,7,625,309,상설장,매일,Y,Y
부사전통시장,대전중구,대전,중구,3014064000,부사동,127.4353735,36.31414143,193263,7,625,309,상설장,매일,Y,Y
산성전통시장,대전중구,대전,중구,3014074000,산성동,127.3871263,36.30655779,193263,7,625,309,상설장,매일,Y,Y
오류전통시장,대전중구,대전,중구,3014067000,오류동,127.4079507,36.32195883,193263,7,625,309,상설장,매일,Y,N
용두전통시장,대전중구,대전,중구,3014065500,용두동,127.4145668,36.32340688,193263,7,625,309,상설장,매일,N,N
유천전통시장,대전중구,대전,중구,3014070000,유천1동,127.3954896,36.31721058,193263,7,625,309,상설장,매일,Y,Y
태평전통시장,대전중구,대전,중구,3014068000,태평1동,127.397694,36.32594524,193263,7,625,309,상설장,매일,Y,Y
(주)신정시장,울산남구,울산,남구,3114051000,신정1동,129.3102795,35.54233752,261032,9,1151,226,상설장,매일,Y,N
(주)야음시장,울산남구,울산,남구,3114067000,야음장생포동,129.3313731,35.52405748,261032,9,1151,226,상설장,매일,Y,Y
수암상가시장,울산남구,울산,남구,3114063500,수암동,129.3207645,35.52697636,261032,9,1151,226,상설장,매일,Y,N
수암종합시장,울산남구,울산,남구,3114063500,수암동,129.3208454,35.52747363,261032,9,1151,226,상설장,매일,Y,N
신정상가시장,울산남구,울산,남구,3114051000,신정1동,129.3101169,35.54300662,261032,9,1151,226,상설장,매일,Y,N
신정평화시장,울산남구,울산,남구,3114052000,신정2동,129.3035365,35.53834025,261032,9,1151,226,상설장,매일,Y,Y
야음상가시장,울산남구,울산,남구,3114067000,야음장생포동,129.3318642,35.52361503,261032,9,1151,226,상설장,매일,Y,Y
울산번개시장,울산남구,울산,남구,3114067000,야음장생포동,129.3367705,35.520238,261032,9,1151,226,상설장,매일,Y,Y
울산산업공구월드,울산남구,울산,남구,3114057000,삼산동,129.3426384,35.53578533,261032,9,1151,226,상설장,매일,Y,Y
남목전통시장,울산동구,울산,동구,3117060000,남목3동,129.4273867,35.54272388,129997,4,458,283,상설장,매일,Y,Y
대송농수산물시장,울산동구,울산,동구,3117054000,대송동,129.4206489,35.49920876,129997,4,458,283,상설장,매일,Y,Y
동울산종합시장,울산동구,울산,동구,3117056000,전하2동,129.4254286,35.50883074,129997,4,458,283,상설장,매일,Y,Y
월봉시장,울산동구,울산,동구,3117056000,전하2동,129.4260293,35.50966861,129997,4,458,283,상설장,매일,Y,N
염포시장(신전시장),울산북구,울산,북구,3120059000,염포동,129.390746,35.53552572,166288,3,153,1086,상설장,매일,Y,N
호계공설시장,울산북구,울산,북구,3120051000,농소1동,129.355738,35.62361611,166288,3,153,1086,상설장+5일장,1일+6일,Y,Y
화봉시장(화봉종합시장),울산북구,울산,북구,3120057000,송정동,129.3658257,35.58881997,166288,3,153,1086,상설장,매일,Y,Y
곡천공설시장,울산울주군,울산,울주군,3171034000,웅촌면,129.2096999,35.4656179,181682,9,420,432,5일장,1일+6일,Y,Y
