지자체,시장명,시장면적,전체 점포 중 영업 중인 점포 수,빈점포,기타점포(창고 및 사무실 등 영업 이외의 목적으로 활용되고 있는 점포),노점수,점포상인 수 (종업원 제외) - 2019,종업원 수 (점포주 제외) - 2019,노점상인 수 (종업원 제외) - 2019,총시장 상인 - 2019,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
대구북구,전자상가,300000,356,13,0,0,356,520,0,876,1,1,1,1,1,1,1,50,1,1,1,1
대구북구,칠성본시장,5118,72,6,0,0,72,90,0,162,1,2,1,1,1,1,2,100,1,2,2,2
대구북구,칠성전자주방시장,49371,110,0,0,2,110,52,2,164,1,2,1,1,2,2,2,90,1,1,2,2
대구서구,구평리시장,2063,29,15,2,3,29,0,3,32,1,1,1,1,2,2,2,100,1,1,2,2
대구서구,대평리시장,1662,15,60,0,18,15,25,18,58,1,2,1,1,1,2,2,80,2,1,2,2
대구서구,새길시장,1650,33,36,0,0,33,0,0,33,1,2,1,1,1,1,1,100,2,1,2,2
대구서구,서구시장,1650,15,64,0,15,15,0,15,30,1,2,1,1,1,1,1,90,1,1,1,2
대구서구,서부시장,11513,115,20,0,11,115,30,11,156,1,1,1,1,1,1,1,99,1,1,1,2
대구서구,신평리시장,1666,120,20,0,20,120,18,20,158,1,1,1,1,1,1,1,80,1,1,1,2
대구서구,원고개시장,8762,127,0,0,10,127,23,10,160,1,1,1,1,1,1,1,100,1,1,1,2
대구서구,원대신시장,3577,48,2,1,8,48,10,7,65,1,2,1,1,1,1,2,100,1,1,1,2
대구서구,이현시장,1658,7,47,0,0,7,0,0,7,1,2,1,1,1,1,2,100,1,1,2,2
대구서구,중평시장,1110,9,68,0,5,9,10,5,24,1,1,1,1,1,1,2,30,1,1,2,2
대구수성구,동성시장,1781,30,30,39,0,30,20,0,50,1,2,1,1,2,2,2,100,1,1,2,2
대구수성구,수성시장,2520,28,70,2,5,28,4,5,37,1,1,1,1,2,2,2,100,1,1,2,2
대구수성구,신매시장,19756,176,2,0,5,176,40,5,221,1,2,1,1,2,1,2,100,2,1,2,2
대구수성구,지산목련시장(지산종합시장),1650,148,10,0,12,148,20,12,180,1,1,1,1,1,1,1,70,1,1,1,2
대구수성구,청구시장,3300,42,18,0,0,42,0,3,45,1,1,1,1,1,1,1,100,2,1,2,2
대구수성구,태백시장,1089,26,25,10,3,26,5,3,34,1,1,1,1,2,2,2,100,1,1,1,2
대구수성구,황금시장,3960,60,70,1,1,60,5,1,66,1,1,1,1,1,1,1,50,1,1,2,2
대구중구,교동시장,1515,132,10,5,0,132,10,0,142,1,2,1,1,1,1,1,10,1,1,1,2
대구중구,남문시장,7095,100,120,20,5,100,5,5,110,1,2,1,1,1,1,2,100,2,1,2,2
대구중구,동산상가,3042,795,20,0,0,795,200,0,995,1,1,1,1,1,1,1,100,1,1,1,2
대구중구,명품프라자상가,761,204,9,0,0,204,60,0,264,1,1,1,1,1,1,1,100,1,1,1,1
대구중구,방천시장,5785,65,0,0,5,65,30,5,100,1,1,1,1,2,2,2,100,1,1,1,2
대구중구,번개시장,2923,115,5,0,141,115,50,141,306,1,1,1,1,1,1,2,98,1,1,2,1
대구중구,서문시장2지구종합상가,11435,1521,27,0,0,1521,20,0,1541,1,1,1,1,1,1,1,100,1,1,1,1
대구중구,서문시장5지구,4268,229,13,0,3,229,7,3,239,1,1,1,1,1,1,1,90,1,1,1,2
대구중구,서문시장건해산물상가,4760,95,5,0,0,95,30,0,125,1,2,1,1,1,1,1,100,1,1,1,2
대구중구,서문시장제1지구직물시장,3313,192,7,0,0,192,98,0,290,1,1,1,1,1,1,1,30,1,1,1,2
대구중구,서문시장제1지구포목시장,3227,282,4,0,0,282,100,0,382,1,1,1,1,1,1,1,30,1,1,1,2
대구중구,약령시장,28454,279,0,0,0,279,4,0,283,1,1,1,1,1,1,2,100,1,1,1,2
대구중구,염매시장,4658,72,1,0,0,72,4,0,76,1,2,1,1,1,2,2,100,1,1,1,2
대구중구,서문시장4지구종합대체상가(베네시움),18734,120,1100,0,0,120,10,0,130,1,1,1,1,1,1,1,0,1,1,1,1
인천강화군,강화중앙시장(a동b동),3074,91,57,2,0,91,0,0,91,1,1,1,1,1,1,1,10,1,1,2,2
인천강화군,강화터미널상가,12763,95,10,1,0,95,6,0,101,1,1,1,1,1,1,1,70,1,1,2,1
인천강화군,강화풍물시장,7865,174,20,0,0,174,130,0,304,1,1,1,1,1,1,1,100,1,1,2,1
인천계양구,계산시장,12429,110,2,0,20,110,100,18,228,1,1,1,1,1,1,1,100,1,1,1,2
인천계양구,계양산전통시장,3557,125,0,2,23,125,110,23,258,1,1,1,1,1,1,1,98,1,1,1,2
인천계양구,작전시장,10900,99,1,0,14,99,0,14,113,1,2,1,1,1,1,1,99,2,1,1,2
인천미추홀구,석바위시장,14254,220,0,0,20,220,0,20,240,1,1,1,1,1,1,1,100,1,1,1,2
인천미추홀구,신기시장,3550,150,0,0,0,150,0,0,150,1,2,1,1,1,1,1,100,1,1,1,1
인천미추홀구,용현시장,14400,237,1,0,15,237,200,15,452,1,1,1,1,1,1,1,80,1,1,1,2
인천미추홀구,인천남부종합시장,9900,143,0,4,20,143,0,20,163,1,1,1,1,1,1,1,70,1,1,1,2
인천미추홀구,인천용남시장,7602,64,0,0,6,64,0,6,70,1,1,1,1,1,1,1,70,1,1,1,2
인천미추홀구,제일시장,4020,60,4,0,4,60,0,4,64,1,2,1,1,2,2,2,100,1,1,1,2
인천미추홀구,토지금고시장,11683,122,0,0,7,122,10,17,149,1,1,1,1,1,1,1,100,1,1,1,2
인천미추홀구,학익시장,3465,45,5,1,3,45,10,3,58,1,1,1,1,1,1,2,80,1,1,1,2
인천남동구,간석자유시장,6529,120,8,0,0,120,0,0,120,1,1,1,1,1,1,1,100,1,1,1,2
인천남동구,구월도매전통시장,6866,66,3,4,0,66,180,0,246,1,2,1,1,2,2,2,98,1,2,2,2
인천남동구,구월시장,12500,134,2,0,11,134,100,11,245,1,1,1,1,1,1,1,100,1,1,1,2
인천남동구,만수시장,2400,40,14,0,67,40,0,67,107,1,2,1,1,1,1,2,1,1,1,2,2
인천남동구,인천모래내전통시장,21441,205,0,0,7,205,2390,8,2603,1,1,1,1,1,1,1,100,1,1,1,1
인천남동구,장승백이전통시장,9305,90,8,18,12,90,40,12,142,1,1,1,1,1,1,1,70,1,1,1,2
인천동구,동부시장,2940,40,3,0,19,40,10,19,69,1,1,1,1,1,1,1,100,1,1,1,2
인천동구,송림공구상가,15052,311,2,0,0,311,187,0,498,1,1,1,1,1,1,2,99,1,1,2,1
인천동구,송현시장,4417,82,19,0,2,82,3,2,87,1,1,1,1,1,1,1,89,1,1,1,2
인천동구,인천산업유통사업협동조합,230902,4735,0,0,0,4735,13000,0,17735,1,1,1,1,1,1,1,100,1,1,1,1
인천동구,중앙시장,2041,110,10,0,0,110,20,0,130,1,1,1,1,1,1,2,100,1,2,2,2
인천동구,현대시장,15738,259,10,0,35,259,10,35,304,1,1,1,1,1,1,1,30,1,1,1,2
인천부평구,부개종합시장,2732,42,2,0,0,42,3,0,45,1,2,1,1,1,1,1,100,2,1,2,2
인천부평구,일신시장(부일종합시장),2732,70,10,10,0,70,0,0,70,1,1,1,1,1,1,2,30,2,1,2,2
인천부평구,부평깡시장,100230,120,0,0,60,120,150,60,330,1,2,1,1,1,1,2,70,1,1,1,2
인천부평구,부평문화의거리,13921,210,0,0,10,210,250,10,470,1,1,1,1,2,1,2,100,1,1,1,2
인천부평구,부평종합시장,11655,210,0,0,200,210,500,200,910,1,1,1,1,1,1,2,100,1,1,1,2
인천부평구,십정종합시장(열우물전통시장),2211,59,6,0,1,59,4,1,64,1,1,1,1,1,1,2,90,1,1,1,2
인천부평구,진흥종합시장,4576,60,2,1,0,60,0,0,60,1,1,1,1,1,1,1,100,1,1,1,2
인천서구,가좌시장,9567,139,0,0,15,139,169,20,328,1,1,1,1,1,1,1,100,1,1,1,2
인천서구,신거북시장,10314,108,12,0,65,108,47,65,220,1,1,1,1,1,1,2,100,1,1,2,2
인천서구,인천강남시장,14985,129,1,0,10,129,120,10,259,1,1,1,1,1,1,1,100,1,1,1,2
인천서구,인천축산물시장,35047,117,8,0,1,117,600,1,718,1,1,1,1,1,1,2,80,1,1,2,2
인천서구,정서진중앙시장,8042,128,0,0,0,128,128,0,256,1,1,1,1,1,1,1,100,1,1,1,2
인천연수구,연수구옥련시장,2630,61,2,0,22,61,30,22,113,1,1,1,1,1,1,1,100,1,2,1,2
인천연수구,연수송도역전시장,7489,80,8,0,0,80,10,0,90,1,1,1,1,1,1,1,95,2,1,1,2
인천중구,신포시장,3007,153,0,7,5,153,215,5,373,1,1,1,1,1,1,1,90,1,1,1,2
인천중구,신흥시장,3766,46,20,0,0,46,7,0,53,1,2,1,1,1,1,1,100,1,1,1,2
인천중구,인천종합어시장,11574,500,0,7,18,500,500,18,1018,1,1,1,1,1,1,1,90,1,1,1,2
광주광산구,1913송정역시장(송정역전매일시장),3775,80,6,0,0,80,7,0,87,1,2,1,1,1,1,2,100,1,1,2,2
광주광산구,뉴밀레니엄시장,1478,40,4,0,0,40,4,0,44,1,2,1,1,1,1,2,100,1,1,2,2
광주광산구,비아5일시장,6696,57,2,0,55,57,19,55,131,1,1,1,1,1,1,2,90,1,1,1,2
광주광산구,송정5일시장,16004,109,20,0,100,109,30,100,239,1,2,1,1,1,1,2,100,1,1,1,2
광주광산구,송정매일시장,8467,32,20,0,2,32,10,2,44,1,1,1,1,1,1,1,100,1,1,1,2
광주광산구,우산매일시장,4598,42,0,0,0,42,20,0,62,1,2,1,1,1,1,2,100,2,1,2,2
광주광산구,월곡시장,3378,41,4,0,0,41,36,0,77,1,1,1,1,1,1,1,100,1,1,2,2
광주남구,무등시장,2577,52,5,8,20,52,98,20,170,1,1,1,1,1,1,1,100,1,1,1,2
광주동구,남광주시장,12420,204,4,0,23,204,207,23,434,1,1,1,1,1,1,1,100,1,1,1,2
광주동구,남광주해뜨는시장,2654,22,17,11,18,22,2,18,42,1,1,1,1,1,1,1,50,1,1,1,1
광주동구,대인시장,11760,271,26,0,15,271,24,15,310,1,1,1,1,1,1,1,100,1,1,1,2
광주북구,동부시장,2286,25,7,3,0,25,2,0,27,1,1,1,1,1,1,1,100,1,1,2,2
광주북구,두암시장,2247,26,10,1,0,26,3,0,29,1,1,1,1,1,1,1,100,1,1,1,2
광주북구,말바우시장,68712,169,0,4,491,169,50,491,710,1,1,1,1,1,1,1,100,1,1,1,2
광주북구,운암시장,3809,89,12,0,0,89,2,0,91,1,1,1,1,1,1,1,100,1,1,2,2
광주서구,광주양동시장,10580,269,5,0,0,269,620,0,889,1,1,1,1,1,1,1,100,1,1,1,2
광주서구,양동건어물시장,9613,64,0,0,0,64,0,0,64,1,1,1,1,1,1,1,100,1,1,1,2
광주서구,양동경열로시장,3885,77,2,0,32,77,50,32,159,1,1,1,1,1,1,2,100,1,1,1,2
광주서구,양동닭전길시장,2640,170,10,0,0,170,30,0,200,1,1,1,1,1,1,1,100,1,1,2,2
광주서구,양동복개상가,18932,256,7,0,3,256,143,7,406,1,1,1,1,1,1,1,100,1,1,1,2
광주서구,양동산업용품시장,14000,135,17,0,0,135,50,0,185,1,2,1,1,1,1,2,100,2,1,2,2
광주서구,양동수산전통시장,3070,120,5,0,0,120,30,0,150,1,1,1,1,1,1,1,100,1,1,1,1
광주서구,화정동서부시장,13420,247,3,0,3,247,30,3,280,1,2,1,2,2,2,2,100,1,2,2,2
대전대덕구,법동시장,7812,64,4,2,0,64,69,0,133,1,1,1,1,1,1,1,80,1,1,1,2
대전대덕구,송촌시장,3305,34,3,0,0,34,20,0,54,1,1,1,1,1,1,1,100,1,1,1,2
대전대덕구,신탄진시장,25680,120,0,0,80,120,30,80,230,1,2,1,1,1,1,1,80,1,1,2,2
대전대덕구,중리시장,12316,160,0,0,0,160,200,0,360,1,1,1,1,1,1,1,100,1,1,1,2
대전동구,가양시장,3679,14,0,11,0,14,15,0,29,1,2,1,1,1,1,1,100,1,1,2,2
대전동구,대전도매시장,1778,115,3,0,0,115,26,0,141,1,1,1,1,1,1,1,100,1,1,1,2
대전동구,대전상가시장,1380,50,0,10,2,50,30,2,82,1,2,1,1,1,1,1,100,1,1,1,2
대전동구,신도시장,8330,70,2,1,2,70,20,2,92,1,2,1,1,1,1,1,60,1,1,1,2
대전동구,신중앙시장,2045,80,0,0,0,80,0,0,80,1,2,1,1,1,1,1,100,1,1,1,2
대전동구,용운시장,5164,37,0,0,0,37,10,0,47,1,1,1,1,1,1,1,100,1,1,1,2
대전동구,원동국제시장,686,50,5,5,0,50,15,0,65,1,2,1,1,1,1,1,75,1,1,2,2
대전동구,인동시장,6662,57,10,0,2,57,5,2,64,1,1,1,1,1,1,1,80,1,1,2,2
대전동구,자유도매시장,3258,69,24,0,0,69,16,0,85,1,1,1,1,1,1,1,100,1,1,1,2
대전동구,전통중앙도매상가,9636,120,0,0,60,120,33,60,213,1,1,1,1,1,1,1,100,1,1,1,2
대전동구,중앙도매시장,2445,91,0,13,0,91,5,0,96,1,1,1,1,1,1,1,98,1,1,1,2
대전동구,중앙메가프라자,1933,104,0,0,0,104,40,0,144,1,2,1,1,1,1,1,40,1,1,1,2
대전동구,중앙상가시장,13737,200,0,0,30,200,47,30,277,1,1,1,1,1,1,1,90,1,1,1,2
대전동구,중앙종합시장,3014,70,6,0,0,70,0,0,70,1,1,1,1,1,1,1,99,1,1,1,2
대전서구,도마큰시장,22720,464,1,0,18,464,444,18,926,1,1,1,1,1,1,1,100,1,1,1,1
대전서구,한민시장,10027,230,10,0,94,230,368,94,692,1,2,1,1,1,1,1,100,1,1,1,2
대전유성구,송강시장,4145,76,0,4,0,76,15,0,91,1,2,1,1,1,1,1,100,1,1,1,2
대전유성구,유성시장,102000,300,0,5,1000,300,20,1000,1320,1,1,1,1,1,1,1,100,1,1,2,2
대전중구,문창전통시장,18295,165,5,0,10,165,143,10,318,1,1,1,1,1,1,1,60,1,1,1,2
대전중구,부사전통시장,128931,59,0,0,5,59,85,5,149,1,1,1,1,1,1,1,100,1,1,1,2
대전중구,산성전통시장,23202,42,2,0,15,42,16,15,73,1,1,1,1,1,1,1,100,1,1,1,2
대전중구,오류전통시장,2398,50,2,0,0,50,0,0,50,1,1,1,1,1,1,1,50,1,1,1,2
대전중구,태평전통시장,8391,139,0,0,6,139,10,6,155,1,1,1,1,1,1,1,90,1,1,1,2
울산남구,(주)신정시장,1254,94,5,6,2,94,20,2,116,1,2,1,1,1,1,1,20,1,1,1,2
울산남구,(주)야음시장,5163,60,30,0,0,60,0,0,60,1,1,1,1,1,1,1,50,1,1,1,2
울산남구,수암상가시장,5200,86,0,0,52,86,20,52,158,1,1,1,1,1,1,1,60,1,1,1,2
울산남구,수암종합시장,2211,52,5,0,36,52,7,36,95,1,2,1,1,1,2,2,100,2,1,1,2
울산남구,신정상가시장,22229,260,2,0,100,260,50,100,410,1,2,1,1,1,1,1,70,1,1,1,2
울산남구,신정평화시장,1188,55,30,0,0,55,0,0,55,1,1,1,1,1,1,1,100,1,1,2,2
울산남구,야음상가시장,8902,92,8,8,15,92,7,15,114,1,1,1,1,1,1,1,100,1,1,1,2
울산남구,울산번개시장,7893,122,1,0,14,122,10,14,146,1,1,1,1,1,1,1,60,1,1,1,2
울산남구,울산산업공구월드,5764,283,9,0,0,283,570,0,853,1,1,1,1,1,1,1,100,1,1,2,1
울산동구,남목전통시장,1051,104,1,0,31,104,70,31,205,1,1,1,1,1,1,1,50,1,1,1,2
울산동구,대송농수산물시장,1597,90,0,0,40,90,40,40,170,1,1,1,1,1,1,1,100,1,1,1,1
울산동구,동울산종합시장,2978,70,10,0,42,70,77,42,189,1,2,1,1,1,1,2,90,1,1,1,2
울산동구,월봉시장,4990,141,25,0,0,141,6,6,153,1,1,1,1,1,1,1,100,1,1,1,2
울산북구,신전시장(염포시장),500,37,4,4,0,37,0,0,37,1,1,1,1,1,1,1,0,2,1,2,2
울산북구,코끼리시장,2063,14,5,0,0,14,9,0,23,1,1,1,1,1,1,1,100,1,1,2,2
울산북구,호계공설시장,2605,51,0,0,296,51,5,296,352,1,1,1,1,1,1,1,100,1,1,1,2
울산북구,화봉시장(화봉종합시장),500,46,0,0,7,46,10,7,63,1,2,1,1,1,2,2,80,2,1,1,2
울산울주군,곡천공설시장,1320,11,0,0,14,11,0,14,25,2,2,2,2,2,2,2,0,2,1,1,2
울산울주군,남창옹기종기시장,8250,21,0,0,500,21,0,500,521,1,2,1,1,1,1,1,50,1,1,1,2
울산울주군,덕신1차시장,2169,53,0,0,73,53,0,73,126,1,1,1,1,1,1,2,60,1,1,1,2
울산울주군,덕신2차시장,3412,19,5,0,50,19,0,50,69,1,1,1,1,1,1,1,100,1,1,1,2
울산울주군,덕하시장(덕하공설시장),6725,22,0,0,60,22,5,60,87,1,2,1,1,2,1,2,80,1,1,2,2
울산울주군,봉계공설시장,3300,17,4,0,10,17,2,10,29,1,1,1,1,1,1,2,100,1,1,2,2
울산울주군,언양공설시장,3300,57,0,0,64,57,2,64,123,1,2,1,1,1,1,2,100,1,1,1,2
울산울주군,언양종합상가시장,4047,83,15,0,0,83,10,0,93,1,1,1,1,1,1,1,70,2,1,2,2
울산중구,구역전시장,5434,73,0,5,122,73,10,120,203,1,2,1,1,1,1,1,50,1,1,1,2
울산중구,구역전전통시장,3831,45,3,0,40,45,5,40,90,1,1,1,1,1,1,1,5,1,1,1,2
울산중구,반구시장,7799,88,4,1,12,88,8,12,108,1,1,1,1,1,1,2,80,2,1,2,2
울산중구,병영시장,510,50,15,0,20,50,0,20,70,1,1,1,1,1,1,1,100,1,1,1,2
울산중구,서동시장,6622,81,4,2,0,81,32,1,114,1,1,1,1,1,1,1,100,1,1,1,2
울산중구,선우시장,2634,87,10,0,10,87,0,10,97,1,1,1,1,1,1,1,100,1,1,1,2
울산중구,성남프라자,6402,87,210,0,27,87,10,27,124,1,1,1,1,1,1,1,5,1,1,2,1
울산중구,신울산종합시장,1458,37,0,10,1,37,1,1,39,1,1,1,1,1,1,1,100,2,1,2,2
울산중구,옥골시장,6115,71,2,0,39,71,3,39,113,1,2,1,1,2,1,2,95,1,1,1,2
울산중구,울산시장,8908,289,64,0,0,289,3,0,292,1,1,1,1,1,1,1,5,1,1,1,1
울산중구,중앙전통시장,2205,225,7,0,27,225,10,27,262,1,1,1,1,1,1,1,100,1,1,1,2
울산중구,태화종합시장,13359,174,2,0,500,174,30,500,704,1,1,1,1,1,1,1,95,1,1,2,2
울산중구,학성새벽시장,13980,172,1,0,20,172,20,20,212,1,2,1,1,1,1,1,100,1,1,1,2
울산중구,우정전통시장,5690,100,3,0,15,100,15,20,135,1,2,1,1,1,2,2,75,1,1,2,2
경기가평군,가평잣고을전통시장,1500,86,4,0,0,86,193,0,279,1,1,1,1,1,1,1,100,1,1,1,2
경기가평군,가평정기5일시장,200,0,0,0,100,0,0,100,100,1,2,1,1,2,2,2,0,2,1,2,2
경기가평군,미원정기5일시장,300,0,0,0,40,0,0,40,40,1,2,1,1,1,2,2,0,2,1,2,2
경기가평군,청평5일시장,223,0,0,0,50,0,0,50,50,1,2,1,1,1,2,2,0,2,1,2,2
경기가평군,현리정기5일시장,100,50,2,0,15,50,5,15,70,1,2,1,1,2,2,2,30,2,1,2,2
경기고양시,능곡전통시장,4386,78,0,0,0,78,30,0,108,1,1,1,1,1,1,2,100,1,1,2,2
경기고양시,덕이동패션1번지,8789,55,2,7,0,55,26,0,81,1,1,1,1,1,1,1,100,1,1,2,2
경기고양시,원당전통시장,7057,68,0,0,25,68,120,25,213,1,1,1,1,1,1,1,90,1,2,1,2
경기고양시,일산전통시장,8317,86,2,0,0,86,102,0,188,1,2,1,1,1,1,2,100,1,1,1,2
경기과천시,과천새서울프라자시장,16940,170,3,0,0,170,30,0,200,1,1,1,1,1,1,2,20,1,1,2,1
경기과천시,제일쇼핑시장,1892,72,4,0,1,72,7,1,80,1,1,1,1,1,1,1,80,1,1,2,1
경기광명시,광명새마을시장,11318,167,2,0,13,167,92,13,272,1,1,1,1,1,1,1,100,1,1,1,2
경기광명시,광명전통시장,19223,367,3,0,80,367,250,80,697,1,1,1,1,1,1,1,100,1,1,1,2
경기광주시,경안시장,6819,67,0,0,0,67,240,18,325,1,1,1,1,1,1,1,100,1,1,1,2
경기구리시,구리전통시장,21567,214,2,0,67,214,220,67,501,1,1,1,1,1,1,1,100,1,1,1,1
경기군포시,군포역전시장,2528,54,4,0,3,54,11,3,68,1,1,1,1,1,1,1,100,1,1,1,2
경기군포시,산본시장,2627,192,10,1,8,192,463,8,663,1,1,1,1,1,1,1,90,1,1,1,2
경기김포시,김포5일장,4950,0,0,0,400,0,200,400,600,1,2,1,1,1,2,1,1,1,1,2,2
경기김포시,양곡5일장,1650,0,0,0,69,0,50,69,119,1,1,1,1,1,1,2,0,2,1,2,2
경기김포시,양곡시장,6000,70,5,1,0,70,10,0,80,1,2,1,1,1,1,1,80,1,1,2,2
경기김포시,양곡오라니장터시장,3300,74,3,0,0,74,20,0,94,1,2,1,1,1,1,2,90,1,1,1,2
경기김포시,통진5일장(마송5일장),1650,0,0,0,104,0,70,104,174,1,1,1,1,1,1,2,1,1,1,2,2
경기김포시,통진시장,4950,115,5,0,0,115,40,0,155,1,2,1,1,1,1,2,100,1,2,2,2
경기김포시,하성5일장,495,0,0,0,26,0,7,26,33,2,2,2,2,2,2,2,0,2,1,2,2
경기남양주시,마석5일장,350,0,0,0,200,0,0,200,200,1,2,1,1,1,1,2,0,2,1,2,2
경기남양주시,장현5일장,1063,0,0,0,38,0,0,38,38,1,2,2,1,2,2,2,0,1,1,2,2
경기남양주시,남양주장현 전통시장,17832,165,10,0,0,165,242,0,407,1,1,1,1,2,2,2,90,1,1,2,2
경기동두천시,동두천제일시장,5699,47,17,2,0,47,10,0,57,1,1,1,1,1,1,1,100,1,1,1,2
경기동두천시,동두천큰시장,12303,104,2,0,0,104,200,0,304,1,1,1,1,1,1,1,90,1,1,1,2
경기동두천시,세아프라자상가,6203,134,234,0,2,134,7,2,143,1,1,1,1,1,1,1,100,1,1,2,1
경기동두천시,중앙시장,10331,146,45,0,10,146,30,10,186,1,1,1,1,1,1,2,100,1,1,1,2
경기부천시,강남시장,8164,104,6,0,6,104,0,6,110,1,2,1,1,1,1,1,100,1,1,1,2
경기부천시,고리울동굴시장,4456,62,0,0,0,62,0,0,62,1,2,1,1,1,1,2,90,1,2,1,2
경기부천시,부천상동시장,13484,133,0,0,22,133,191,22,346,1,1,1,1,1,1,2,90,1,1,1,2
경기부천시,부천자유시장,15517,226,2,0,82,226,135,82,443,1,1,1,1,1,1,1,10,1,1,1,2
경기부천시,부천제일시장,15800,149,0,0,19,149,250,7,406,1,2,1,1,1,1,2,20,2,2,2,2
경기부천시,중동사랑시장(부천중동시장),6468,103,0,0,17,103,50,0,153,1,1,1,1,1,1,1,90,1,1,1,2
경기부천시,부천한신시장,5346,91,2,0,1,91,50,1,142,1,1,1,1,1,1,2,90,1,1,1,2
경기부천시,소사종합시장,5581,61,0,0,1,61,17,2,80,1,1,1,1,1,1,1,80,1,1,1,2
경기부천시,신흥시장,4778,65,0,0,0,65,17,0,82,1,1,1,1,1,1,1,90,1,1,1,2
경기부천시,역곡남부시장,3242,72,2,1,3,72,127,3,202,1,1,1,1,1,1,2,41,1,1,1,2
경기부천시,역곡상상시장(역곡북부시장),9751,114,0,0,6,114,202,6,322,1,1,1,1,1,1,1,100,1,1,1,2
경기부천시,오정시장,6088,62,6,0,2,62,65,3,130,1,1,1,1,1,1,1,100,2,2,1,2
경기부천시,원미종합시장,3470,105,0,0,6,105,180,10,295,1,1,1,1,1,1,2,100,1,1,1,2
경기부천시,원종종합시장,3908,50,1,1,4,50,4,4,58,1,1,1,1,1,1,1,70,1,1,1,2
경기부천시,원종중앙시장,3907,56,1,5,9,56,130,11,197,1,1,1,1,1,1,1,100,1,1,1,1
경기부천시,조공시장,2149,56,2,0,8,56,10,8,74,1,1,1,1,1,1,2,100,1,2,2,2
경기성남시,금광시장,2403,16,6,0,0,16,10,0,26,1,1,1,1,1,1,1,30,1,1,2,2
경기성남시,금호시장,9477,168,2,0,3,168,85,3,256,1,1,1,1,1,1,1,100,1,1,2,1
경기성남시,단대전통시장,9900,96,60,0,0,96,10,0,106,1,1,1,1,1,1,1,60,1,1,1,1
경기성남시,돌고래시장,3230,138,0,0,0,138,100,0,238,1,1,1,1,1,1,1,10,1,1,2,2
경기성남시,동신종합시장,5932,88,1,0,0,88,0,0,88,1,1,1,1,1,1,1,100,1,1,2,1
경기성남시,모란민속5일장,2690,0,0,0,150,0,0,150,150,1,2,1,2,1,2,2,0,1,1,2,2
경기성남시,모란종합시장,2077,51,8,30,0,51,30,0,81,1,1,1,1,1,1,1,100,1,1,2,2
경기성남시,미래그린시장,8851,105,7,6,0,105,12,0,117,1,1,1,1,1,1,1,50,1,1,1,2
경기성남시,미래타운제2종합시장,7055,63,5,0,0,63,82,0,145,1,1,1,1,1,1,1,100,1,1,2,2
경기성남시,분당우성시장,7497,81,1,0,0,81,15,0,96,1,1,1,1,1,1,1,30,1,1,1,2
경기성남시,상대원시장,5626,85,2,0,1,85,10,1,96,1,1,1,1,1,1,1,100,1,1,1,2
경기성남시,성남남한산성시장(은행골목시장),5280,60,0,1,6,60,10,6,76,1,1,1,1,1,1,2,100,2,2,2,2
경기성남시,성호시장,39250,230,200,0,20,230,50,20,300,1,2,1,1,1,1,2,100,1,1,2,2
경기성남시,은행시장,5854,50,2,0,0,50,10,0,60,1,1,1,1,1,1,2,100,1,1,1,2
경기성남시,코끼리시장,4335,88,21,0,2,88,100,2,190,1,1,1,1,1,1,1,10,1,1,2,2
경기성남시,코코프라자시장,14525,60,2,0,0,60,70,0,130,1,1,1,1,1,1,1,70,1,1,2,1
경기성남시,하대원공설시장,3084,96,4,0,0,96,0,0,96,1,1,1,1,1,1,1,100,1,1,2,1
경기성남시,현대시장,1340,50,0,0,2,50,70,2,122,1,1,1,1,1,1,1,100,1,1,1,2
경기성남시,현대시장(분당),837,105,1,0,0,105,55,0,160,1,1,1,1,1,1,1,100,1,1,1,2
경기성남시,모란가축시장,3300,106,4,0,10,106,102,10,218,1,1,1,1,2,1,2,100,2,2,2,2
경기성남시,미금현대벤처빌시장,5000,120,1,10,0,120,20,0,140,1,1,1,1,1,1,1,50,1,1,2,1
경기성남시,범한프라자시장,5500,83,5,0,0,83,50,0,133,1,1,1,1,1,1,1,60,1,1,2,1
경기성남시,청구문화시장,3705,88,1,2,0,88,84,0,172,1,1,1,1,1,1,1,30,1,1,2,2
경기수원시,구매탄시장,7590,117,1,0,0,117,0,0,117,1,1,1,1,1,1,1,100,1,1,1,2
경기수원시,구천동공구상가,11379,72,15,0,0,72,59,0,131,1,2,1,1,2,1,1,100,1,2,2,2
경기수원시,권선종합시장,2913,105,3,1,0,105,56,0,161,1,2,1,1,1,1,1,100,1,1,1,2
경기수원시,남문로데오시장,24905,135,15,0,0,135,123,0,258,1,1,1,1,1,1,1,100,1,1,2,2
경기수원시,남문패션1번가시장,24905,126,20,10,20,126,101,20,247,1,1,1,1,1,1,1,100,1,2,1,2
경기수원시,매산시장,1032,100,4,0,0,100,73,0,173,1,1,1,1,1,1,1,100,1,2,2,2
경기수원시,못골종합시장,7126,88,0,0,0,88,178,0,266,1,1,1,1,1,1,1,100,1,1,1,2
