지자체,시장명,시장면적,전체 점포 중 영업 중인 점포 수,빈점포,기타점포(창고 및 사무실 등 영업 이외의 목적으로 활용되고 있는 점포),노점수,점포상인 수 (종업원 제외) - 2019,종업원 수 (점포주 제외) - 2019,노점상인 수 (종업원 제외) - 2019,총시장 상인 - 2019,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
서울중구,황학시장,6585,110,7,3,0,110,0,0,110,1,2,1,1,2,2,2,100,2,2,2,2
서울중랑구,동성타워프라자,3139,75,2,6,0,75,6,0,81,1,1,1,1,1,1,1,100,1,1,2,1
서울중랑구,동원시장,2621,14,0,0,0,14,4,0,18,1,1,1,1,1,1,1,100,1,1,2,2
서울중랑구,동원전통종합시장,19235,125,0,0,5,125,20,5,150,1,1,1,1,1,1,1,100,1,1,1,2
서울중랑구,면목골목시장,4266,110,1,0,20,110,255,20,385,1,1,1,1,1,1,2,100,1,1,1,2
서울중랑구,면목시장,2332,28,7,0,0,28,34,0,62,1,1,1,1,1,1,1,20,1,1,2,1
서울중랑구,사가정시장,550,135,0,0,1,135,40,0,175,1,2,1,1,1,1,1,100,1,2,2,2
서울중랑구,신아타운,3123,130,20,5,0,130,180,0,310,1,1,1,1,1,1,1,100,1,1,2,1
서울중랑구,우림골목시장,9704,125,5,0,52,125,200,52,377,1,1,1,1,1,1,1,100,1,1,1,2
서울중랑구,중랑교종합상가,4519,59,12,0,0,59,14,0,73,1,1,1,1,1,1,1,100,1,1,2,2
서울중랑구,중랑동부시장(동부골목시장),11298,129,4,0,20,129,50,20,199,1,1,1,1,1,1,1,100,1,1,2,2
서울중랑구,태능엔터피아,4016,46,3,0,0,46,8,0,54,1,1,1,1,1,1,1,100,1,1,2,1
부산강서구,덕두시장,330,11,0,0,6,11,0,6,17,1,2,1,1,2,2,2,100,2,1,1,2
부산강서구,명지시장,4713,110,10,0,3,110,10,3,123,1,1,1,1,1,1,1,60,1,1,1,2
부산금정구,구서오시게시장,4335,93,0,0,7,93,3,7,103,1,1,1,1,1,1,1,100,1,1,1,2
부산금정구,금사제일상가시장,4721,22,10,0,0,22,0,0,22,1,2,1,1,1,1,1,80,1,1,2,2
부산금정구,부곡상가시장,1179,60,0,0,12,60,64,12,136,1,2,1,1,1,1,1,100,1,1,1,2
부산금정구,서동시장,1805,66,6,0,6,66,2,0,68,1,1,1,1,1,1,1,100,1,1,1,2
부산금정구,서동전통골목시장,7324,170,5,0,9,170,5,9,184,1,2,1,1,1,1,1,100,1,1,1,2
부산금정구,서동향토시장,7000,147,6,0,7,147,10,7,164,1,2,1,1,1,1,1,80,1,1,1,2
부산금정구,장성시장,870,24,4,0,0,24,0,0,24,1,2,1,1,1,1,1,100,1,1,1,2
부산금정구,장전상가시장,1651,42,15,0,0,42,0,0,42,1,1,1,1,1,1,1,100,2,1,1,2
부산기장군,기장시장,6976,149,2,0,150,149,81,115,345,1,1,1,1,1,1,1,100,1,1,2,1
부산기장군,송정시장,660,20,5,5,10,20,0,10,30,1,2,1,1,1,1,2,100,2,1,2,2
부산남구,감만시장,10048,63,0,0,8,63,8,8,79,1,1,1,1,1,1,2,80,2,2,2,2
부산남구,남광시장,3833,44,13,0,6,44,20,6,70,1,1,1,1,1,1,2,20,2,1,2,2
부산남구,대연시장,1443,74,1,2,2,74,15,2,91,1,1,1,1,1,1,1,100,2,1,2,2
부산남구,동성하이타운시장,4863,60,78,24,2,60,2,2,64,1,1,1,1,1,1,1,100,2,1,2,2
부산남구,못골골목시장,11781,147,0,0,30,147,234,36,417,1,1,1,1,1,1,1,100,1,1,2,2
부산남구,새감만종합시장,2150,20,10,0,3,20,5,3,28,1,1,1,1,1,1,1,100,1,1,2,2
부산남구,용호1동골목시장,1400,150,0,0,20,150,150,20,320,1,1,1,1,1,1,2,100,1,1,2,2
부산남구,용호골목시장,7705,113,0,0,8,113,120,8,241,1,1,1,1,1,1,1,100,1,1,1,2
부산남구,용호삼성시장,1146,26,0,0,3,26,20,3,49,1,1,1,1,1,1,1,100,1,1,2,2
부산남구,용호시장,3400,60,2,3,7,60,10,7,77,1,1,1,1,1,1,2,80,1,1,1,2
부산남구,우암골목시장,2970,45,20,5,0,45,10,0,55,1,2,1,1,2,2,2,90,2,1,2,2
부산동구,부산자유시장,34778,1483,39,233,0,1483,450,0,1933,1,1,1,1,1,1,1,100,1,1,2,1
부산동구,부산남문시장,1918,170,5,17,0,170,44,0,214,1,1,1,1,1,1,1,98,1,1,2,1
부산동구,부산진시장,7498,1074,23,0,25,1074,184,25,1283,1,1,1,1,1,1,1,100,1,1,1,1
부산동구,성북시장,2650,100,15,0,0,100,0,0,100,1,2,1,1,2,2,2,100,2,1,2,2
부산동구,수정시장,1747,69,1,0,0,69,0,0,69,1,2,1,1,1,1,1,100,2,1,2,2
부산동구,수정전통시장,3207,98,2,2,21,98,20,21,139,1,2,1,1,1,2,2,100,1,2,2,2
부산동구,초량상가시장,1626,38,1,0,0,38,0,0,38,1,2,1,1,1,1,1,90,1,1,2,2
부산동구,초량전통시장,9619,88,2,0,62,88,77,62,227,1,1,1,1,1,1,1,69,1,1,1,2
부산동구,범일골목시장,10900,80,20,10,4,80,4,4,88,1,2,2,2,2,2,2,100,2,2,2,2
부산동래구,금강시장,1480,7,0,43,0,7,0,0,7,1,2,1,1,1,1,2,100,2,1,1,2
부산동래구,금성상가시장,486,14,1,0,3,14,0,3,17,1,2,2,1,1,1,2,100,1,1,1,2
부산동래구,동래시장,3666,332,11,0,0,332,10,0,342,1,1,1,1,1,1,1,70,1,1,2,2
부산동래구,명장시장,2505,39,7,0,3,39,0,3,42,1,1,1,1,1,1,1,100,2,1,1,2
부산동래구,사직시장,12999,107,33,0,30,107,0,30,137,1,1,1,1,1,1,1,100,1,1,1,2
부산동래구,서원시장,1808,48,4,0,1,48,5,1,54,1,2,1,1,1,1,1,100,1,1,1,2
부산동래구,수안인정시장,9603,210,0,0,80,210,110,74,394,1,2,1,1,1,1,2,100,1,1,1,2
부산동래구,안락상가시장,2850,59,0,0,6,59,0,6,65,1,2,1,1,1,1,1,100,1,1,1,2
부산동래구,온천인정시장,11299,127,2,0,1,127,0,0,127,1,2,1,1,1,1,2,100,1,1,1,2
부산동래구,충렬상가시장,1448,37,15,6,1,37,5,1,43,1,1,1,1,1,1,1,70,1,1,1,2
부산동래구,금정상가시장,1802,6,20,6,52,6,0,38,44,1,2,2,1,1,1,2,100,2,1,2,2
부산동래구,(주)신정시장,1660,26,30,0,0,26,0,0,26,1,2,1,1,1,1,2,30,2,1,2,2
부산부산진구,가야벽산상가,3906,52,0,0,0,52,0,0,52,1,1,1,1,1,1,1,50,1,1,2,1
부산부산진구,개금골목시장,7108,119,1,0,74,119,2,74,195,1,1,1,1,1,1,2,100,1,2,1,2
부산부산진구,개금큰시장,1276,60,3,4,0,60,0,0,60,1,2,1,1,1,1,2,60,1,1,1,2
부산부산진구,골드테마거리,12036,324,0,0,0,324,200,0,524,1,1,1,1,1,1,2,100,1,1,2,1
부산부산진구,국제상가,1929,80,20,0,0,80,10,0,90,1,2,1,1,1,1,1,100,1,1,2,1
부산부산진구,당감골목시장,5751,130,1,0,9,130,0,9,139,1,2,1,1,1,1,2,90,1,1,2,2
부산부산진구,당감새시장,13000,107,0,0,9,107,15,5,127,1,1,1,1,1,1,1,100,1,1,1,2
부산부산진구,당감시장,660,11,32,0,0,11,0,0,11,1,1,1,1,1,2,2,100,2,1,2,2
부산부산진구,동평새시장,7242,62,3,0,1,62,0,1,63,1,2,1,1,2,1,2,60,1,2,2,2
부산부산진구,부산전자종합시장,4029,124,6,0,0,124,50,0,174,1,1,1,1,1,1,1,100,1,1,2,1
부산부산진구,부산평화시장,3088,900,5,0,0,900,23,0,923,1,2,1,1,1,1,1,100,1,1,2,2
부산부산진구,부전기장골목시장,3054,60,0,0,5,60,80,5,145,1,1,1,1,1,1,1,100,1,1,1,2
부산부산진구,부전농수산물새벽시장,15566,330,0,0,0,330,400,0,730,1,1,1,1,1,1,1,50,1,1,1,2
부산부산진구,부전상가,16598,700,3,0,402,700,1900,400,3000,1,1,1,1,1,1,1,100,1,1,1,2
부산부산진구,부전시장,4097,338,4,0,90,338,150,90,578,1,1,1,1,1,1,1,0,1,1,1,2
부산부산진구,부전인삼시장,1770,62,0,0,0,62,11,0,73,1,2,1,1,1,1,1,0,1,1,2,2
부산부산진구,서면시장,2908,183,26,0,0,183,30,0,213,1,1,1,1,1,1,1,100,1,1,1,2
부산부산진구,서면종합시장,4597,240,15,0,40,240,23,40,303,1,1,1,1,1,1,1,40,1,1,1,1
부산부산진구,서면중앙시장,1871,335,45,0,0,335,0,0,335,1,1,1,1,1,1,2,80,1,1,2,1
부산부산진구,성곡종합시장,2092,32,10,0,0,32,0,0,32,1,2,1,1,1,1,1,30,1,1,2,2
부산부산진구,양정시장,1929,105,10,10,0,105,45,0,150,1,1,1,1,1,1,1,0,1,1,2,1
부산부산진구,연지시장,8800,82,0,0,1,82,0,1,83,1,2,1,1,2,1,2,100,2,2,1,2
부산부산진구,전포놀이터시장,397,64,3,0,3,64,0,3,67,1,2,1,1,1,1,2,100,2,1,2,2
부산부산진구,초읍시장,2933,58,0,0,0,58,0,0,58,1,2,1,1,1,1,2,80,1,1,2,2
부산북구,구포축산물도매시장,14000,205,0,0,0,205,15,0,220,1,1,2,1,2,2,1,99,1,1,1,2
부산북구,덕천시장,1624,66,46,0,0,66,10,0,76,1,2,1,1,1,1,1,100,1,1,1,2
부산북구,만덕2동제일상가시장,2255,42,5,0,0,42,2,0,44,1,2,2,1,1,1,2,100,1,1,2,2
부산북구,만덕시장,1420,22,0,25,0,22,0,0,22,1,2,2,1,1,1,2,80,2,1,2,2
부산사상구,감전시장,3300,145,4,1,5,145,22,5,172,1,1,1,1,1,1,2,100,1,1,2,2
부산사상구,구덕대림상가,1293,26,3,0,0,26,0,0,26,1,1,1,1,1,1,1,100,2,1,2,2
부산사상구,르네시떼시장,23702,1620,1000,0,0,1620,150,0,1770,1,1,1,1,1,1,1,100,1,1,2,1
부산사상구,모라전통시장,6771,76,12,0,1,76,4,1,81,1,1,1,1,1,1,2,80,1,1,2,2
부산사상구,복이있는덕포시장,19077,180,7,3,10,180,35,15,230,1,1,1,1,1,1,1,70,1,1,1,2
부산사상구,부산산업용재유통상가,13378,756,85,0,0,756,403,0,1159,1,1,1,1,1,1,1,95,1,1,2,2
부산사상구,부산산업용품상협동조합,33734,906,100,0,0,906,1280,0,2186,1,1,1,1,1,1,1,100,1,1,2,1
부산사상구,부산새벽시장,12590,281,8,4,17,281,600,17,898,1,1,1,1,1,1,1,100,1,1,1,1
부산사상구,사상시장,1650,175,30,0,3,175,30,3,208,1,1,1,1,1,1,2,90,1,2,1,2
부산사상구,영해종합시장,4950,39,0,0,0,39,15,0,54,1,1,1,1,1,1,1,100,1,1,2,1
부산사상구,우신종합상가,3172,116,36,0,4,116,30,4,150,1,1,1,1,1,1,1,90,1,1,2,1
부산사상구,주례럭키종합상가,2839,58,6,0,0,58,25,0,83,1,1,1,1,1,1,1,100,1,1,2,2
부산사상구,주례현대무지개상가,2839,106,11,0,0,106,50,0,156,1,1,1,1,1,1,1,95,1,1,2,1
부산사상구,학장반도보라상가,5940,109,1,0,0,109,7,0,116,1,1,1,1,1,1,1,100,1,1,2,1
부산사상구,부산광역시건축자재판매협동조합,1980,68,2,0,0,68,41,0,109,1,2,1,2,1,1,1,100,1,2,2,2
부산사하구,가락타운상가시장,9961,122,13,0,0,122,30,0,152,1,1,1,1,1,1,1,100,1,1,2,1
부산사하구,감천2동시장,1089,51,3,0,0,51,2,0,53,1,1,1,1,1,1,1,100,1,1,1,2
부산사하구,감천시장,1244,40,7,0,0,40,0,0,40,1,1,1,1,1,1,1,100,1,1,1,2
부산사하구,괴정골목시장,8094,147,0,0,80,147,10,80,237,1,1,1,1,1,1,1,100,1,1,2,2
부산사하구,다대씨-파크,2647,215,30,0,20,215,30,20,265,1,1,1,1,1,1,1,100,1,1,1,1
부산사하구,당리시장,1974,12,40,0,2,12,0,2,14,1,2,1,1,1,1,1,100,1,1,1,2
부산사하구,사하시장,1573,50,0,0,0,50,5,0,55,1,2,1,1,1,1,2,100,1,1,1,2
부산사하구,신평골목시장,5620,95,16,0,3,95,3,3,101,1,1,1,1,1,1,1,70,1,1,1,2
부산사하구,신평종합시장,1149,21,70,11,17,21,2,17,40,1,1,1,1,1,1,1,20,2,1,1,2
부산사하구,에덴골목시장,5062,35,5,0,0,35,0,0,35,1,2,1,1,1,1,1,0,1,2,2,2
부산사하구,에덴시장,1648,20,60,0,0,20,5,0,25,1,2,1,1,1,1,2,100,1,1,2,2
부산사하구,장림골목시장,2670,83,0,0,0,83,117,0,200,1,1,1,2,1,1,1,100,1,2,2,2
부산사하구,장림시장,1250,37,0,0,6,37,0,6,43,1,2,1,1,1,1,1,100,1,1,2,2
부산사하구,하단시장,908,40,0,0,21,40,20,8,68,1,2,1,1,2,1,2,30,2,1,2,2
부산사하구,하단오일상설시장,8432,109,0,0,80,109,20,80,209,1,2,1,1,1,2,2,100,2,1,1,2
부산서구,대신시장,8145,94,0,3,0,94,10,0,104,1,1,1,1,1,1,1,90,1,1,2,2
부산서구,동대신1동골목시장,4073,43,7,0,0,43,15,0,58,1,2,1,1,2,2,2,100,1,1,1,2
부산서구,서대신1동골목시장,5110,39,11,0,0,39,12,0,51,1,2,1,1,2,2,2,100,1,2,1,2
부산서구,서대신동골목시장,5809,94,4,9,5,94,18,5,117,1,2,1,1,1,1,1,90,1,1,1,2
부산서구,송남시장,1452,27,73,0,0,27,25,0,52,1,1,1,1,1,1,1,100,1,1,2,2
부산서구,아미시장,3362,34,3,0,5,34,18,5,57,1,2,1,1,2,2,2,70,1,2,1,2
부산서구,충무동골목시장,6955,177,0,0,13,177,70,13,260,1,1,1,1,1,1,2,100,1,1,2,2
부산서구,충무동새벽시장,7272,147,0,0,128,147,250,128,525,1,1,1,1,1,1,1,80,1,1,1,2
부산서구,충무동해안시장,3166,173,0,0,6,173,96,6,275,1,2,1,1,1,1,1,70,1,1,2,2
부산수영구,광안시장,3971,54,6,0,5,54,10,5,69,1,1,1,1,1,1,2,80,1,1,2,2
부산수영구,광안어패류시장,1072,30,50,0,0,30,0,0,30,1,1,1,1,1,1,2,100,1,1,2,1
부산수영구,광안종합시장,1060,15,22,3,1,15,0,1,16,1,2,1,1,2,2,2,30,1,1,2,2
부산수영구,남천해변시장,2231,146,14,0,0,146,135,0,281,1,1,1,1,1,1,1,100,1,1,2,2
부산수영구,망미삼성상가시장,573,17,2,3,0,17,0,0,17,1,1,1,1,1,1,2,20,1,1,2,2
부산수영구,망미새상가시장,1420,12,20,0,0,12,0,0,12,1,1,1,1,1,1,2,100,2,1,2,2
부산수영구,망미종합시장,1650,12,0,0,2,12,0,2,14,1,2,1,1,1,2,2,10,1,1,1,2
부산수영구,망미중앙시장,6267,102,2,0,5,102,20,5,127,1,1,1,1,1,1,1,20,1,1,1,2
부산수영구,민락골목시장,3589,85,0,0,3,85,0,3,88,1,1,1,1,1,1,1,100,1,1,1,2
부산수영구,민락씨랜드시장,1126,55,1,0,0,55,5,0,60,1,1,1,1,1,1,1,100,1,1,2,1
부산수영구,민락어패류시장,988,79,26,0,0,79,5,0,84,1,1,1,1,1,1,2,100,1,1,2,2
부산수영구,민락회타운시장,1044,47,6,3,0,47,70,0,117,1,1,1,1,1,1,1,100,1,1,2,1
부산수영구,삼익비치A상가시장,2410,100,10,0,0,100,5,0,105,1,1,1,1,1,1,2,100,1,1,1,2
부산수영구,삼익비치B상가시장,1300,100,11,0,0,100,10,0,110,1,1,1,1,1,1,2,100,1,1,2,2
부산수영구,세흥시장,848,10,45,23,0,10,0,0,10,1,2,1,1,2,2,2,50,1,1,2,2
부산수영구,수영팔도시장,3690,139,1,0,25,139,10,25,174,1,1,1,1,1,1,1,100,1,1,1,2
부산수영구,현대종합상가시장,1319,20,4,0,0,20,5,0,25,1,1,1,1,1,1,2,100,2,1,2,2
부산연제구,거성시장,709,32,22,0,3,32,0,1,33,1,2,1,1,1,1,1,100,1,1,1,2
부산연제구,거제시장,2282,77,3,0,0,77,74,0,151,1,2,1,1,1,1,1,100,1,1,2,2
부산연제구,연동시장,990,7,16,0,0,7,0,0,7,1,2,1,1,1,1,1,100,2,1,1,2
부산연제구,연미새시장,730,73,27,0,0,73,6,0,79,1,1,1,1,1,1,1,80,1,1,2,2
부산연제구,연일시장,1137,36,13,1,1,36,0,1,37,1,1,1,1,1,1,1,100,1,1,1,2
부산연제구,연천시장,4959,52,41,0,0,52,6,0,58,1,1,1,1,1,1,1,0,2,1,1,2
부산연제구,영남종합시장,2433,23,1,0,6,23,0,6,29,1,1,1,1,1,1,1,100,1,1,2,2
부산영도구,남항시장,42107,240,6,3,47,240,52,48,340,1,1,1,1,1,1,1,100,1,1,1,2
부산영도구,영도봉래시장,8930,62,15,0,8,62,10,8,80,1,1,1,1,1,1,1,80,1,1,1,2
부산영도구,청학시장,3996,48,5,0,7,48,8,7,63,1,1,1,1,1,1,1,100,1,1,1,2
부산중구,남포동건어물도매시장,6041,117,10,0,0,117,15,0,132,1,2,1,1,1,1,2,100,1,1,1,2
부산중구,국제시장,7197,719,20,80,0,719,900,0,1619,1,1,1,1,1,1,1,100,1,1,1,2
부산중구,만물의거리시장,4543,72,4,1,0,72,40,0,112,1,2,1,1,1,1,2,100,1,1,2,2
부산중구,보수동책방골목,12000,40,2,5,0,40,20,0,60,1,1,1,1,1,1,2,100,1,1,2,2
부산중구,보수종합시장,3158,103,52,0,0,103,30,0,133,1,1,1,1,1,1,1,30,1,1,2,1
부산중구,부산데파트,3008,90,10,0,0,90,17,0,107,1,2,1,1,1,1,2,0,1,1,2,1
부산중구,부산자갈밭시장,7243,55,0,0,5,55,80,5,140,1,1,1,1,1,1,2,100,1,1,2,2
부산중구,부평깡통시장,30597,468,5,0,18,468,574,18,1060,1,1,1,1,1,1,1,76,1,1,1,2
부산중구,새영주시장,3691,60,5,3,0,60,10,0,70,1,2,1,1,1,1,1,100,1,1,1,2
부산중구,신동아수산물종합시장,9562,435,43,42,0,435,90,0,525,1,1,1,1,1,1,1,100,1,1,2,1
부산중구,신창상가,21704,184,10,0,40,184,90,40,314,1,1,1,1,1,1,2,90,1,1,2,2
부산중구,신천지시장,3299,147,12,0,0,147,10,0,157,1,1,1,1,1,1,2,90,1,1,2,1
부산중구,아리랑거리,5958,98,30,0,3,98,40,3,141,1,2,1,1,1,1,2,90,1,2,2,2
부산중구,영주시장,1565,20,12,2,0,20,12,0,32,1,1,1,1,1,1,1,100,1,1,2,2
부산중구,월드밸리,1060,203,101,0,0,203,0,0,203,1,1,1,1,1,1,1,80,1,1,2,1
부산중구,자갈치시장,9046,280,30,10,0,280,1000,0,1280,1,1,1,1,1,1,2,100,1,1,2,1
부산중구,창선상가,1894,130,12,0,0,130,10,0,140,1,1,1,1,1,1,1,80,1,1,1,2
부산해운대구,반송큰시장(반송2동시장),6807,150,4,0,14,150,120,14,284,1,1,1,1,1,1,1,20,1,1,1,2
부산해운대구,반송골목시장,4513,70,3,0,3,70,35,3,108,1,2,1,1,1,1,1,80,1,1,1,2
부산해운대구,반여2동상가시장,4620,83,2,0,4,83,75,2,160,1,2,2,1,2,1,2,30,1,1,1,2
부산해운대구,반여3동골목시장,4958,54,6,0,3,54,30,3,87,1,1,1,1,1,1,2,100,1,1,1,2
부산해운대구,반여시장,5822,45,73,27,0,45,0,0,45,1,2,1,1,1,1,1,70,1,1,1,2
부산해운대구,우동종합상가시장,1722,46,5,0,3,46,7,3,56,1,2,1,1,1,1,1,100,1,1,2,2
부산해운대구,우일시장,1320,34,10,0,0,34,4,0,38,1,1,1,1,1,1,2,90,2,1,2,2
부산해운대구,재송시장,7087,56,12,0,5,56,4,5,65,1,1,1,1,1,1,2,30,1,1,2,2
부산해운대구,재송한마음시장,9799,73,10,0,3,73,67,3,143,1,2,1,1,2,2,2,100,2,1,2,2
부산해운대구,좌동재래시장,6726,71,0,0,32,71,122,32,225,1,2,1,1,1,1,1,100,1,1,1,2
부산해운대구,해운대시장,9355,108,1,0,16,108,190,16,314,1,1,1,1,1,1,2,95,1,1,1,2
대구남구,관문상가시장,14242,291,3,0,70,291,230,70,591,1,1,1,1,1,1,2,100,1,1,1,2
대구남구,관문시장,5280,100,14,8,32,100,5,32,137,1,1,1,1,1,1,2,90,2,1,1,2
대구남구,광덕시장,3141,30,50,20,0,30,3,0,33,1,2,1,1,1,1,2,100,2,1,1,2
대구남구,남부시장,3300,15,69,9,0,15,2,0,17,1,2,1,1,1,2,2,20,2,1,1,2
대구남구,대명신시장,9855,108,10,0,28,108,5,28,141,1,2,1,1,1,1,1,95,1,1,1,2
대구남구,대명중앙시장,2970,22,0,5,0,22,0,0,22,1,2,1,1,1,1,2,100,1,1,1,2
대구남구,명덕시장,3306,39,3,0,0,39,2,0,41,1,2,1,1,1,1,1,99,1,1,1,2
대구남구,봉덕시장,3620,50,20,0,0,50,4,0,54,1,1,1,1,1,1,2,50,1,1,1,2
대구남구,봉덕신시장,6365,234,12,5,35,234,36,35,305,1,2,1,1,1,1,1,100,1,1,1,2
대구남구,성당시장,4447,95,10,0,30,95,30,30,155,1,1,1,1,1,1,1,70,1,1,1,2
대구남구,안지랑시장,3967,7,23,105,0,7,3,0,10,1,2,1,1,1,1,2,80,1,1,1,2
대구남구,영선신시장,11624,115,9,4,2,115,12,2,129,1,2,1,1,1,2,2,90,2,1,2,2
대구달서구,달서송림시장,2077,20,25,0,0,20,0,0,20,1,1,1,1,1,1,1,40,1,1,2,2
대구달서구,달서시장,9641,215,0,0,22,215,39,22,276,1,1,1,1,1,1,1,100,1,1,1,2
대구달서구,대곡시장,4732,72,5,0,5,72,20,5,97,1,1,1,1,2,2,2,100,2,1,1,1
대구달서구,대구대동시장,6136,100,2,0,6,100,80,6,186,1,1,1,1,1,1,1,100,1,1,1,2
대구달서구,대구예전우시장,7460,101,3,0,0,101,10,0,111,1,2,1,1,1,2,1,90,1,1,2,2
대구달서구,도원시장,1800,54,0,0,0,54,40,0,94,1,2,2,1,1,1,2,100,1,1,2,2
대구달서구,두류종합시장,1469,100,6,4,10,100,7,10,117,1,1,1,1,1,1,2,90,1,1,2,2
대구달서구,보성은하상가,1452,28,2,0,0,28,10,0,38,1,1,1,1,1,1,1,100,1,1,2,1
대구달서구,상원시장,2970,80,10,0,5,80,50,5,135,1,1,1,1,2,2,2,100,2,1,1,2
대구달서구,상인영남상가,1497,35,0,0,0,35,20,0,55,1,1,1,1,1,1,2,100,1,1,2,1
대구달서구,서남시장,2320,13,3,3,32,13,3,32,48,1,1,1,1,1,1,1,100,1,1,1,2
대구달서구,서남신시장,9714,142,0,0,28,142,43,28,213,1,1,1,1,1,1,1,100,1,1,1,2
대구달서구,서대구시장,3267,8,12,69,0,8,3,0,11,1,1,1,1,2,2,2,80,1,1,2,2
대구달서구,성서보성화성상가,812,30,3,0,28,30,3,28,61,1,1,1,1,1,1,1,100,1,1,2,1
대구달서구,송경종합시장,1980,21,51,6,3,21,0,3,24,1,2,1,1,1,2,2,80,2,1,2,2
대구달서구,송현주공시장(월촌역시장),1900,45,0,0,15,45,3,15,63,1,1,1,1,1,1,2,100,1,1,1,2
대구달서구,신내당시장,2408,25,14,53,3,25,15,3,43,1,1,1,1,1,1,2,100,1,1,2,2
대구달서구,와룡시장,15083,139,3,1,29,139,22,29,190,1,1,1,1,1,1,2,100,1,1,1,2
대구달서구,성서용산시장,21844,106,1,0,10,106,4,10,120,1,1,1,1,1,1,2,70,1,2,1,2
대구달서구,용산종합큰시장,2049,44,0,0,0,44,10,0,54,1,1,1,1,2,1,2,100,1,1,1,2
대구달서구,월배시장,5533,245,70,0,25,245,30,25,300,1,1,1,1,1,1,1,100,1,1,1,2
대구달서구,월배신시장,4506,54,0,0,7,54,43,7,104,1,1,1,1,1,1,2,100,1,1,2,2
대구달서구,월성청구시장,7461,24,162,0,2,24,10,2,36,1,1,1,1,1,1,1,100,1,1,2,1
대구달서구,두류신시장,66000,82,0,0,10,82,8,10,100,1,1,1,1,1,1,1,80,1,2,2,1
대구달성군,논공중앙시장,1876,50,10,0,0,50,10,0,60,1,2,1,1,1,1,2,50,1,1,1,2
대구달성군,현풍백년도깨비시장,6800,65,0,0,40,65,12,40,117,1,1,1,1,1,1,1,100,1,1,1,1
대구달성군,화원시장,4487,30,1,0,10,30,10,10,50,1,1,1,1,1,1,1,100,1,1,1,2
대구동구,공항시장,5461,40,2,20,0,40,3,0,43,1,1,1,1,1,1,1,100,1,1,1,2
대구동구,동구시장,1492,121,2,0,30,121,15,30,166,1,1,1,1,1,1,1,100,1,1,1,2
대구동구,동대구역전시장,1485,29,3,0,3,29,10,3,42,1,2,1,1,1,1,1,50,1,1,1,2
대구동구,동서시장,5075,79,3,0,14,79,10,14,103,1,1,1,1,1,1,1,100,1,1,1,2
대구동구,목련시장,2543,59,5,0,100,59,10,100,169,1,2,1,1,2,2,2,100,1,1,2,2
대구동구,반야월종합시장,9821,50,41,0,0,50,0,0,50,1,1,1,1,1,1,1,100,1,1,2,1
대구동구,방촌시장,2155,74,24,0,15,74,2,15,91,1,1,1,1,1,1,1,100,1,1,1,2
대구동구,불로전통시장,4539,100,0,0,50,100,50,50,200,1,1,1,1,1,1,1,100,1,1,1,1
대구동구,송라시장,4606,46,2,0,4,46,15,4,65,1,2,1,1,1,1,1,50,1,1,1,2
대구동구,평화시장,2766,57,14,0,4,57,36,4,97,1,2,1,1,1,1,2,100,2,1,2,2
대구북구,대구능금시장,2718,136,0,0,0,136,30,0,166,1,1,1,1,1,1,2,100,1,1,1,2
대구북구,대구청과시장,2718,63,53,0,0,63,10,0,73,1,1,1,1,1,1,2,100,1,1,1,2
대구북구,동대구시장,2657,54,29,0,12,54,24,12,90,1,1,1,1,1,1,1,80,1,1,1,2
대구북구,동대구신시장,2765,103,0,0,10,103,50,10,163,1,2,1,1,1,1,2,60,1,2,2,2
대구북구,산격종합시장,5760,55,245,0,12,55,6,12,73,1,2,1,1,1,1,1,50,1,1,2,2
대구북구,삼성시장,2470,50,10,0,19,50,5,19,74,1,2,1,1,1,1,1,100,1,1,1,2
대구북구,서변중앙시장,6736,60,0,5,12,60,15,12,87,1,2,2,1,2,2,2,100,1,1,2,2
대구북구,중앙시장,1858,33,5,0,0,33,23,0,56,1,1,1,1,1,1,1,100,1,1,1,2
대구북구,칠곡시장,5275,52,10,0,30,52,25,30,107,1,1,1,1,1,1,1,90,1,1,1,1
대구북구,칠성시장,4314,324,8,0,76,324,450,76,850,1,1,1,1,1,1,1,80,1,1,1,2
대구북구,칠성진시장,1287,125,2,0,46,125,65,46,236,1,1,1,1,1,1,1,100,1,1,2,2
대구북구,팔달신시장,2665,470,50,0,40,470,380,40,890,1,1,1,1,1,1,1,90,1,1,1,2
대구북구,산업용재관,70141,1012,30,20,0,1012,100,0,1112,1,1,1,1,1,1,1,100,1,1,2,1
대구북구,섬유제품관,61447,131,0,15,0,131,185,0,316,1,1,1,1,1,1,1,100,1,1,2,1
대구북구,전기재료관,224908,129,9,3,0,129,50,0,179,1,1,1,1,1,1,1,100,1,1,2,1
대구북구,전기조명관,300000,81,2,0,0,81,120,0,201,1,1,1,1,1,1,1,100,1,1,2,1
대구북구,전자관,75428,939,72,0,0,939,107,0,1046,1,1,1,1,1,1,1,100,1,1,1,1
