사업명,지원연도,시장명,지원금액(단위_백만원),지자체,시장면적,전체 점포 중 영업 중인 점포 수,빈점포,기타점포(창고 및 사무실 등 영업 이외의 목적으로 활용되고 있는 점포),노점수,점포상인 수 (종업원 제외) - 2019,종업원 수 (점포주 제외) - 2019,노점상인 수 (종업원 제외) - 2019,총시장 상인 - 2019,행정동명_x,위치위도_x,위치경도_x,상점수_x,가맹점수,가맹률,Unnamed: 0,상인회 조직형태,상인회 가입점포 수 - 점포수,점포수,상인회_가입률,배송서비스,장보기서비스,시도,시군구,청년몰점포수,행정동명_y,시장유형명,상점수_y,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도_y,위치경도_y,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
첫걸음기반조성,2022,소래포구전통어시장,168.0,인천남동구,,,,,,,,,,논현1동,37.39819956,126.7393735,335.0,308.0,91.94029851,1365.0,법적단체,230.0,335.0,0.686567164,,,,,,논현1동,상설장,335.0,매일,수산물,Y,Y,37.39819956,126.7393735,8.0,1694.0,430153.0,253.0,,,,,,,,,,,,
문화관광형시장,2023,송탄시장,220.0,경기평택시,10000.0,129.0,0.0,0.0,0.0,129.0,40.0,0.0,169.0,,,,,,,704.0,법적단체,136.0,136.0,1.0,1.0,1.0,,,,송북동,상설장+5일장,136.0,4일+9일,"농산물,축산물,수산물",Y,Y,37.08210581,127.0570241,5.0,1103.0,476678.0,432.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0
첫걸음기반조성,2019,송현주공시장(월촌역시장),260.0,광주북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2018,송화벽화시장,860.0,서울강서구,5143.0,65.0,0.0,0.0,39.0,65.0,182.0,32.0,279.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2017,수암상가시장,1600.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2015,수영팔도시장,1560.0,부산수영구,3690.0,139.0,1.0,0.0,25.0,139.0,10.0,25.0,174.0,,,,,,,315.0,법적단체,129.0,129.0,1.0,1.0,1.0,,,,수영동,상설장,129.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.16878215,129.1168966,18.0,1131.0,145369.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2023,수영팔도시장,264.0,부산수영구,3690.0,139.0,1.0,0.0,25.0,139.0,10.0,25.0,174.0,,,,,,,315.0,법적단체,129.0,129.0,1.0,1.0,1.0,,,,수영동,상설장,129.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.16878215,129.1168966,18.0,1131.0,145369.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
디지털전통시장,2022,수원못골시장,75.0,경기수원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2017,연무시장,1740.0,경기장안구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2014,수원영동시장,1260.0,경기수원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전통시장,2022,수유전통시장(수유골목시장),100.0,서울강북구,5159.0,85.0,0.0,0.0,4.0,85.0,115.0,4.0,204.0,,,,,,,15.0,법적단체,85.0,85.0,1.0,1.0,0.0,,,,수유1동,상설장,85.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.63072891,127.0226681,11.0,715.0,264535.0,369.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0
첫걸음기반조성,2022,수정전통시장,162.0,부산동구,3207.0,98.0,2.0,2.0,21.0,98.0,20.0,21.0,139.0,수정2동,35.13011972,129.0463697,115.0,57.0,49.56521739,215.0,법적단체,110.0,115.0,0.956521739,1.0,1.0,,,,수정2동,상설장,115.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,35.13011972,129.0463697,9.0,3677.0,71745.0,19.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,100.0,1.0,2.0,2.0,2.0
문화관광형시장,2015,순천시아랫장(순천아랫장),1560.0,전남순천시,33057.0,182.0,15.0,5.0,400.0,182.0,0.0,400.0,582.0,,,,,,,970.0,법적단체,189.0,206.0,0.917475728,1.0,1.0,,,,풍덕동,상설장+5일장,206.0,2일+7일,"농산물,수산물,가공식품,가정용품,기타소매업",Y,Y,34.94514679,127.49609,7.0,716.0,224711.0,313.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,2.0,1.0,1.0,2.0
첫걸음기반조성,2020,순천씨내몰상가,135.0,전남순천시,4823.0,68.0,4.0,0.0,0.0,68.0,0.0,0.0,68.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2020,신거북시장,140.0,인천서구,10314.0,108.0,12.0,0.0,65.0,108.0,47.0,65.0,220.0,석남2동,37.50328579,126.6729889,120.0,38.0,31.66666667,485.0,법적단체,108.0,120.0,0.9,1.0,1.0,,,,석남2동,상설장,120.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.50328579,126.6729889,5.0,608.0,451980.0,743.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,2.0,2.0
디지털전통시장,2022,신기시장,100.0,인천미추홀구,3550.0,150.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0,주안7동,37.44689806,126.6782819,130.0,89.0,68.46153846,460.0,법적단체,120.0,130.0,0.923076923,1.0,1.0,,,,주안7동,상설장,130.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.44689806,126.6782819,7.0,927.0,356193.0,384.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0
디지털전통시장,2022,신도시장,75.0,대전동구,8330.0,70.0,2.0,1.0,2.0,70.0,20.0,2.0,92.0,,,,,,,525.0,법적단체,68.0,73.0,0.931506849,1.0,1.0,,,,가양2동,상설장,73.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.3495206,127.447114,14.0,1309.0,202782.0,154.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,60.0,1.0,1.0,1.0,2.0
문화관광형시장,2018,신도시장,860.0,대전동구,8330.0,70.0,2.0,1.0,2.0,70.0,20.0,2.0,92.0,,,,,,,525.0,법적단체,68.0,73.0,0.931506849,1.0,1.0,,,,가양2동,상설장,73.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.3495206,127.447114,14.0,1309.0,202782.0,154.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,60.0,1.0,1.0,1.0,2.0
문화관광형시장,2021,신도시장,282.0,대전동구,8330.0,70.0,2.0,1.0,2.0,70.0,20.0,2.0,92.0,,,,,,,525.0,법적단체,68.0,73.0,0.931506849,1.0,1.0,,,,가양2동,상설장,73.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.3495206,127.447114,14.0,1309.0,202782.0,154.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,60.0,1.0,1.0,1.0,2.0
문화관광형시장,2017,신매시장,1540.0,대구수성구,19756.0,176.0,2.0,0.0,5.0,176.0,40.0,5.0,221.0,고산1동,35.83727992,128.7097215,178.0,112.0,62.92134831,434.0,법적단체,117.0,178.0,0.657303371,0.0,1.0,,,,고산1동,상설장,178.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.83727992,128.7097215,7.0,584.0,343687.0,588.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,2.0,1.0,2.0,2.0
첫걸음기반조성,2023,신안코아,153.0,경기안산시,6930.0,84.0,49.0,0.0,2.0,84.0,15.0,2.0,101.0,본오2동,37.2950159,126.8645735,139.0,55.0,39.56834532,667.0,법적단체,100.0,139.0,0.71942446,1.0,1.0,,,,본오2동,상설장,139.0,매일,"의류/신발,가정용품,기타소매업",Y,Y,37.2950159,126.8645735,6.0,1067.0,309829.0,290.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0
문화관광형시장,2016,군산신영시장,1540.0,전북군산시,1463.0,70.0,2.0,0.0,0.0,70.0,10.0,0.0,80.0,중앙동,35.98561509,126.72012,82.0,68.0,82.92682927,881.0,법적단체,80.0,82.0,0.975609756,1.0,1.0,,,,중앙동,상설장,82.0,매일,"농산물,수산물",Y,Y,35.98561509,126.72012,7.0,784.0,219510.0,279.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,2.0
문화관광형시장,2022,신월1동신영시장,230.0,서울양천구,4720.0,86.0,2.0,0.0,24.0,86.0,148.0,24.0,258.0,,,,,,,126.0,법적단체,110.0,127.0,0.866141732,0.0,1.0,,,,신월1동,상설장,127.0,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,37.53301405,126.8360249,9.0,701.0,362776.0,517.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2021,신월1동신영시장,250.0,서울양천구,4720.0,86.0,2.0,0.0,24.0,86.0,148.0,24.0,258.0,,,,,,,126.0,법적단체,110.0,127.0,0.866141732,0.0,1.0,,,,신월1동,상설장,127.0,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,37.53301405,126.8360249,9.0,701.0,362776.0,517.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2017,신정상가시장,1620.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,(주)신정시장,220.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,(주)신정시장,200.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2020,(주)신정시장,135.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2023,신정평화시장,153.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청년몰활성화,2020,신정평화시장,180.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2016,신중부시장,1700.0,서울중구,7600.0,258.0,0.0,0.0,20.0,258.0,22.0,20.0,300.0,광희동,37.56553374,126.9994062,749.0,187.0,24.96662216,170.0,법적단체,396.0,749.0,0.52870494,1.0,1.0,,,,광희동,상설장,749.0,매일,"농산물,축산물,수산물",Y,Y,37.56553374,126.9994062,25.0,21486.0,138972.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2018,전주신중앙시장(신중앙시장),860.0,전북전주시,10422.0,168.0,0.0,0.0,13.0,168.0,126.0,13.0,307.0,중앙동,35.82412315,127.1434822,168.0,175.0,104.1666667,924.0,법적단체,167.0,168.0,0.994047619,0.0,1.0,,,,중앙동,상설장,168.0,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.82412315,127.1434822,4.0,1031.0,287436.0,278.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2022,신평골목시장,264.0,부산사하구,5620.0,95.0,16.0,0.0,3.0,95.0,3.0,3.0,101.0,신평1동,35.09108269,128.9771269,111.0,59.0,53.15315315,282.0,법적단체,99.0,111.0,0.891891892,1.0,1.0,,,,신평1동,상설장,111.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.09108269,128.9771269,15.0,1365.0,255409.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.0,1.0,1.0,2.0
첫걸음기반조성,2018,십정종합시장,270.0,인천부평구,2211.0,59.0,6.0,0.0,1.0,59.0,4.0,1.0,64.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2014,아현시장,1480.0,서울마포구,11937.0,137.0,13.0,0.0,0.0,137.0,83.0,0.0,220.0,아현동,37.55640684,126.9550808,150.0,79.0,52.66666667,97.0,법적단체,137.0,150.0,0.913333333,1.0,1.0,,,,아현동,상설장,150.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,N,37.55640684,126.9550808,9.0,803.0,344331.0,428.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,2.0
첫걸음기반조성,2020,안계공설시장,108.0,경북의성군,10025.0,60.0,30.0,0.0,20.0,60.0,20.0,20.0,100.0,,,,,,,1111.0,법적단체,70.0,117.0,0.598290598,1.0,1.0,,,,안계면,상설장+5일장,117.0,1일+6일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,36.38442423,128.4383448,6.0,412.0,36018.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,1.0,1.0,1.0,2.0
문화관광형시장,2021,안동중앙신시장,192.0,경북안동시,,,,,,,,,,,,,,,,,,,,,,,경북,안동시,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,안동중앙신시장,152.0,경북안동시,,,,,,,,,,,,,,,,,,,,,,,경북,안동시,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,안면도수산시장(안면도장터),210.0,충남태안군,4306.0,39.0,1.0,2.0,1.0,39.0,15.0,1.0,55.0,,,,,,,866.0,법적단체,33.0,33.0,1.0,1.0,1.0,,,,안면읍,상설장,33.0,매일,"수산물,가공식품",Y,Y,36.51635574,126.3460081,3.0,319.0,48649.0,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0
문화관광형시장,2022,안면도수산시장(안면도장터),200.0,충남태안군,4306.0,39.0,1.0,2.0,1.0,39.0,15.0,1.0,55.0,,,,,,,866.0,법적단체,33.0,33.0,1.0,1.0,1.0,,,,안면읍,상설장,33.0,매일,"수산물,가공식품",Y,Y,36.51635574,126.3460081,3.0,319.0,48649.0,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0
첫걸음기반조성,2020,안면도수산시장(안면도장터),104.0,충남태안군,4306.0,39.0,1.0,2.0,1.0,39.0,15.0,1.0,55.0,,,,,,,866.0,법적단체,33.0,33.0,1.0,1.0,1.0,,,,안면읍,상설장,33.0,매일,"수산물,가공식품",Y,Y,36.51635574,126.3460081,3.0,319.0,48649.0,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0
디지털전통시장,2022,안양중앙인정시장,100.0,경기안양시,43330.0,429.0,0.0,0.0,290.0,429.0,170.0,291.0,890.0,안양4동,37.39648476,126.9195692,410.0,189.0,46.09756098,679.0,법적단체,292.0,410.0,0.712195122,1.0,1.0,,,,안양4동,상설장,410.0,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,37.39648476,126.9195692,6.0,1112.0,205509.0,184.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0
첫걸음기반조성,2020,안중시장,112.0,경기평택시,16804.0,130.0,7.0,0.0,14.0,130.0,10.0,14.0,154.0,안중읍,36.9875362,126.928259,130.0,59.0,45.38461538,705.0,법적단체,117.0,130.0,0.9,1.0,1.0,,,,안중읍,상설장+5일장,130.0,1일+6일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,36.9875362,126.928259,5.0,1103.0,476678.0,432.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0
디지털전통시장,2022,암사종합시장,100.0,서울강동구,13198.0,120.0,0.0,0.0,13.0,120.0,100.0,13.0,233.0,암사1동,37.5505465,127.1287154,113.0,126.0,111.5044248,9.0,법적단체,113.0,113.0,1.0,0.0,0.0,,,,암사1동,상설장,113.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.5505465,127.1287154,6.0,682.0,374106.0,548.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,2.0
문화관광형시장,2021,(주)야음시장,230.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,(주)야음시장,190.0,울산미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2016,약령시장,1540.0,대구중구,28454.0,279.0,0.0,0.0,0.0,279.0,4.0,0.0,283.0,,,,,,,450.0,법적단체,165.0,215.0,0.76744186,1.0,1.0,,,,성내2동,상설장,215.0,매일,근린생활서비스,Y,N,35.86812682,128.5899204,15.0,5682.0,66474.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0
청년몰활성화,2021,약령시장,150.0,대구중구,28454.0,279.0,0.0,0.0,0.0,279.0,4.0,0.0,283.0,,,,,,,450.0,법적단체,165.0,215.0,0.76744186,1.0,1.0,,,,성내2동,상설장,215.0,매일,근린생활서비스,Y,N,35.86812682,128.5899204,15.0,5682.0,66474.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2022,양동건어물시장,241.0,광주서구,9613.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,양동,35.15316825,126.9033302,68.0,55.0,80.88235294,511.0,법적단체,68.0,68.0,1.0,0.0,1.0,,,,양동,상설장,68.0,매일,"수산물,가공식품",Y,Y,35.15316825,126.9033302,8.0,1380.0,244095.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2022,양동건어물시장,240.0,광주서구,9613.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,양동,35.15316825,126.9033302,68.0,55.0,80.88235294,511.0,법적단체,68.0,68.0,1.0,0.0,1.0,,,,양동,상설장,68.0,매일,"수산물,가공식품",Y,Y,35.15316825,126.9033302,8.0,1380.0,244095.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
첫걸음기반조성,2020,양동경열로시장,162.0,광주서구,3885.0,77.0,2.0,0.0,32.0,77.0,50.0,32.0,159.0,양동,35.1536684,126.9008475,78.0,94.0,120.5128205,512.0,법적단체,75.0,78.0,0.961538462,1.0,1.0,,,,양동,상설장,78.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.1536684,126.9008475,8.0,1380.0,244095.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0
청년몰활성화,2018,양산남부시장,150.0,경남양산시,3021.0,166.0,21.0,0.0,37.0,166.0,101.0,37.0,304.0,중앙동,35.3424443,129.0372371,187.0,93.0,49.73262032,1194.0,법적단체,177.0,187.0,0.946524064,1.0,1.0,,,,중앙동,상설장+5일장,187.0,1일+6일,"농산물,축산물,수산물,가정용품,음식점업",Y,Y,35.3424443,129.0372371,7.0,653.0,283240.0,433.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2016,양수리전통시장(양평양수리시장),1520.0,경기양평군,66405.0,106.0,0.0,2.0,12.0,106.0,0.0,12.0,118.0,양서면,37.54507225,127.3197946,108.0,28.0,25.92592593,682.0,법적단체,100.0,108.0,0.925925926,1.0,1.0,,,,양서면,상설장,108.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.54507225,127.3197946,4.0,764.0,86119.0,112.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2014,양양전통시장,1520.0,강원양양군,6809.0,66.0,0.0,2.0,40.0,66.0,30.0,40.0,136.0,양양읍,38.07506325,128.6232929,68.0,76.0,111.7647059,736.0,법적단체,66.0,68.0,0.970588235,1.0,1.0,,,,양양읍,5일장,68.0,4일+9일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,38.07506325,128.6232929,1.0,68.0,21250.0,312.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2017,용문천년시장,1540.0,경기양평군,14639.0,121.0,8.0,0.0,220.0,121.0,161.0,220.0,502.0,용문면,37.48396323,127.5947559,163.0,63.0,38.65030675,684.0,법적단체,143.0,163.0,0.877300613,1.0,1.0,,,,용문면,상설장+5일장,163.0,5일+10일,"농산물,음식점업,기타소매업",Y,Y,37.48396323,127.5947559,4.0,764.0,86119.0,112.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,90.0,1.0,1.0,2.0,1.0
문화관광형시장,2018,(주)서시장,860.0,전남여수시,1979.0,162.0,47.0,0.0,0.0,162.0,6.0,0.0,168.0,,,,,,,976.0,법적단체,119.0,209.0,0.56937799,1.0,1.0,,,,서강동,상설장,209.0,매일,"수산물,가공식품,의류/신발,가정용품,기타소매업",Y,Y,34.74179248,127.7286157,14.0,1443.0,218317.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0
청년몰활성화,2018,중앙시장,150.0,전남여수시,2393.0,123.0,8.0,0.0,0.0,123.0,10.0,0.0,133.0,중앙동,34.74059589,127.7325649,131.0,29.0,22.13740458,986.0,법적단체,111.0,131.0,0.847328244,1.0,1.0,전남,여수시,17.0,중앙동,상설장,131.0,매일,"의류/신발,음식점업",Y,Y,34.74059589,127.7325649,14.0,1443.0,218317.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0
청년몰활성화,2018,중앙시장,150.0,전남여수시,2393.0,123.0,8.0,0.0,0.0,123.0,10.0,0.0,133.0,중앙동,34.74059589,127.7325649,131.0,29.0,22.13740458,986.0,법적단체,111.0,131.0,0.847328244,1.0,1.0,전남,여수시,17.0,중앙동,상설장,131.0,매일,"의류/신발,음식점업",Y,Y,34.74059589,127.7325649,14.0,1443.0,218317.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0
문화관광형시장,2014,역곡상상시장(역곡북부시장),1780.0,경기부천시,9751.0,114.0,0.0,0.0,6.0,114.0,202.0,6.0,322.0,,,,,,,614.0,법적단체,110.0,110.0,1.0,1.0,1.0,,,,부천동,상설장,110.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.48757761,126.8118941,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2022,역곡상상시장(역곡북부시장),220.0,경기부천시,9751.0,114.0,0.0,0.0,6.0,114.0,202.0,6.0,322.0,,,,,,,614.0,법적단체,110.0,110.0,1.0,1.0,1.0,,,,부천동,상설장,110.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.48757761,126.8118941,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2018,역곡상상시장(역곡북부시장),860.0,경기부천시,9751.0,114.0,0.0,0.0,6.0,114.0,202.0,6.0,322.0,,,,,,,614.0,법적단체,110.0,110.0,1.0,1.0,1.0,,,,부천동,상설장,110.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,37.48757761,126.8118941,17.0,1639.0,700878.0,427.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0
문화관광형시장,2022,연동시장,264.0,부산연제구,990.0,7.0,16.0,0.0,0.0,7.0,0.0,0.0,7.0,연산1동,35.18884338,129.0925228,23.0,23.0,100.0,319.0,법적단체,0.0,23.0,0.0,1.0,1.0,,,,연산1동,상설장,23.0,매일,"농산물,가공식품,음식점업,기타소매업",Y,Y,35.18884338,129.0925228,7.0,400.0,162109.0,405.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,2.0,1.0,1.0,2.0
첫걸음기반조성,2020,연동시장,162.0,부산연제구,990.0,7.0,16.0,0.0,0.0,7.0,0.0,0.0,7.0,연산1동,35.18884338,129.0925228,23.0,23.0,100.0,319.0,법적단체,0.0,23.0,0.0,1.0,1.0,,,,연산1동,상설장,23.0,매일,"농산물,가공식품,음식점업,기타소매업",Y,Y,35.18884338,129.0925228,7.0,400.0,162109.0,405.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,2.0,1.0,1.0,2.0
문화관광형시장,2022,연서시장,220.0,서울은평구,2970.0,92.0,1.0,0.0,10.0,92.0,78.0,10.0,180.0,불광2동,37.61969094,126.922172,91.0,101.0,110.989011,147.0,법적단체,90.0,91.0,0.989010989,0.0,1.0,,,,불광2동,상설장,91.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,37.61969094,126.922172,7.0,558.0,388102.0,695.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0
문화관광형시장,2021,연서시장,220.0,서울은평구,2970.0,92.0,1.0,0.0,10.0,92.0,78.0,10.0,180.0,불광2동,37.61969094,126.922172,91.0,101.0,110.989011,147.0,법적단체,90.0,91.0,0.989010989,0.0,1.0,,,,불광2동,상설장,91.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,37.61969094,126.922172,7.0,558.0,388102.0,695.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0
첫걸음기반조성,2019,연서시장,270.0,서울은평구,2970.0,92.0,1.0,0.0,10.0,92.0,78.0,10.0,180.0,불광2동,37.61969094,126.922172,91.0,101.0,110.989011,147.0,법적단체,90.0,91.0,0.989010989,0.0,1.0,,,,불광2동,상설장,91.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,37.61969094,126.922172,7.0,558.0,388102.0,695.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0
첫걸음기반조성,2023,연수송도역전시장,153.0,인천연수구,7489.0,80.0,8.0,0.0,0.0,80.0,10.0,0.0,90.0,,,,,,,490.0,임의단체,80.0,106.0,0.754716981,1.0,1.0,,,,옥련1동,상설장,106.0,매일,"농산물,축산물,수산물,음식점업",Y,N,37.42645754,126.6576942,2.0,406.0,327612.0,806.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,2.0,1.0,1.0,2.0
