사업명,지원연도,시장명,지원금액(단위_백만원),지자체,배송서비스,장보기서비스,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만),시장면적,전체 점포 중 영업 중인 점포 수,빈점포,기타점포(창고 및 사무실 등 영업 이외의 목적으로 활용되고 있는 점포),노점수,점포상인 수 (종업원 제외) - 2019,종업원 수 (점포주 제외) - 2019,노점상인 수 (종업원 제외) - 2019,총시장 상인 - 2019,청년몰점포수,상인회 조직형태,상인회 가입점포 수 - 점포수,점포수,상인회_가입률,가맹점수,가맹률
디지털전통시장,2023,단양구경시장(단양인정시장),92.5,충북단양군,0.0,1.0,단양읍,상설장+5일장,120.0,1일+6일,"농산물,축산물,기타소매업",Y,Y,36.98249125,128.3699808,2.0,182.0,21770.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,14034.0,118.0,2.0,0.0,140.0,118.0,28.0,140.0,286.0,,법적단체,118.0,120.0,0.9833333333333332,109.0,90.83333333333331
첫걸음기반조성,2020,당감새시장,168.0,부산부산진구,1.0,1.0,당감1동,상설장,121.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,N,35.16506067,129.0421399,26.0,4728.0,283552.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,13000.0,107.0,0.0,0.0,9.0,107.0,15.0,5.0,127.0,,법적단체,121.0,121.0,1.0,100.0,82.64462809917356
디지털전통시장,2022,당진전통시장,125.0,충남당진시,1.0,1.0,당진1동,상설장+5일장,218.0,5일+10일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.88993079,126.6296071,2.0,287.0,132725.0,462.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,16445.0,153.0,19.0,0.0,15.0,153.0,37.0,15.0,205.0,,법적단체,152.0,218.0,0.6972477064220184,140.0,64.22018348623854
문화관광형시장,2017,당진전통시장,1700.0,충남당진시,1.0,1.0,당진1동,상설장+5일장,218.0,5일+10일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.88993079,126.6296071,2.0,287.0,132725.0,462.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,16445.0,153.0,19.0,0.0,15.0,153.0,37.0,15.0,205.0,,법적단체,152.0,218.0,0.6972477064220184,140.0,64.22018348623854
문화관광형시장,2021,당진전통시장,200.0,충남당진시,1.0,1.0,당진1동,상설장+5일장,218.0,5일+10일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.88993079,126.6296071,2.0,287.0,132725.0,462.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,16445.0,153.0,19.0,0.0,15.0,153.0,37.0,15.0,205.0,,법적단체,152.0,218.0,0.6972477064220184,140.0,64.22018348623854
문화관광형시장,2017,대림중앙시장,1540.0,서울영등포구,1.0,1.0,대림2동,상설장,91.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.49038353,126.9012678,8.0,1951.0,408384.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,2.0,1.0,2.0,2.0,19797.0,95.0,5.0,0.0,0.0,95.0,0.0,0.0,95.0,,법적단체,85.0,91.0,0.934065934065934,62.0,68.13186813186813
첫걸음기반조성,2022,대송농수산물시장,162.0,울산동구,1.0,1.0,대송동,상설장,90.0,매일,"농산물,축산물,수산물,가공식품,가정용품",Y,Y,35.49920876,129.4206489,4.0,458.0,129997.0,283.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1597.0,90.0,0.0,0.0,40.0,90.0,40.0,40.0,170.0,,법적단체,84.0,90.0,0.9333333333333332,92.0,102.2222222222222
문화관광형시장,2021,대전역전지하상가,276.0,대전동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,대전역전지하상가,240.0,대전동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2023,대천항종합수산물시장,130.0,충남보령시,0.0,1.0,대천5동,상설장,136.0,매일,"수산물,가공식품,기타소매업",Y,Y,36.32660911,126.5061075,6.0,518.0,78607.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,2.0,1.0,22994.0,135.0,6.0,0.0,1.0,135.0,250.0,1.0,386.0,,법적단체,126.0,136.0,0.9264705882352942,127.0,93.38235294117648
문화관광형시장,2019,도계부부시장,460.0,경남창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전통시장,2023,도리섬상점가,87.5,경기안산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,17523.0,157.0,20.0,297.0,0.0,157.0,50.0,0.0,207.0,,,,,,,
문화관광형시장,2021,도리섬상점가,180.0,경기안산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,17523.0,157.0,20.0,297.0,0.0,157.0,50.0,0.0,207.0,,,,,,,
첫걸음기반조성,2019,도리섬상점가,280.0,충남보령시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전통시장,2023,도마큰시장,87.5,대전서구,1.0,1.0,도마1동,상설장,465.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,36.31580602,127.3813666,2.0,611.0,406283.0,664.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,22720.0,464.0,1.0,0.0,18.0,464.0,444.0,18.0,926.0,,법적단체,464.0,465.0,0.9978494623655914,271.0,58.27956989247311
문화관광형시장,2016,도마큰시장,1540.0,대전서구,1.0,1.0,도마1동,상설장,465.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,36.31580602,127.3813666,2.0,611.0,406283.0,664.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,22720.0,464.0,1.0,0.0,18.0,464.0,444.0,18.0,926.0,,법적단체,464.0,465.0,0.9978494623655914,271.0,58.27956989247311
문화관광형시장,2019,도마큰시장,480.0,대전서구,1.0,1.0,도마1동,상설장,465.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,36.31580602,127.3813666,2.0,611.0,406283.0,664.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,22720.0,464.0,1.0,0.0,18.0,464.0,444.0,18.0,926.0,,법적단체,464.0,465.0,0.9978494623655914,271.0,58.27956989247311
첫걸음기반조성,2020,도일시장,108.0,경기시흥시,1.0,1.0,군자동,상설장+5일장,56.0,3일+8일,축산물,Y,N,37.339515,126.7840757,4.0,460.0,451801.0,982.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,2.0,2.0,8048.0,54.0,0.0,1.0,0.0,54.0,20.0,0.0,74.0,,법적단체,54.0,56.0,0.9642857142857144,39.0,69.64285714285714
문화관광형시장,2014,돈암제일시장,1480.0,서울성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2023,동대구신시장,153.0,대구북구,1.0,1.0,대현동,상설장,103.0,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.88219144,128.6097908,21.0,4902.0,367218.0,74.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,60.0,1.0,2.0,2.0,2.0,2765.0,103.0,0.0,0.0,10.0,103.0,50.0,10.0,163.0,,법적단체,103.0,103.0,1.0,69.0,66.99029126213593
문화관광형시장,2015,동부골목시장,1560.0,서울중랑구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2019,동부골목시장,460.0,서울중랑구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청년몰활성화,2020,동상시장,150.0,경남김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청년몰활성화,2019,뚝도시장,150.0,서울성동구,0.0,1.0,성수2가1동,상설장,133.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.53780064,127.054827,4.0,2312.0,271897.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,4254.0,130.0,0.0,0.0,1.0,130.0,30.0,1.0,161.0,,법적단체,130.0,133.0,0.9774436090225564,34.0,25.563909774436087
문화관광형시장,2019,뚝섬역상점가,440.0,서울성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,21518.0,180.0,1.0,0.0,0.0,180.0,240.0,0.0,420.0,,,,,,,
첫걸음기반조성,2022,루원음식문화거리,162.0,인천서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2016,르네시떼,1620.0,부산사상구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,르네시떼,264.0,부산사상구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2023,마산어시장,220.0,경남창원시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,190000.0,654.0,30.0,0.0,150.0,654.0,180.0,150.0,984.0,,법적단체,642.0,669.0,0.9596412556053812,,
첫걸음기반조성,2019,마산어시장,300.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2016,마장축산물시장,1620.0,서울성동구,1.0,1.0,마장동,상설장,1900.0,매일,"축산물,가공식품",Y,Y,37.57068248,127.0412753,4.0,2312.0,271897.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,11515.0,843.0,0.0,0.0,76.0,843.0,4643.0,76.0,5562.0,,법적단체,597.0,1900.0,0.3142105263157895,403.0,21.210526315789476
문화관광형시장,2017,말바우시장,1580.0,광주북구,1.0,1.0,우산동,상설장+3일장,515.0,2일+4일+7일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.17297793,126.9213607,4.0,705.0,356078.0,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,68712.0,169.0,0.0,4.0,491.0,169.0,50.0,491.0,710.0,,법적단체,511.0,515.0,0.9922330097087378,405.0,78.64077669902912
문화관광형시장,2021,말바우시장,300.0,광주북구,1.0,1.0,우산동,상설장+3일장,515.0,2일+4일+7일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.17297793,126.9213607,4.0,705.0,356078.0,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,68712.0,169.0,0.0,4.0,491.0,169.0,50.0,491.0,710.0,,법적단체,511.0,515.0,0.9922330097087378,405.0,78.64077669902912
문화관광형시장,2022,말바우시장,228.0,광주북구,1.0,1.0,우산동,상설장+3일장,515.0,2일+4일+7일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.17297793,126.9213607,4.0,705.0,356078.0,505.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,68712.0,169.0,0.0,4.0,491.0,169.0,50.0,491.0,710.0,,법적단체,511.0,515.0,0.9922330097087378,405.0,78.64077669902912
디지털전통시장,2022,망미중앙시장,75.0,부산수영구,0.0,1.0,망미2동,상설장,106.0,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,35.17236834,129.1093334,18.0,1131.0,145369.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,2.0,6267.0,102.0,2.0,0.0,5.0,102.0,20.0,5.0,127.0,,법적단체,104.0,106.0,0.981132075471698,83.0,78.30188679245283
첫걸음기반조성,2021,망원동월드컵시장,135.0,서울마포구,1.0,1.0,망원2동,상설장,50.0,매일,"농산물,축산물,수산물,가공식품",Y,N,37.55873145,126.9050809,9.0,803.0,344331.0,428.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,3369.0,50.0,2.0,0.0,2.0,50.0,24.0,2.0,76.0,,법적단체,50.0,50.0,1.0,44.0,88.0
문화관광형시장,2017,망원시장,1540.0,서울마포구,0.0,0.0,망원1동,상설장,79.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.55715742,126.9059941,9.0,803.0,344331.0,428.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,5459.0,78.0,0.0,0.0,8.0,78.0,247.0,8.0,333.0,,법적단체,79.0,79.0,1.0,81.0,102.53164556962024
디지털전통시장,2022,매일올레시장,100.0,제주서귀포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2018,명동대흥로상점가,270.0,충남천안시,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,200.0,10.0,5.0,0.0,200.0,20.0,0.0,220.0,,,,,,,
문화관광형시장,2021,명동상가,225.0,충남홍성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2019,명산시장,440.0,전북군산시,1.0,0.0,월명동,상설장,72.0,매일,"축산물,수산물,가공식품,기타소매업",Y,Y,35.98375164,126.7095145,7.0,784.0,219510.0,279.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,5310.0,68.0,4.0,0.0,9.0,68.0,0.0,9.0,77.0,,법적단체,68.0,72.0,0.9444444444444444,,
문화관광형시장,2021,명서시장,235.0,경남창원시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,60340.0,150.0,2.0,0.0,35.0,150.0,135.0,35.0,320.0,,법적단체,159.0,167.0,0.9520958083832336,,
디지털전통시장,2023,명일전통시장,87.5,서울강동구,1.0,1.0,명일1동,상설장,90.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.54953208,127.1449535,6.0,682.0,374106.0,548.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,1980.0,60.0,0.0,8.0,30.0,60.0,10.0,30.0,100.0,,법적단체,85.0,90.0,0.9444444444444444,78.0,86.66666666666667
문화관광형시장,2015,모래내시장,1480.0,인천남동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2018,모래내시장,860.0,전북전주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2019,모래내시장,460.0,인천남동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,목사랑시장,220.0,서울양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,목사랑시장,225.0,서울양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,못골골목시장,276.0,부산남구,0.0,1.0,대연5동,상설장,150.0,매일,"농산물,축산물,의류/신발,가정용품,기타소매업",Y,Y,35.13586148,129.0896366,11.0,1181.0,222496.0,188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,11781.0,147.0,0.0,0.0,30.0,147.0,234.0,36.0,417.0,,임의단체,147.0,150.0,0.98,96.0,64.0
문화관광형시장,2022,못골골목시장,240.0,부산남구,0.0,1.0,대연5동,상설장,150.0,매일,"농산물,축산물,의류/신발,가정용품,기타소매업",Y,Y,35.13586148,129.0896366,11.0,1181.0,222496.0,188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,11781.0,147.0,0.0,0.0,30.0,147.0,234.0,36.0,417.0,,임의단체,147.0,150.0,0.98,96.0,64.0
문화관광형시장,2021,무극시장,230.0,충북음성군,0.0,1.0,금왕읍,상설장+5일장,119.0,5일+10일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.99267767,127.5960038,5.0,599.0,92655.0,154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,10879.0,180.0,0.0,0.0,86.0,180.0,0.0,86.0,266.0,,법적단체,78.0,119.0,0.6554621848739496,46.0,38.655462184873954
문화관광형시장,2022,무극시장,190.0,충북음성군,0.0,1.0,금왕읍,상설장+5일장,119.0,5일+10일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,36.99267767,127.5960038,5.0,599.0,92655.0,154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,10879.0,180.0,0.0,0.0,86.0,180.0,0.0,86.0,266.0,,법적단체,78.0,119.0,0.6554621848739496,46.0,38.655462184873954
첫걸음기반조성,2022,무등산상가거리상점가,162.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2018,무등시장,860.0,광주남구,1.0,1.0,주월2동,상설장,65.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.13592608,126.8945422,2.0,129.0,164770.0,1277.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,2577.0,52.0,5.0,8.0,20.0,52.0,98.0,20.0,170.0,,법적단체,52.0,65.0,0.8,78.0,120.0
문화관광형시장,2021,무등시장,282.0,광주남구,1.0,1.0,주월2동,상설장,65.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.13592608,126.8945422,2.0,129.0,164770.0,1277.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,2577.0,52.0,5.0,8.0,20.0,52.0,98.0,20.0,170.0,,법적단체,52.0,65.0,0.8,78.0,120.0
첫걸음기반조성,2023,무안전통시장,153.0,전남무안군,1.0,1.0,무안읍,상설장+5일장,64.0,4일+9일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,34.99348701,126.4724275,2.0,78.0,61193.0,784.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,11000.0,61.0,2.0,0.0,130.0,61.0,20.0,130.0,211.0,,법적단체,63.0,64.0,0.984375,54.0,84.375
문화관광형시장,2022,무주반딧불시장,176.0,전북무주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,무주반딧불시장,200.0,전북무주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,무주시장(반딧불장터),176.0,전북무주군,1.0,1.0,무주읍,5일장,47.0,1일+6일,"농산물,의류/신발,가정용품,음식점업,기타소매업",Y,Y,36.00465093,127.6535323,4.0,100.0,17238.0,172.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,6342.0,47.0,0.0,0.0,200.0,47.0,12.0,200.0,259.0,,법적단체,47.0,47.0,1.0,64.0,136.17021276595744
문화관광형시장,2023,문경전통시장,210.0,경북문경시,1.0,1.0,문경읍,상설장+5일장,80.0,2일+7일,"농산물,가공식품,기타소매업",Y,Y,36.7355833,128.1074789,7.0,755.0,49929.0,66.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,3978.0,70.0,0.0,10.0,50.0,70.0,70.0,50.0,190.0,,법적단체,70.0,80.0,0.875,61.0,76.25
첫걸음기반조성,2020,문경전통시장,108.0,경북문경시,1.0,1.0,문경읍,상설장+5일장,80.0,2일+7일,"농산물,가공식품,기타소매업",Y,Y,36.7355833,128.1074789,7.0,755.0,49929.0,66.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,3978.0,70.0,0.0,10.0,50.0,70.0,70.0,50.0,190.0,,법적단체,70.0,80.0,0.875,61.0,76.25
디지털전통시장,2022,문경중앙시장,125.0,경북문경시,0.0,0.0,점촌3동,상설장,135.0,매일,"농산물,축산물,가공식품,의류/신발",Y,Y,36.60139983,128.2042579,7.0,755.0,49929.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,95.0,1.0,1.0,1.0,2.0,10849.0,124.0,9.0,6.0,23.0,124.0,20.0,23.0,167.0,7.0,법적단체,110.0,135.0,0.8148148148148148,131.0,97.03703703703704
문화관광형시장,2019,문경중앙시장,460.0,경북문경시,0.0,0.0,점촌3동,상설장,135.0,매일,"농산물,축산물,가공식품,의류/신발",Y,Y,36.60139983,128.2042579,7.0,755.0,49929.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,95.0,1.0,1.0,1.0,2.0,10849.0,124.0,9.0,6.0,23.0,124.0,20.0,23.0,167.0,7.0,법적단체,110.0,135.0,0.8148148148148148,131.0,97.03703703703704
첫걸음기반조성,2018,문경중앙시장,270.0,경북문경시,0.0,0.0,점촌3동,상설장,135.0,매일,"농산물,축산물,가공식품,의류/신발",Y,Y,36.60139983,128.2042579,7.0,755.0,49929.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,95.0,1.0,1.0,1.0,2.0,10849.0,124.0,9.0,6.0,23.0,124.0,20.0,23.0,167.0,7.0,법적단체,110.0,135.0,0.8148148148148148,131.0,97.03703703703704
청년몰활성화,2018,문경중앙시장,150.0,경북문경시,0.0,0.0,점촌3동,상설장,135.0,매일,"농산물,축산물,가공식품,의류/신발",Y,Y,36.60139983,128.2042579,7.0,755.0,49929.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,95.0,1.0,1.0,1.0,2.0,10849.0,124.0,9.0,6.0,23.0,124.0,20.0,23.0,167.0,7.0,법적단체,110.0,135.0,0.8148148148148148,131.0,97.03703703703704
문화관광형시장,2017,문산자유시장,1480.0,경기파주시,1.0,1.0,문산읍,상설장,116.0,매일,"축산물,가공식품,의류/신발,가정용품,기타소매업",Y,Y,37.85672748,126.7839421,7.0,676.0,372263.0,550.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,1.0,2.0,6444.0,101.0,14.0,1.0,5.0,101.0,35.0,3.0,139.0,,법적단체,111.0,116.0,0.956896551724138,87.0,75.0
첫걸음기반조성,2023,문창전통시장,156.0,대전중구,1.0,1.0,문창동,상설장,205.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,36.31551061,127.4381799,7.0,625.0,193263.0,309.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,1.0,1.0,1.0,2.0,18295.0,165.0,5.0,0.0,10.0,165.0,143.0,10.0,318.0,,법적단체,164.0,205.0,0.8,,
청년몰활성화,2022,미로예술원주중앙시장(원주중앙시장),250.0,강원원주시,1.0,1.0,중앙동,상설장,597.0,매일,"농산물,의류/신발,가정용품,음식점업,기타소매업",Y,Y,37.3500121,127.9491922,7.0,1646.0,282998.0,171.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7622.0,278.0,31.0,64.0,18.0,278.0,0.0,18.0,296.0,17.0,법적단체,289.0,597.0,0.4840871021775544,,
문화관광형시장,2022,민락골목시장,264.0,부산수영구,1.0,1.0,민락동,상설장,78.0,매일,"농산물,축산물,수산물,가공식품,근린생활서비스",Y,Y,35.15760964,129.1236523,18.0,1131.0,145369.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,3589.0,85.0,0.0,0.0,3.0,85.0,0.0,3.0,88.0,,법적단체,75.0,78.0,0.9615384615384616,69.0,88.46153846153845
문화관광형시장,2021,민락골목시장,264.0,부산수영구,1.0,1.0,민락동,상설장,78.0,매일,"농산물,축산물,수산물,가공식품,근린생활서비스",Y,Y,35.15760964,129.1236523,18.0,1131.0,145369.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,3589.0,85.0,0.0,0.0,3.0,85.0,0.0,3.0,88.0,,법적단체,75.0,78.0,0.9615384615384616,69.0,88.46153846153845
문화관광형시장,2021,반딧불이연무시장,180.0,경기수원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,반송큰시장,270.0,부산해운대구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2023,방신전통시장,252.0,서울강서구,0.0,1.0,방화1동,상설장,94.0,매일,"농산물,축산물,수산물",Y,Y,37.57150834,126.812647,9.0,643.0,489825.0,761.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.0,1.0,1.0,2.0,3609.0,120.0,3.0,0.0,0.0,120.0,34.0,0.0,154.0,,법적단체,91.0,94.0,0.9680851063829788,86.0,91.48936170212764
첫걸음기반조성,2023,방천시장,153.0,대구중구,1.0,1.0,대봉1동,상설장,70.0,매일,"농산물,기타소매업",Y,N,35.86223722,128.6059327,15.0,5682.0,66474.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,100.0,1.0,1.0,1.0,2.0,5785.0,65.0,0.0,0.0,5.0,65.0,30.0,5.0,100.0,,법적단체,50.0,70.0,0.7142857142857143,29.0,41.42857142857143
첫걸음기반조성,2018,방촌시장,270.0,대구동구,1.0,1.0,방촌동,상설장,98.0,매일,"축산물,가공식품,기타소매업",Y,Y,35.88130152,128.6644272,10.0,774.0,276329.0,357.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,2155.0,74.0,24.0,0.0,15.0,74.0,2.0,15.0,91.0,,법적단체,70.0,98.0,0.7142857142857143,67.0,68.36734693877551
디지털전통시장,2023,방학동도깨비시장,87.5,서울도봉구,0.0,1.0,방학2동,상설장,88.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.66594127,127.0362062,6.0,402.0,263122.0,654.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,252.0,91.0,0.0,0.0,0.0,91.0,160.0,0.0,251.0,,법적단체,88.0,88.0,1.0,94.0,106.8181818181818
문화관광형시장,2019,방학동도깨비시장,440.0,서울도봉구,0.0,1.0,방학2동,상설장,88.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.66594127,127.0362062,6.0,402.0,263122.0,654.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,252.0,91.0,0.0,0.0,0.0,91.0,160.0,0.0,251.0,,법적단체,88.0,88.0,1.0,94.0,106.8181818181818
첫걸음기반조성,2022,배방상점가,140.0,충남아산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,6182.0,141.0,10.0,5.0,0.0,141.0,474.0,0.0,615.0,,,,,,,
문화관광형시장,2022,보령중앙시장,220.0,충남보령시,0.0,0.0,대천2동,상설장+5일장,117.0,3일+8일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,36.35108759,126.5932002,6.0,518.0,78607.0,151.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7919.0,109.0,8.0,0.0,14.0,109.0,8.0,14.0,131.0,,법적단체,104.0,117.0,0.8888888888888888,90.0,76.92307692307693
