사업명,지원연도,시장명,지원금액(단위_백만원),지자체,배송서비스,장보기서비스,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만),시장면적,전체 점포 중 영업 중인 점포 수,빈점포,기타점포(창고 및 사무실 등 영업 이외의 목적으로 활용되고 있는 점포),노점수,점포상인 수 (종업원 제외) - 2019,종업원 수 (점포주 제외) - 2019,노점상인 수 (종업원 제외) - 2019,총시장 상인 - 2019,청년몰점포수,상인회 조직형태,상인회 가입점포 수 - 점포수,점포수,상인회_가입률,가맹점수,가맹률
문화관광형시장,2017,고창전통시장,1700.0,전북고창군,1.0,1.0,고창읍,상설장+5일장,75.0,3일+8일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,35.43266573,126.6987711,6.0,276.0,40524.0,146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7920.0,66.0,1.0,0.0,17.0,66.0,0.0,17.0,83.0,,법적단체,74.0,75.0,0.9866666666666668,,
문화관광형시장,2019,고척근린시장,440.0,서울구로구,0.0,1.0,고척2동,상설장,69.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.50195711,126.8511199,7.0,664.0,414604.0,624.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,1895.0,64.0,6.0,1.0,15.0,64.0,67.0,15.0,146.0,,법적단체,66.0,69.0,0.9565217391304348,67.0,97.10144927536231
첫걸음기반조성,2018,고척근린시장,270.0,서울구로구,0.0,1.0,고척2동,상설장,69.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.50195711,126.8511199,7.0,664.0,414604.0,624.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,1895.0,64.0,6.0,1.0,15.0,64.0,67.0,15.0,146.0,,법적단체,66.0,69.0,0.9565217391304348,67.0,97.10144927536231
문화관광형시장,2021,고한구공탄시장,176.0,강원정선군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,고한구공탄시장,160.0,강원정선군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2023,고흥전통시장,153.0,전남고흥군,1.0,1.0,고흥읍,상설장+5일장,121.0,4일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,34.60835694,127.2866005,5.0,267.0,47361.0,177.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7038.0,121.0,0.0,0.0,34.0,121.0,20.0,34.0,175.0,,법적단체,107.0,121.0,0.8842975206611571,52.0,42.97520661157025
문화관광형시장,2023,곡성기차마을전통시장,210.0,전남곡성군,1.0,1.0,곡성읍,5일장,151.0,3일+8일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.27976851,127.2984376,3.0,239.0,19510.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,2.0,17070.0,71.0,7.0,0.0,80.0,71.0,28.0,45.0,144.0,,법적단체,128.0,151.0,0.847682119205298,,
문화관광형시장,2014,골드테마거리,1520.0,부산부산진구,,,범천1동,상설장,324.0,매일,근린생활서비스,Y,Y,35.14193851,129.0597745,26.0,4728.0,283552.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,2.0,1.0,12036.0,324.0,0.0,0.0,0.0,324.0,200.0,0.0,524.0,,법적단체,324.0,324.0,1.0,154.0,47.53086419753087
문화관광형시장,2022,공릉동도깨비시장,230.0,서울노원구,0.0,1.0,공릉1동,상설장,106.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,Y,37.62269037,127.0762493,2.0,170.0,429221.0,2524.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,2.0,1.0,2.0,2993.0,110.0,0.0,0.0,10.0,110.0,50.0,12.0,172.0,,법적단체,103.0,106.0,0.9716981132075472,123.0,116.03773584905662
첫걸음기반조성,2021,공릉동도깨비시장,140.0,서울노원구,0.0,1.0,공릉1동,상설장,106.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,Y,37.62269037,127.0762493,2.0,170.0,429221.0,2524.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,2.0,1.0,2.0,2993.0,110.0,0.0,0.0,10.0,110.0,50.0,12.0,172.0,,법적단체,103.0,106.0,0.9716981132075472,123.0,116.03773584905662
첫걸음기반조성,2021,관고전통시장,112.0,경기이천시,1.0,1.0,관고동,상설장,127.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.28081972,127.4403608,3.0,252.0,176691.0,701.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7750.0,117.0,1.0,0.0,26.0,117.0,7.0,26.0,150.0,,법적단체,93.0,127.0,0.7322834645669292,103.0,81.10236220472441
문화관광형시장,2023,관악신사시장,252.0,서울관악구,0.0,0.0,신사동,상설장,104.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.48679165,126.9170725,14.0,1069.0,486206.0,454.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7320.0,98.0,2.0,0.0,0.0,98.0,15.0,0.0,113.0,,법적단체,100.0,104.0,0.9615384615384616,91.0,87.5
첫걸음기반조성,2020,관악신사시장,140.0,서울관악구,0.0,0.0,신사동,상설장,104.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.48679165,126.9170725,14.0,1069.0,486206.0,454.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7320.0,98.0,2.0,0.0,0.0,98.0,15.0,0.0,113.0,,법적단체,100.0,104.0,0.9615384615384616,91.0,87.5
문화관광형시장,2022,광양5일시장,184.0,전남광양시,1.0,1.0,광양읍,5일장,99.0,1일+6일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.9711607,127.5904533,5.0,358.0,115460.0,322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12000.0,98.0,1.0,2.0,320.0,98.0,30.0,320.0,448.0,,법적단체,96.0,99.0,0.9696969696969696,189.0,190.9090909090909
문화관광형시장,2016,광양5일시장,1540.0,전남광양시,1.0,1.0,광양읍,5일장,99.0,1일+6일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.9711607,127.5904533,5.0,358.0,115460.0,322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12000.0,98.0,1.0,2.0,320.0,98.0,30.0,320.0,448.0,,법적단체,96.0,99.0,0.9696969696969696,189.0,190.9090909090909
첫걸음기반조성,2021,광주자동차의거리,168.0,광주북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2015,광천전통시장,1560.0,충남홍성군,1.0,1.0,광천읍,상설장+5일장,175.0,4일+9일,"농산물,축산물,수산물",Y,Y,36.49983774,126.6252464,5.0,737.0,81958.0,111.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,10771.0,175.0,3.0,0.0,50.0,175.0,20.0,50.0,245.0,,법적단체,163.0,175.0,0.9314285714285714,77.0,44.0
문화관광형시장,2022,광탄시장,184.0,경기파주시,1.0,1.0,광탄면,상설장,115.0,매일,"농산물,가공식품,가정용품,음식점업,근린생활서비스업",Y,Y,37.78146068,126.8484764,7.0,676.0,372263.0,550.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,2.0,5069.0,103.0,15.0,2.0,0.0,103.0,40.0,0.0,143.0,,법적단체,103.0,115.0,0.8956521739130435,,
문화관광형시장,2023,괴산전통시장,220.0,충북괴산군,0.0,1.0,괴산읍,5일장,151.0,3일+8일,"농산물,축산물,수산물",Y,Y,36.81121857,127.7950238,4.0,384.0,28447.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,25405.0,144.0,0.0,0.0,2.0,144.0,8.0,2.0,154.0,,법적단체,151.0,151.0,1.0,,
문화관광형시장,2019,괴정골목시장,460.0,부산사하구,0.0,0.0,괴정3동,상설장,152.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.0993329,128.9937058,15.0,1365.0,255409.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,8094.0,147.0,0.0,0.0,80.0,147.0,10.0,80.0,237.0,,법적단체,151.0,152.0,0.993421052631579,161.0,105.92105263157892
문화관광형시장,2021,괴정골목시장,276.0,부산사하구,0.0,0.0,괴정3동,상설장,152.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.0993329,128.9937058,15.0,1365.0,255409.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,8094.0,147.0,0.0,0.0,80.0,147.0,10.0,80.0,237.0,,법적단체,151.0,152.0,0.993421052631579,161.0,105.92105263157892
문화관광형시장,2022,괴정골목시장,240.0,부산사하구,0.0,0.0,괴정3동,상설장,152.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.0993329,128.9937058,15.0,1365.0,255409.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,8094.0,147.0,0.0,0.0,80.0,147.0,10.0,80.0,237.0,,법적단체,151.0,152.0,0.993421052631579,161.0,105.92105263157892
첫걸음기반조성,2018,괴정골목시장,270.0,부산사하구,0.0,0.0,괴정3동,상설장,152.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.0993329,128.9937058,15.0,1365.0,255409.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,8094.0,147.0,0.0,0.0,80.0,147.0,10.0,80.0,237.0,,법적단체,151.0,152.0,0.993421052631579,161.0,105.92105263157892
문화관광형시장,2021,구로시장,225.0,서울구로구,1.0,1.0,구로4동,상설장,159.0,매일,"농산물,가공식품,의류/신발,기타소매업,근린생활서비스",Y,N,37.48963005,126.8856198,7.0,664.0,414604.0,624.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,2.0,8307.0,148.0,13.0,0.0,18.0,148.0,37.0,18.0,203.0,,법적단체,145.0,159.0,0.9119496855345912,101.0,63.52201257861635
문화관광형시장,2023,구룡포시장,252.0,경북포항시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3161.0,120.0,0.0,5.0,20.0,120.0,23.0,20.0,163.0,,법적단체,120.0,125.0,0.96,,
첫걸음기반조성,2021,구룡포시장,140.0,경북포항시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3161.0,120.0,0.0,5.0,20.0,120.0,23.0,20.0,163.0,,법적단체,120.0,125.0,0.96,,
문화관광형시장,2014,구미중앙시장,1620.0,경북구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2020,구월도매전통시장,135.0,인천남동구,1.0,1.0,구월3동,상설장,77.0,매일,"농산물,축산물,수산물,가공식품",N,Y,37.44324579,126.7052205,8.0,1694.0,430153.0,253.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,98.0,1.0,2.0,2.0,2.0,6866.0,66.0,3.0,4.0,0.0,66.0,180.0,0.0,246.0,,법적단체,54.0,77.0,0.7012987012987013,61.0,79.22077922077922
문화관광형시장,2022,구월시장,276.0,인천남동구,1.0,1.0,구월4동,상설장,145.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,37.4528675,126.7204956,8.0,1694.0,430153.0,253.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12500.0,134.0,2.0,0.0,11.0,134.0,100.0,11.0,245.0,,법적단체,140.0,145.0,0.9655172413793104,119.0,82.06896551724138
문화관광형시장,2018,군산공설시장,860.0,전북군산시,0.0,0.0,중앙동,상설장,285.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.98317106,126.7203245,7.0,784.0,219510.0,279.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14649.0,249.0,36.0,0.0,0.0,249.0,14.0,0.0,263.0,10.0,법적단체,249.0,285.0,0.8736842105263158,186.0,65.26315789473685
청년몰활성화,2018,군산공설시장,150.0,전북군산시,0.0,0.0,중앙동,상설장,285.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.98317106,126.7203245,7.0,784.0,219510.0,279.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14649.0,249.0,36.0,0.0,0.0,249.0,14.0,0.0,263.0,10.0,법적단체,249.0,285.0,0.8736842105263158,186.0,65.26315789473685
첫걸음기반조성,2023,군포역전시장,127.5,경기군포시,1.0,1.0,군포1동,상설장,56.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.35407433,126.9468877,2.0,259.0,237225.0,915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,2528.0,54.0,4.0,0.0,3.0,54.0,11.0,3.0,68.0,,법적단체,53.0,56.0,0.9464285714285714,,
첫걸음기반조성,2018,금남대평시장,270.0,세종세종시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2020,금남시장,140.0,서울성동구,1.0,0.0,금호2.3가동,상설장,104.0,매일,"농산물,축산물,의류/신발,음식점업,기타소매업",Y,Y,37.54862725,127.0230332,4.0,2312.0,271897.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,1156.0,137.0,0.0,0.0,16.0,137.0,50.0,16.0,203.0,,법적단체,102.0,104.0,0.9807692307692308,78.0,75.0
문화관광형시장,2022,금남지하도상가,264.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501.0,134.0,0.0,0.0,0.0,134.0,40.0,0.0,174.0,,,,,,,
문화관광형시장,2022,금남지하도상가,264.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,103.0,70.0,0.0,0.0,103.0,20.0,0.0,123.0,,,,,,,
첫걸음기반조성,2019,금남지하도상가,280.0,경기부천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2020,금남지하도상가,168.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501.0,134.0,0.0,0.0,0.0,134.0,40.0,0.0,174.0,,,,,,,
첫걸음기반조성,2020,금남지하도상가,168.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,103.0,70.0,0.0,0.0,103.0,20.0,0.0,123.0,,,,,,,
문화관광형시장,2021,금남지하도상가,270.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501.0,134.0,0.0,0.0,0.0,134.0,40.0,0.0,174.0,,,,,,,
문화관광형시장,2021,금남지하도상가,270.0,광주동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,103.0,70.0,0.0,0.0,103.0,20.0,0.0,123.0,,,,,,,
청년몰활성화,2022,금산금빛시장,250.0,충남금산군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,금산시장,176.0,충남금산군,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8750.0,80.0,30.0,30.0,5.0,80.0,10.0,5.0,95.0,12.0,,,,,,
문화관광형시장,2022,금산시장,152.0,충남금산군,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8750.0,80.0,30.0,30.0,5.0,80.0,10.0,5.0,95.0,12.0,,,,,,
청년몰활성화,2018,금산시장,150.0,충남금산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,기장시장,220.0,부산기장군,1.0,1.0,기장읍,상설장,149.0,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.24406017,129.215363,1.0,149.0,122427.0,821.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0,6976.0,149.0,2.0,0.0,150.0,149.0,81.0,115.0,345.0,,임의단체,135.0,149.0,0.906040268456376,155.0,104.02684563758388
문화관광형시장,2017,기장시장,1600.0,부산기장군,1.0,1.0,기장읍,상설장,149.0,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.24406017,129.215363,1.0,149.0,122427.0,821.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,2.0,1.0,6976.0,149.0,2.0,0.0,150.0,149.0,81.0,115.0,345.0,,임의단체,135.0,149.0,0.906040268456376,155.0,104.02684563758388
문화관광형시장,2023,길동복조리시장,264.0,서울강동구,0.0,1.0,길동,상설장,166.0,매일,"농산물,축산물,수산물,가공식품,음식점업",N,Y,37.53753608,127.1435606,6.0,682.0,374106.0,548.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,1.0,2.0,1.0,2.0,400.0,143.0,10.0,0.0,32.0,143.0,0.0,32.0,175.0,,법적단체,156.0,166.0,0.9397590361445785,156.0,93.97590361445783
청년몰활성화,2022,김제전통시장,200.0,전북김제시,1.0,1.0,요촌동,상설장+5일장,75.0,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.80162083,126.8837192,4.0,243.0,60512.0,249.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7469.0,70.0,5.0,0.0,9.0,70.0,57.0,9.0,136.0,,법적단체,67.0,75.0,0.8933333333333333,68.0,90.66666666666666
문화관광형시장,2021,김제전통시장,220.0,전북김제시,1.0,1.0,요촌동,상설장+5일장,75.0,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.80162083,126.8837192,4.0,243.0,60512.0,249.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7469.0,70.0,5.0,0.0,9.0,70.0,57.0,9.0,136.0,,법적단체,67.0,75.0,0.8933333333333333,68.0,90.66666666666666
문화관광형시장,2022,김제전통시장,200.0,전북김제시,1.0,1.0,요촌동,상설장+5일장,75.0,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.80162083,126.8837192,4.0,243.0,60512.0,249.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7469.0,70.0,5.0,0.0,9.0,70.0,57.0,9.0,136.0,,법적단체,67.0,75.0,0.8933333333333333,68.0,90.66666666666666
첫걸음기반조성,2018,김제전통시장,270.0,전북김제시,1.0,1.0,요촌동,상설장+5일장,75.0,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.80162083,126.8837192,4.0,243.0,60512.0,249.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,7469.0,70.0,5.0,0.0,9.0,70.0,57.0,9.0,136.0,,법적단체,67.0,75.0,0.8933333333333333,68.0,90.66666666666666
청년몰활성화,2021,김제전통시장,150.0,전북김제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,김천평화시장,184.0,경북김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,김천평화시장,160.0,경북김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2017,김해동상시장,1600.0,경남김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,
문화관광형시장,2021,김해삼방시장,235.0,경남김해시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,나주목사고을시장,235.0,전남나주시,1.0,1.0,금남동,상설장+5일장,129.0,4일+9일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.03624619,126.7237675,4.0,290.0,88291.0,304.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,27338.0,110.0,15.0,7.0,70.0,110.0,30.0,70.0,210.0,,법적단체,109.0,129.0,0.8449612403100775,,
문화관광형시장,2019,남광주시장,460.0,광주동구,1.0,1.0,학동,상설장,220.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.13929961,126.9208104,4.0,662.0,88718.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12420.0,204.0,4.0,0.0,23.0,204.0,207.0,23.0,434.0,,법적단체,205.0,220.0,0.9318181818181818,181.0,82.27272727272728
문화관광형시장,2021,남광주시장,276.0,광주동구,1.0,1.0,학동,상설장,220.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.13929961,126.9208104,4.0,662.0,88718.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12420.0,204.0,4.0,0.0,23.0,204.0,207.0,23.0,434.0,,법적단체,205.0,220.0,0.9318181818181818,181.0,82.27272727272728
문화관광형시장,2022,남광주시장,228.0,광주동구,1.0,1.0,학동,상설장,220.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.13929961,126.9208104,4.0,662.0,88718.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12420.0,204.0,4.0,0.0,23.0,204.0,207.0,23.0,434.0,,법적단체,205.0,220.0,0.9318181818181818,181.0,82.27272727272728
첫걸음기반조성,2018,남광주시장,270.0,광주동구,1.0,1.0,학동,상설장,220.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.13929961,126.9208104,4.0,662.0,88718.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,12420.0,204.0,4.0,0.0,23.0,204.0,207.0,23.0,434.0,,법적단체,205.0,220.0,0.9318181818181818,181.0,82.27272727272728
첫걸음기반조성,2022,남광주해뜨는시장,162.0,광주동구,0.0,1.0,학동,상설장,61.0,매일,"농산물,축산물,수산물,가공식품",Y,Y,35.13896306,126.9212522,4.0,662.0,88718.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,1.0,2654.0,22.0,17.0,11.0,18.0,22.0,2.0,18.0,42.0,,법적단체,50.0,61.0,0.819672131147541,39.0,63.934426229508205
문화관광형시장,2015,남구로시장,1540.0,서울구로구,0.0,1.0,구로2동,상설장,184.0,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.49020847,126.8864324,7.0,664.0,414604.0,624.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,2.0,10092.0,203.0,10.0,7.0,24.0,203.0,250.0,24.0,477.0,,법적단체,184.0,184.0,1.0,172.0,93.47826086956522
문화관광형시장,2021,남목전통시장,225.0,울산동구,1.0,1.0,남목3동,상설장,121.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.54272388,129.4273867,4.0,458.0,129997.0,283.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,2.0,1051.0,104.0,1.0,0.0,31.0,104.0,70.0,31.0,205.0,,법적단체,120.0,121.0,0.9917355371900828,103.0,85.12396694214877
첫걸음기반조성,2019,남목전통시장,280.0,인천남동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디지털전통시장,2022,남문시장,75.0,서울금천구,0.0,1.0,독산3동,상설장,108.0,매일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,37.47375823,126.9004225,4.0,636.0,244237.0,384.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,7465.0,115.0,1.0,0.0,0.0,115.0,20.0,0.0,135.0,,법적단체,108.0,108.0,1.0,,
문화관광형시장,2018,남문시장,860.0,서울금천구,0.0,1.0,독산3동,상설장,108.0,매일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,37.47375823,126.9004225,4.0,636.0,244237.0,384.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,7465.0,115.0,1.0,0.0,0.0,115.0,20.0,0.0,135.0,,법적단체,108.0,108.0,1.0,,
문화관광형시장,2017,남성사계시장,1540.0,서울동작구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2021,남성사계시장,225.0,서울동작구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
첫걸음기반조성,2023,남성역골목시장,153.0,서울동작구,1.0,1.0,사당4동,상설장,78.0,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,Y,37.48297832,126.9723103,8.0,529.0,363808.0,687.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,100.0,1.0,2.0,2.0,2.0,6500.0,76.0,0.0,0.0,4.0,76.0,30.0,4.0,110.0,,법적단체,52.0,78.0,0.6666666666666666,,
문화관광형시장,2014,남해전통시장,1160.0,경남남해군,1.0,1.0,남해읍,상설장+5일장,110.0,2일+7일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,34.84014684,127.8944844,3.0,154.0,32045.0,208.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,5200.0,118.0,4.0,3.0,100.0,118.0,20.0,100.0,238.0,,법적단체,100.0,110.0,0.9090909090909092,,
문화관광형시장,2021,내덕자연시장,220.0,충북청주시,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,9395.0,45.0,0.0,0.0,1.0,45.0,1.0,1.0,47.0,,,,,,,
첫걸음기반조성,2019,내덕자연시장,260.0,전남완도군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화관광형시장,2022,내토전통시장,176.0,충북제천시,0.0,0.0,중앙동,상설장,60.0,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,37.13735446,128.2124103,8.0,1135.0,106074.0,93.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,3710.0,61.0,0.0,0.0,10.0,61.0,70.0,10.0,141.0,,법적단체,56.0,60.0,0.9333333333333332,66.0,110.0
문화관광형시장,2021,단양구경시장(단양인정시장),180.0,충북단양군,0.0,1.0,단양읍,상설장+5일장,120.0,1일+6일,"농산물,축산물,기타소매업",Y,Y,36.98249125,128.3699808,2.0,182.0,21770.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,14034.0,118.0,2.0,0.0,140.0,118.0,28.0,140.0,286.0,,법적단체,118.0,120.0,0.9833333333333332,109.0,90.83333333333331
